dataset,mol_id,pdb_id,method,priority,role,state,gpu_required,protein_pdb,ligand_file,case_dir,output_dir,command_template,model_key,planned_tag,fixed_seed,queue_status,runtime_sec,top_pocket_rmsd_approx,top_pocket_success_2a_approx,run_status_path
posebusters_benchmark,7W6F_8I6,7w6f,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7W6F_8I6/7W6F_8I6_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7W6F_8I6/7W6F_8I6_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7W6F_8I6,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7W6F_8I6,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7W6F_8I6,boltz2_gpu,full_r1_s20_seed101,101,ok,28.31,6.616848617083102,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7W6F_8I6/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7WCF_ACP,7wcf,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7WCF_ACP/7WCF_ACP_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7WCF_ACP/7WCF_ACP_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7WCF_ACP,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7WCF_ACP,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7WCF_ACP,boltz2_gpu,full_r1_s20_seed101,101,ok,39.871,14.609711046872565,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7WCF_ACP/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7WDT_NGS,7wdt,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7WDT_NGS/7WDT_NGS_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7WDT_NGS/7WDT_NGS_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7WDT_NGS,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7WDT_NGS,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7WDT_NGS,boltz2_gpu,full_r1_s20_seed101,101,ok,57.433,6.66730806583891,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7WDT_NGS/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7WJB_BGC,7wjb,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7WJB_BGC/7WJB_BGC_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7WJB_BGC/7WJB_BGC_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7WJB_BGC,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7WJB_BGC,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7WJB_BGC,boltz2_gpu,full_r1_s20_seed101,101,ok,54.439,2.747363344900452,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7WJB_BGC/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7WKL_CAQ,7wkl,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7WKL_CAQ/7WKL_CAQ_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7WKL_CAQ/7WKL_CAQ_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7WKL_CAQ,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7WKL_CAQ,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7WKL_CAQ,boltz2_gpu,full_r1_s20_seed101,101,ok,177.731,24.293797186090583,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7WKL_CAQ/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7WL4_JFU,7wl4,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7WL4_JFU/7WL4_JFU_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7WL4_JFU/7WL4_JFU_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7WL4_JFU,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7WL4_JFU,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7WL4_JFU,boltz2_gpu,full_r1_s20_seed101,101,failed_nonzero,29.585,,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7WL4_JFU/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7WN5_JGL,7wn5,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7WN5_JGL/7WN5_JGL_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7WN5_JGL/7WN5_JGL_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7WN5_JGL,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7WN5_JGL,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7WN5_JGL,boltz2_gpu,full_r1_s20_seed101,101,ok,31.643,38.36396281487492,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7WN5_JGL/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7WPW_F15,7wpw,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7WPW_F15/7WPW_F15_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7WPW_F15/7WPW_F15_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7WPW_F15,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7WPW_F15,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7WPW_F15,boltz2_gpu,full_r1_s20_seed101,101,ok,51.164,5.501134181367722,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7WPW_F15/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7WQQ_5Z6,7wqq,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7WQQ_5Z6/7WQQ_5Z6_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7WQQ_5Z6/7WQQ_5Z6_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7WQQ_5Z6,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7WQQ_5Z6,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7WQQ_5Z6,boltz2_gpu,full_r1_s20_seed101,101,ok,65.384,7.063318275979852,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7WQQ_5Z6/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7WUX_6OI,7wux,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7WUX_6OI/7WUX_6OI_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7WUX_6OI/7WUX_6OI_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7WUX_6OI,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7WUX_6OI,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7WUX_6OI,boltz2_gpu,full_r1_s20_seed101,101,ok,136.435,23.15898384220836,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7WUX_6OI/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7WUY_76N,7wuy,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7WUY_76N/7WUY_76N_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7WUY_76N/7WUY_76N_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7WUY_76N,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7WUY_76N,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7WUY_76N,boltz2_gpu,full_r1_s20_seed101,101,ok,60.754,11.12524919444279,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7WUY_76N/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7WY1_D0L,7wy1,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7WY1_D0L/7WY1_D0L_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7WY1_D0L/7WY1_D0L_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7WY1_D0L,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7WY1_D0L,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7WY1_D0L,boltz2_gpu,full_r1_s20_seed101,101,ok,76.768,32.165559558129125,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7WY1_D0L/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7X5N_5M5,7x5n,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7X5N_5M5/7X5N_5M5_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7X5N_5M5/7X5N_5M5_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7X5N_5M5,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7X5N_5M5,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7X5N_5M5,boltz2_gpu,full_r1_s20_seed101,101,ok,67.696,9.631947177254295,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7X5N_5M5/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7X9K_8OG,7x9k,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7X9K_8OG/7X9K_8OG_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7X9K_8OG/7X9K_8OG_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7X9K_8OG,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7X9K_8OG,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7X9K_8OG,boltz2_gpu,full_r1_s20_seed101,101,ok,29.729,13.445050534133905,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7X9K_8OG/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7XBV_APC,7xbv,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7XBV_APC/7XBV_APC_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7XBV_APC/7XBV_APC_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7XBV_APC,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7XBV_APC,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7XBV_APC,boltz2_gpu,full_r1_s20_seed101,101,ok,38.585,10.36701286376836,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7XBV_APC/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7XEK_9YX,7xek,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7XEK_9YX/7XEK_9YX_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7XEK_9YX/7XEK_9YX_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7XEK_9YX,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7XEK_9YX,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7XEK_9YX,boltz2_gpu,full_r1_s20_seed101,101,ok,49.133,8.275090579974762,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7XEK_9YX/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7XFA_D9J,7xfa,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7XFA_D9J/7XFA_D9J_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7XFA_D9J/7XFA_D9J_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7XFA_D9J,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7XFA_D9J,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7XFA_D9J,boltz2_gpu,full_r1_s20_seed101,101,ok,51.593,8.682576615208164,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7XFA_D9J/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7XG5_PLP,7xg5,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7XG5_PLP/7XG5_PLP_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7XG5_PLP/7XG5_PLP_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7XG5_PLP,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7XG5_PLP,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7XG5_PLP,boltz2_gpu,full_r1_s20_seed101,101,ok,76.774,11.460257112299319,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7XG5_PLP/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7XI7_4RI,7xi7,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7XI7_4RI/7XI7_4RI_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7XI7_4RI/7XI7_4RI_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7XI7_4RI,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7XI7_4RI,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7XI7_4RI,boltz2_gpu,full_r1_s20_seed101,101,ok,55.797,4.323943641542264,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7XI7_4RI/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7XIJ_EJ3,7xij,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7XIJ_EJ3/7XIJ_EJ3_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7XIJ_EJ3/7XIJ_EJ3_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7XIJ_EJ3,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7XIJ_EJ3,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7XIJ_EJ3,boltz2_gpu,full_r1_s20_seed101,101,ok,45.339,6.425487751343958,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7XIJ_EJ3/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7XJN_NSD,7xjn,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7XJN_NSD/7XJN_NSD_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7XJN_NSD/7XJN_NSD_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7XJN_NSD,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7XJN_NSD,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7XJN_NSD,boltz2_gpu,full_r1_s20_seed101,101,ok,177.665,26.36121675348141,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7XJN_NSD/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7XPO_UPG,7xpo,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7XPO_UPG/7XPO_UPG_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7XPO_UPG/7XPO_UPG_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7XPO_UPG,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7XPO_UPG,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7XPO_UPG,boltz2_gpu,full_r1_s20_seed101,101,ok,62.686,16.730981632091847,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7XPO_UPG/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7XQZ_FPF,7xqz,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7XQZ_FPF/7XQZ_FPF_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7XQZ_FPF/7XQZ_FPF_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7XQZ_FPF,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7XQZ_FPF,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7XQZ_FPF,boltz2_gpu,full_r1_s20_seed101,101,ok,50.516,7.62770205410137,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7XQZ_FPF/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7XRL_FWK,7xrl,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7XRL_FWK/7XRL_FWK_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7XRL_FWK/7XRL_FWK_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7XRL_FWK,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7XRL_FWK,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7XRL_FWK,boltz2_gpu,full_r1_s20_seed101,101,failed_nonzero,31.207,,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7XRL_FWK/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7YZU_DO7,7yzu,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7YZU_DO7/7YZU_DO7_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7YZU_DO7/7YZU_DO7_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7YZU_DO7,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7YZU_DO7,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7YZU_DO7,boltz2_gpu,full_r1_s20_seed101,101,ok,53.089,4.804159506621697,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7YZU_DO7/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7Z1Q_NIO,7z1q,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7Z1Q_NIO/7Z1Q_NIO_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7Z1Q_NIO/7Z1Q_NIO_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7Z1Q_NIO,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7Z1Q_NIO,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7Z1Q_NIO,boltz2_gpu,full_r1_s20_seed101,101,ok,34.432,4.007659516886115,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7Z1Q_NIO/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7Z2O_IAJ,7z2o,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7Z2O_IAJ/7Z2O_IAJ_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7Z2O_IAJ/7Z2O_IAJ_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7Z2O_IAJ,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7Z2O_IAJ,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7Z2O_IAJ,boltz2_gpu,full_r1_s20_seed101,101,ok,37.06,37.95032887707248,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7Z2O_IAJ/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7Z7F_IF3,7z7f,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7Z7F_IF3/7Z7F_IF3_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7Z7F_IF3/7Z7F_IF3_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7Z7F_IF3,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7Z7F_IF3,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7Z7F_IF3,boltz2_gpu,full_r1_s20_seed101,101,ok,30.423,8.482226484263423,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7Z7F_IF3/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7ZCC_OGA,7zcc,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7ZCC_OGA/7ZCC_OGA_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7ZCC_OGA/7ZCC_OGA_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7ZCC_OGA,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7ZCC_OGA,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7ZCC_OGA,boltz2_gpu,full_r1_s20_seed101,101,ok,160.968,31.4273341659961,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7ZCC_OGA/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7ZDY_6MJ,7zdy,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7ZDY_6MJ/7ZDY_6MJ_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7ZDY_6MJ/7ZDY_6MJ_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7ZDY_6MJ,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7ZDY_6MJ,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7ZDY_6MJ,boltz2_gpu,full_r1_s20_seed101,101,ok,228.17,3.5789481005996415,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7ZDY_6MJ/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7ZF0_DHR,7zf0,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7ZF0_DHR/7ZF0_DHR_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7ZF0_DHR/7ZF0_DHR_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7ZF0_DHR,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7ZF0_DHR,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7ZF0_DHR,boltz2_gpu,full_r1_s20_seed101,101,ok,51.637,5.9026619386205414,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7ZF0_DHR/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7ZHP_IQY,7zhp,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7ZHP_IQY/7ZHP_IQY_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7ZHP_IQY/7ZHP_IQY_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7ZHP_IQY,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7ZHP_IQY,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7ZHP_IQY,boltz2_gpu,full_r1_s20_seed101,101,ok,40.774,5.274066855461268,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7ZHP_IQY/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7ZL5_IWE,7zl5,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7ZL5_IWE/7ZL5_IWE_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7ZL5_IWE/7ZL5_IWE_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7ZL5_IWE,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7ZL5_IWE,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7ZL5_IWE,boltz2_gpu,full_r1_s20_seed101,101,ok,47.123,5.645865314644342,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7ZL5_IWE/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7ZOC_T8E,7zoc,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7ZOC_T8E/7ZOC_T8E_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7ZOC_T8E/7ZOC_T8E_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7ZOC_T8E,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7ZOC_T8E,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7ZOC_T8E,boltz2_gpu,full_r1_s20_seed101,101,ok,41.641,7.3761453365064655,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7ZOC_T8E/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7ZTL_BCN,7ztl,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7ZTL_BCN/7ZTL_BCN_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7ZTL_BCN/7ZTL_BCN_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7ZTL_BCN,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7ZTL_BCN,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7ZTL_BCN,boltz2_gpu,full_r1_s20_seed101,101,ok,40.643,26.335027429869704,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7ZTL_BCN/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7ZU2_DHT,7zu2,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7ZU2_DHT/7ZU2_DHT_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7ZU2_DHT/7ZU2_DHT_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7ZU2_DHT,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7ZU2_DHT,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7ZU2_DHT,boltz2_gpu,full_r1_s20_seed101,101,ok,40.31,2.77932838676167,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7ZU2_DHT/full_r1_s20_seed101/run_status.json
posebusters_benchmark,7ZXV_45D,7zxv,Boltz-2,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/7ZXV_45D/7ZXV_45D_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7ZXV_45D/7ZXV_45D_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7ZXV_45D,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7ZXV_45D,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 7ZXV_45D,boltz2_gpu,full_r1_s20_seed101,101,ok,41.734,14.358850389167602,False,results/posebench_702_predictions/boltz2_gpu/posebusters_benchmark/7ZXV_45D/full_r1_s20_seed101/run_status.json
