mol_id,gpu,pid,log_path,tag,command,start_time
7LE6_K2D,4,3182092,logs/posex_diffdock_default_s10_t20_7LE6_K2D.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7LE6_K2D --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054657.8032832
8B5G_O6O,6,3182093,logs/posex_diffdock_default_s10_t20_8B5G_O6O.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 8B5G_O6O --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054657.8043358
7VL1_7OU,7,3182522,logs/posex_diffdock_default_s10_t20_7VL1_7OU.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7VL1_7OU --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054672.8214626
7V15_OQO,0,3182746,logs/posex_diffdock_default_s10_t20_7V15_OQO.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7V15_OQO --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054692.842227
5SKN_WP3,2,3182747,logs/posex_diffdock_default_s10_t20_5SKN_WP3.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 5SKN_WP3 --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054692.8432732
7HGB_TU6,3,3182748,logs/posex_diffdock_default_s10_t20_7HGB_TU6.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7HGB_TU6 --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054692.8442016
7LE5_K20,4,3183063,logs/posex_diffdock_default_s10_t20_7LE5_K20.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7LE5_K20 --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054702.8560767
7PHZ_R8X,6,3183363,logs/posex_diffdock_default_s10_t20_7PHZ_R8X.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7PHZ_R8X --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054727.8832567
7VL7_GYP,7,3183451,logs/posex_diffdock_default_s10_t20_7VL7_GYP.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7VL7_GYP --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054732.8902044
7RXO_7TW,0,3183551,logs/posex_diffdock_default_s10_t20_7RXO_7TW.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7RXO_7TW --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054737.8973165
9EY4_Y6Z,2,3183724,logs/posex_diffdock_default_s10_t20_9EY4_Y6Z.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 9EY4_Y6Z --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054747.9092925
7S4T_80E,3,3183725,logs/posex_diffdock_default_s10_t20_7S4T_80E.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7S4T_80E --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054747.910425
7HG7_A1A3P,4,3184208,logs/posex_diffdock_default_s10_t20_7HG7_A1A3P.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7HG7_A1A3P --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054777.9417899
7FEZ_X90,6,3184209,logs/posex_diffdock_default_s10_t20_7FEZ_X90.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7FEZ_X90 --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054777.9431055
7USH_O6O,7,3184439,logs/posex_diffdock_default_s10_t20_7USH_O6O.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7USH_O6O --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054787.9549649
7GZW_A1AK6,0,3184440,logs/posex_diffdock_default_s10_t20_7GZW_A1AK6.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7GZW_A1AK6 --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054787.9563627
7B4X_UR4,2,3184844,logs/posex_diffdock_default_s10_t20_7B4X_UR4.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7B4X_UR4 --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054812.9830713
7USH_QJ1,3,3184845,logs/posex_diffdock_default_s10_t20_7USH_QJ1.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7USH_QJ1 --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054812.9857173
8ZUD_A1D85,4,3185092,logs/posex_diffdock_default_s10_t20_8ZUD_A1D85.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 8ZUD_A1D85 --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054822.997402
8U94_ATP,6,3185223,logs/posex_diffdock_default_s10_t20_8U94_ATP.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 8U94_ATP --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054828.0046148
7OF8_SIU,7,3185472,logs/posex_diffdock_default_s10_t20_7OF8_SIU.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7OF8_SIU --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054848.026442
7HG3_A1A3P,0,3185572,logs/posex_diffdock_default_s10_t20_7HG3_A1A3P.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7HG3_A1A3P --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054853.0331712
8I6B_ORO,2,3185775,logs/posex_diffdock_default_s10_t20_8I6B_ORO.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 8I6B_ORO --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054868.0497124
8V70_YIG,3,3185776,logs/posex_diffdock_default_s10_t20_8V70_YIG.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 8V70_YIG --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054868.0508835
7V13_ORU,4,3186108,logs/posex_diffdock_default_s10_t20_7V13_ORU.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7V13_ORU --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054888.0729656
7FDT_OCA,6,3186109,logs/posex_diffdock_default_s10_t20_7FDT_OCA.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7FDT_OCA --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054888.0745199
7FU4_YQ3,7,3186789,logs/posex_diffdock_default_s10_t20_7FU4_YQ3.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7FU4_YQ3 --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054903.0917852
8GD2_ZE2,0,3186894,logs/posex_diffdock_default_s10_t20_8GD2_ZE2.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 8GD2_ZE2 --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054908.098606
7N4R_UQX,2,3187067,logs/posex_diffdock_default_s10_t20_7N4R_UQX.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7N4R_UQX --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054923.115829
9GIF_A1ILQ,3,3187224,logs/posex_diffdock_default_s10_t20_9GIF_A1ILQ.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 9GIF_A1ILQ --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054933.1273522
7LE2_A61,4,3187393,logs/posex_diffdock_default_s10_t20_7LE2_A61.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7LE2_A61 --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054943.1379256
8GF0_ZHR,6,3187521,logs/posex_diffdock_default_s10_t20_8GF0_ZHR.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 8GF0_ZHR --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054948.144586
7S7A_88O,7,3187769,logs/posex_diffdock_default_s10_t20_7S7A_88O.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7S7A_88O --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054968.1668944
8V6Y_YIG,0,3187858,logs/posex_diffdock_default_s10_t20_8V6Y_YIG.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 8V6Y_YIG --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054973.1734104
8BM8_QRR,2,3188053,logs/posex_diffdock_default_s10_t20_8BM8_QRR.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 8BM8_QRR --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054988.1905932
7FBF_2AN,3,3188172,logs/posex_diffdock_default_s10_t20_7FBF_2AN.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7FBF_2AN --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779054993.197322
7FW1_GFS,4,3188425,logs/posex_diffdock_default_s10_t20_7FW1_GFS.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7FW1_GFS --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055013.2196288
7HG3_VZP,6,3188426,logs/posex_diffdock_default_s10_t20_7HG3_VZP.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7HG3_VZP --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055013.2212567
8ZU2_A1D82,7,3188623,logs/posex_diffdock_default_s10_t20_8ZU2_A1D82.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 8ZU2_A1D82 --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055018.228328
7RH0_59O,0,3188790,logs/posex_diffdock_default_s10_t20_7RH0_59O.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7RH0_59O --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055028.2406409
7USH_7UM,2,3188791,logs/posex_diffdock_default_s10_t20_7USH_7UM.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7USH_7UM --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055028.242237
5SIM_JIC,3,3189087,logs/posex_diffdock_default_s10_t20_5SIM_JIC.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 5SIM_JIC --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055048.2643456
8J5E_TV0,4,3189088,logs/posex_diffdock_default_s10_t20_8J5E_TV0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 8J5E_TV0 --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055048.2659142
7GZZ_A1AK4,6,3189327,logs/posex_diffdock_default_s10_t20_7GZZ_A1AK4.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7GZZ_A1AK4 --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055058.278064
7RGZ_5BI,7,3189328,logs/posex_diffdock_default_s10_t20_7RGZ_5BI.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7RGZ_5BI --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055058.2794318
7V12_ORU,0,3189539,logs/posex_diffdock_default_s10_t20_7V12_ORU.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7V12_ORU --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055063.2865026
7NGY_U9W,2,3189830,logs/posex_diffdock_default_s10_t20_7NGY_U9W.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7NGY_U9W --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055088.3138468
7HGA_UWS,3,3189831,logs/posex_diffdock_default_s10_t20_7HGA_UWS.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7HGA_UWS --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055088.315446
7XBS_APC,4,3189998,logs/posex_diffdock_default_s10_t20_7XBS_APC.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7XBS_APC --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055093.3222203
8QQY_QUF,6,3190106,logs/posex_diffdock_default_s10_t20_8QQY_QUF.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 8QQY_QUF --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055098.329463
7V14_OQ6,7,3190296,logs/posex_diffdock_default_s10_t20_7V14_OQ6.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7V14_OQ6 --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055108.341298
7T1G_E5B,0,3190531,logs/posex_diffdock_default_s10_t20_7T1G_E5B.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7T1G_E5B --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055123.3581262
7Q5O_O6O,2,3190532,logs/posex_diffdock_default_s10_t20_7Q5O_O6O.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7Q5O_O6O --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055123.3596618
7ZWE_R7W,3,3190883,logs/posex_diffdock_default_s10_t20_7ZWE_R7W.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7ZWE_R7W --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055143.3819985
7FEZ_4I6,4,3190884,logs/posex_diffdock_default_s10_t20_7FEZ_4I6.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7FEZ_4I6 --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055143.3834968
8QKA_VN6,6,3191112,logs/posex_diffdock_default_s10_t20_8QKA_VN6.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 8QKA_VN6 --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055153.3956094
8XGV_T6I,7,3191242,logs/posex_diffdock_default_s10_t20_8XGV_T6I.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 8XGV_T6I --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055158.402374
7HG1_TU6,0,3191451,logs/posex_diffdock_default_s10_t20_7HG1_TU6.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7HG1_TU6 --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055173.4190483
7ENZ_7UM,2,3191538,logs/posex_diffdock_default_s10_t20_7ENZ_7UM.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7ENZ_7UM --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055178.4258037
8V70_YHE,3,3191630,logs/posex_diffdock_default_s10_t20_8V70_YHE.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 8V70_YHE --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055183.4329045
5SHO_JKO,4,3191742,logs/posex_diffdock_default_s10_t20_5SHO_JKO.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 5SHO_JKO --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055193.4447615
7BCH_GQM,6,3191839,logs/posex_diffdock_default_s10_t20_7BCH_GQM.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7BCH_GQM --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055198.4517424
5SAW_1IJ,7,3191951,logs/posex_diffdock_default_s10_t20_5SAW_1IJ.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 5SAW_1IJ --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055208.4638374
8V71_YIG,0,3191952,logs/posex_diffdock_default_s10_t20_8V71_YIG.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 8V71_YIG --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055208.4653254
7GCJ_L7F,2,3192167,logs/posex_diffdock_default_s10_t20_7GCJ_L7F.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7GCJ_L7F --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055223.482016
7GZW_A1ALS,3,3192278,logs/posex_diffdock_default_s10_t20_7GZW_A1ALS.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7GZW_A1ALS --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055238.4989586
8J5H_CTN,4,3192279,logs/posex_diffdock_default_s10_t20_8J5H_CTN.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 8J5H_CTN --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055238.500113
7GC1_LDX,6,3192463,logs/posex_diffdock_default_s10_t20_7GC1_LDX.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7GC1_LDX --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055248.5122344
8BOM_QUF,7,3192565,logs/posex_diffdock_default_s10_t20_8BOM_QUF.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 8BOM_QUF --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055253.5187576
7V14_ORF,0,3192675,logs/posex_diffdock_default_s10_t20_7V14_ORF.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7V14_ORF --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055263.5306368
7FU4_YOB,2,3192783,logs/posex_diffdock_default_s10_t20_7FU4_YOB.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7FU4_YOB --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055273.5427082
7B8M_T3N,3,3192876,logs/posex_diffdock_default_s10_t20_7B8M_T3N.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7B8M_T3N --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055278.5494363
5SIM_JKO,4,3192983,logs/posex_diffdock_default_s10_t20_5SIM_JKO.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 5SIM_JKO --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055288.5612977
7V13_OT7,6,3193095,logs/posex_diffdock_default_s10_t20_7V13_OT7.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7V13_OT7 --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055298.5732563
5SKN_IYW,7,3193211,logs/posex_diffdock_default_s10_t20_5SKN_IYW.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 5SKN_IYW --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055308.585346
7V17_OQ6,0,3193317,logs/posex_diffdock_default_s10_t20_7V17_OQ6.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7V17_OQ6 --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055318.5974221
7FVU_IQH,2,3193318,logs/posex_diffdock_default_s10_t20_7FVU_IQH.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7FVU_IQH --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055318.5985773
7GL3_KG9,3,3193532,logs/posex_diffdock_default_s10_t20_7GL3_KG9.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7GL3_KG9 --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055333.615505
7V17_ORF,4,3193646,logs/posex_diffdock_default_s10_t20_7V17_ORF.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7V17_ORF --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055343.6273623
7GC1_L5I,6,3193810,logs/posex_diffdock_default_s10_t20_7GC1_L5I.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7GC1_L5I --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055353.6390855
7B98_SWT,7,3193917,logs/posex_diffdock_default_s10_t20_7B98_SWT.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7B98_SWT --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055363.6508944
8I6B_5CU,0,3193918,logs/posex_diffdock_default_s10_t20_8I6B_5CU.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 8I6B_5CU --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055363.6524467
8IXS_L5F,2,3194147,logs/posex_diffdock_default_s10_t20_8IXS_L5F.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 8IXS_L5F --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055383.6745722
8R5K_UUI,3,3194233,logs/posex_diffdock_default_s10_t20_8R5K_UUI.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 8R5K_UUI --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055388.6813364
5SGV_KHU,4,3194234,logs/posex_diffdock_default_s10_t20_5SGV_KHU.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 5SGV_KHU --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055388.682489
7OF8_T6I,6,3194431,logs/posex_diffdock_default_s10_t20_7OF8_T6I.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7OF8_T6I --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055398.694459
7FCX_OCA,7,3194537,logs/posex_diffdock_default_s10_t20_7FCX_OCA.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/79_run_posex_diffdock_case.py --case-id 7FCX_OCA --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779055403.7013524
