_group_id,case_type,method_official,target_official,ligand_instance_chain_official,memory_score_official,ligand_memory_official,pocket_memory_official,protein_memory_official,shape_pocket_memory_official,seed_official,sample_official,ranking_score_official,rmsd_official,success_rmsd_2_official,pb_valid_all_official,model_ligand_chain_official,structure_relative_path_official,pred_protein_min_dist_official,pred_protein_contact_density_4a_official,pred_protein_clash_density_2a_official,seed_selected,sample_selected,ranking_score_selected,rmsd_selected,success_rmsd_2_selected,pb_valid_all_selected,model_ligand_chain_selected,structure_relative_path_selected,pred_protein_min_dist_selected,pred_protein_contact_density_4a_selected,pred_protein_clash_density_2a_selected,rmsd_delta_selected_minus_official,ranking_score_delta_selected_minus_official,contact_density_delta_selected_minus_official,clash_density_delta_selected_minus_official,ligand_smiles,ligand_num_heavy_atoms,ligand_num_rot_bonds,pred_pocket_precision,pred_pocket_recall,pred_pocket_f1,selected_clash_ok,selected_contact_ok,selected_min_dist_ok,selected_pb_status,selected_geometry_plausible,selected_confidence_drop_small,rmsd_gain_official_minus_selected,ranking_score_drop_official_minus_selected,strong_rescue_flag,needs_visual_review
af3_no_template|8c3u__1__1.A__1.C|1.C,kept_official,af3_no_template,8c3u__1__1.A__1.C,1.C,0.1828519200356059,0.1720430107526881,0.15,0.36,0.0656843313608254,638218245,3,0.8241281261478931,7.541641712188721,False,True,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8c3u__1__1.A__1.C/seed-638218245_sample-3.cif,2.372012317197761,2.4,0.0,638218245,3,0.8241281261478931,7.541641712188721,False,True,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8c3u__1__1.A__1.C/seed-638218245_sample-3.cif,2.372012317197761,2.4,0.0,0.0,0.0,0.0,0.0,Cc1ccc2c(c1)NC(=O)[C@@]2(c1cn[nH]c1)c1cc(-c2ccc(C(=O)O)cc2C(=O)O)ccc1O,35,5,,,,True,True,True,true,True,True,-0.0,-0.0,False,False
af3_no_template|8cfb__1__1.A__1.L|1.L,kept_official,af3_no_template,8cfb__1__1.A__1.L,1.L,0.1826995265937507,0.1063829787234042,0.07,0.61,0.0298274202027964,3701182371,4,0.9445851071416816,40.70075988769531,False,True,S,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8cfb__1__1.A__1.L/seed-3701182371_sample-4.cif,3.2980875787071744,2.5625,0.0,3701182371,4,0.9445851071416816,40.70075988769531,False,True,S,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8cfb__1__1.A__1.L/seed-3701182371_sample-4.cif,3.2980875787071744,2.5625,0.0,0.0,0.0,0.0,0.0,CCCS(=O)(=O)Nc1cc(N)c(F)cc1F,16,4,,,,True,True,True,true,True,True,-0.0,-0.0,False,False
af3_no_template|8cfk__1__1.A_1.D__1.H_1.I|1.H,kept_official,af3_no_template,8cfk__1__1.A_1.D__1.H_1.I,1.H,0.3197261853134874,0.1111111111111111,0.44,0.61,0.244186482122993,1365094386,1,0.9401136503891854,8.78095531463623,False,True,R,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8cfk__1__1.A_1.D__1.H_1.I/seed-1365094386_sample-1.cif,2.950766109719809,1.6875,0.0,1365094386,1,0.9401136503891854,8.78095531463623,False,True,R,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8cfk__1__1.A_1.D__1.H_1.I/seed-1365094386_sample-1.cif,2.950766109719809,1.6875,0.0,0.0,0.0,0.0,0.0,OC1C[C@H]2CC[C@@H](C1)N2Cc1ccccc1,16,2,,,,True,True,True,true,True,True,-0.0,-0.0,False,False
af3_no_template|8cg0__1__1.D__1.IA|1.IA,kept_official,af3_no_template,8cg0__1__1.D__1.IA,1.IA,0.1728455989587718,0.0606060606060606,0.09,0.61,0.0356673887332534,4091201009,1,0.9433956845815936,31.94378662109375,False,False,N,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8cg0__1__1.D__1.IA/seed-4091201009_sample-1.cif,2.8228964520088904,1.3333333333333333,0.0,4091201009,1,0.9433956845815936,31.94378662109375,False,False,N,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8cg0__1__1.D__1.IA/seed-4091201009_sample-1.cif,2.8228964520088904,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,O=C(NC[C@@H]1CCCO1)NC1CCCC1,15,3,,,,True,True,True,false,False,True,-0.0,-0.0,False,False
af3_no_template|8clq__1__1.A__1.E|1.E,kept_official,af3_no_template,8clq__1__1.A__1.E,1.E,0.138911915292457,0.1538461538461538,0.05,0.34,0.0228288072315159,3587053356,2,0.935385787531578,3.61075496673584,False,False,G,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8clq__1__1.A__1.E/seed-3587053356_sample-2.cif,2.3094900924972195,2.75,0.0,3587053356,2,0.935385787531578,3.61075496673584,False,False,G,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8clq__1__1.A__1.E/seed-3587053356_sample-2.cif,2.3094900924972195,2.75,0.0,0.0,0.0,0.0,0.0,C[C@H](O)CCCC(=O)CCC/C=C/c1cc(O)cc(O)c1C(=O)O,24,10,,,,True,True,True,false,False,True,-0.0,-0.0,False,False
af3_no_template|8ea6__1__1.A_1.B__1.C|1.C,kept_official,af3_no_template,8ea6__1__1.A_1.B__1.C,1.C,0.2171340823719636,0.1056910569105691,0.27,0.46,0.103211062266322,4014727411,3,0.8856080014490278,13.26348876953125,False,False,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8ea6__1__1.A_1.B__1.C/seed-4014727411_sample-3.cif,2.3146064756726066,2.6,0.0,4014727411,3,0.8856080014490278,13.26348876953125,False,False,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8ea6__1__1.A_1.B__1.C/seed-4014727411_sample-3.cif,2.3146064756726066,2.6,0.0,0.0,0.0,0.0,0.0,CN(C)C(=O)[C@@H](NC(=O)c1ccccc1-c1ccc(C(F)(F)F)cc1)c1cccc(C(F)(F)F)c1,35,5,,,,True,True,True,false,False,True,-0.0,-0.0,False,False
af3_no_template|8eym__1__1.A_1.B__1.C_1.E|1.C,kept_official,af3_no_template,8eym__1__1.A_1.B__1.C_1.E,1.C,0.1889863473461275,0.196078431372549,0.1,0.42,0.0567944818286769,3749937958,2,0.9038784024327602,0.7221581935882568,True,False,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8eym__1__1.A_1.B__1.C_1.E/seed-3749937958_sample-2.cif,2.3197649352461114,3.3157894736842106,0.0,3749937958,2,0.9038784024327602,0.7221581935882568,True,False,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8eym__1__1.A_1.B__1.C_1.E/seed-3749937958_sample-2.cif,2.3197649352461114,3.3157894736842106,0.0,0.0,0.0,0.0,0.0,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](COP(=O)(O)O)O[C@@H]1O,19,4,,,,True,True,True,false,False,True,-0.0,-0.0,False,False
af3_no_template|8eym__1__1.A_1.B__1.C_1.E|1.E,kept_official,af3_no_template,8eym__1__1.A_1.B__1.C_1.E,1.E,0.1905689788528178,0.196078431372549,0.1,0.43,0.0547076393621281,3749937958,2,0.9038784024327602,0.7221581935882568,True,False,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8eym__1__1.A_1.B__1.C_1.E/seed-3749937958_sample-2.cif,2.3197649352461114,3.3157894736842106,0.0,3749937958,2,0.9038784024327602,0.7221581935882568,True,False,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8eym__1__1.A_1.B__1.C_1.E/seed-3749937958_sample-2.cif,2.3197649352461114,3.3157894736842106,0.0,0.0,0.0,0.0,0.0,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](COP(=O)(O)O)O[C@@H]1O,19,4,,,,True,True,True,false,False,True,-0.0,-0.0,False,False
af3_no_template|8f4s__1__1.A__1.D_1.E|1.D,kept_official,af3_no_template,8f4s__1__1.A__1.D_1.E,1.D,0.3458168133871822,0.0444444444444444,0.38,1.0,0.1763062891581333,3787875330,1,0.9342597105748875,8.37978458404541,False,False,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8f4s__1__1.A__1.D_1.E/seed-3787875330_sample-1.cif,0.7203808232844051,6.142857142857143,0.238095238095238,3787875330,1,0.9342597105748875,8.37978458404541,False,False,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8f4s__1__1.A__1.D_1.E/seed-3787875330_sample-1.cif,0.7203808232844051,6.142857142857143,0.238095238095238,0.0,0.0,0.0,0.0,Oc1nc(/C=C/c2ccc(Cl)cc2Cl)cc(C(F)(F)F)n1,21,2,,,,False,True,False,false,False,True,-0.0,-0.0,False,False
af3_no_template|8g4a__1__1.A_1.B__1.C|1.C,kept_official,af3_no_template,8g4a__1__1.A_1.B__1.C,1.C,0.2310147037633507,0.054054054054054,0.32,0.48,0.180478924222159,878312106,1,0.8332635117539161,0.4665512442588806,True,False,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8g4a__1__1.A_1.B__1.C/seed-878312106_sample-1.cif,1.8965852408248016,5.105263157894737,0.1052631578947368,878312106,1,0.8332635117539161,0.4665512442588806,True,False,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8g4a__1__1.A_1.B__1.C/seed-878312106_sample-1.cif,1.8965852408248016,5.105263157894737,0.1052631578947368,0.0,0.0,0.0,0.0,FC(F)(F)c1cc(-c2nn[nH]n2)cc(C(F)(F)F)c1,19,1,,,,False,True,False,false,False,True,-0.0,-0.0,False,False
af3_no_template|8g62__1__1.A__1.F_1.J_1.L|1.F,kept_official,af3_no_template,8g62__1__1.A__1.F_1.J_1.L,1.F,0.2820176070882874,0.0606060606060606,0.19,1.0,0.066527429380831,2731024079,1,0.9207022722856542,38.78162384033203,False,True,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8g62__1__1.A__1.F_1.J_1.L/seed-2731024079_sample-1.cif,2.592532676966133,1.625,0.0,2731024079,1,0.9207022722856542,38.78162384033203,False,True,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8g62__1__1.A__1.F_1.J_1.L/seed-2731024079_sample-1.cif,2.592532676966133,1.625,0.0,0.0,0.0,0.0,0.0,COc1cc(C(=O)Nc2ccc(S(=O)(=O)N3CCCC3)cc2)cc(C2CCN(C)CC2)c1,32,6,,,,True,True,True,true,True,True,-0.0,-0.0,False,False
af3_no_template|8g68__1__1.A__1.C|1.C,kept_official,af3_no_template,8g68__1__1.A__1.C,1.C,0.3109035941793497,0.0606060606060606,0.56,0.48,0.2684573648361425,3127609937,0,0.6464034542435498,21.92892074584961,False,True,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8g68__1__1.A__1.C/seed-3127609937_sample-0.cif,2.588893903060601,4.533333333333333,0.0,3127609937,0,0.6464034542435498,21.92892074584961,False,True,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8g68__1__1.A__1.C/seed-3127609937_sample-0.cif,2.588893903060601,4.533333333333333,0.0,0.0,0.0,0.0,0.0,CCc1cc(C)n(-c2ccc(N)cc2)n1,15,2,,,,True,True,True,true,True,True,-0.0,-0.0,False,False
af3_no_template|8g69__1__1.A__1.C|1.C,kept_official,af3_no_template,8g69__1__1.A__1.C,1.C,0.3050369297289834,0.0606060606060606,0.53,0.48,0.2766240425843109,1502306772,3,0.637326503225902,20.301971435546875,False,True,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8g69__1__1.A__1.C/seed-1502306772_sample-3.cif,3.2004827526351587,2.933333333333333,0.0,1502306772,3,0.637326503225902,20.301971435546875,False,True,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8g69__1__1.A__1.C/seed-1502306772_sample-3.cif,3.2004827526351587,2.933333333333333,0.0,0.0,0.0,0.0,0.0,CCc1cc(C)nn1-c1ccc(N)cc1,15,2,,,,True,True,True,true,True,True,-0.0,-0.0,False,False
af3_no_template|8gu1__1__1.A_1.B__1.D|1.D,kept_official,af3_no_template,8gu1__1__1.A_1.B__1.D,1.D,0.3404511860017241,0.0769230769230769,0.76,0.39,0.2276405453932357,2448899352,4,0.8658741207700174,7.433477401733398,False,True,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8gu1__1__1.A_1.B__1.D/seed-2448899352_sample-4.cif,2.585727876818173,2.4705882352941178,0.0,2448899352,4,0.8658741207700174,7.433477401733398,False,True,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8gu1__1__1.A_1.B__1.D/seed-2448899352_sample-4.cif,2.585727876818173,2.4705882352941178,0.0,0.0,0.0,0.0,0.0,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,34,7,,,,True,True,True,true,True,True,-0.0,-0.0,False,False
af3_no_template|8gyd__1__1.A_1.B__1.K|1.K,kept_official,af3_no_template,8gyd__1__1.A_1.B__1.K,1.K,0.3352742218001122,0.1346153846153846,0.6,0.46,0.230794185923638,174655784,2,0.9186011533409754,14.203816413879396,False,False,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8gyd__1__1.A_1.B__1.K/seed-174655784_sample-2.cif,2.280464881400756,2.7804878048780486,0.0,174655784,2,0.9186011533409754,14.203816413879396,False,False,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8gyd__1__1.A_1.B__1.K/seed-174655784_sample-2.cif,2.280464881400756,2.7804878048780486,0.0,0.0,0.0,0.0,0.0,O=C(O)[C@H](Cc1ccc(Cl)cc1)Cn1c(-c2ccc(Cl)s2)nc2ccc(-c3ccccc3-c3nnn[nH]3)cc2c1=O,41,8,,,,True,True,True,false,False,True,-0.0,-0.0,False,False
af3_no_template|8ivs__1__1.A_1.B__1.C|1.C,kept_official,af3_no_template,8ivs__1__1.A_1.B__1.C,1.C,0.3480504633886326,0.131578947368421,0.64,0.45,0.2599891590484262,7795876,4,0.93803195715166,6.299973487854004,False,True,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8ivs__1__1.A_1.B__1.C/seed-7795876_sample-4.cif,2.7844423611396443,4.428571428571429,0.0,7795876,4,0.93803195715166,6.299973487854004,False,True,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8ivs__1__1.A_1.B__1.C/seed-7795876_sample-4.cif,2.7844423611396443,4.428571428571429,0.0,0.0,0.0,0.0,0.0,CCOc1nc(NC)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC)n1,28,7,,,,True,True,True,true,True,True,-0.0,-0.0,False,False
af3_no_template|8ivt__1__1.A_1.B__1.F|1.F,kept_official,af3_no_template,8ivt__1__1.A_1.B__1.F,1.F,0.3347984178695694,0.136986301369863,0.62,0.45,0.2092660619505868,390172777,0,0.9436953107628944,5.853844165802002,False,False,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8ivt__1__1.A_1.B__1.F/seed-390172777_sample-0.cif,1.938342148317325,5.851851851851852,0.037037037037037,390172777,0,0.9436953107628944,5.853844165802002,False,False,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8ivt__1__1.A_1.B__1.F/seed-390172777_sample-0.cif,1.938342148317325,5.851851851851852,0.037037037037037,0.0,0.0,0.0,0.0,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1,27,5,,,,False,True,False,false,False,True,-0.0,-0.0,False,False
af3_no_template|8iw3__1__1.A_1.B__1.C|1.C,kept_official,af3_no_template,8iw3__1__1.A_1.B__1.C,1.C,0.3413531917811083,0.1282051282051282,0.65,0.45,0.2199069845465672,4253254113,1,0.9422967600072886,5.7339372634887695,False,False,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8iw3__1__1.A_1.B__1.C/seed-4253254113_sample-1.cif,1.8312979421419515,6.888888888888889,0.037037037037037,4253254113,1,0.9422967600072886,5.7339372634887695,False,False,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8iw3__1__1.A_1.B__1.C/seed-4253254113_sample-1.cif,1.8312979421419515,6.888888888888889,0.037037037037037,0.0,0.0,0.0,0.0,CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(Cl)cc(OC)n1,27,6,,,,False,True,False,false,False,True,-0.0,-0.0,False,False
af3_no_template|8j7j__1__1.A_1.B__1.C|1.C,kept_official,af3_no_template,8j7j__1__1.A_1.B__1.C,1.C,0.3410472369781002,0.1052631578947368,0.65,0.45,0.2585256585747115,334540843,1,0.9438546999751328,5.225298881530762,False,False,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8j7j__1__1.A_1.B__1.C/seed-334540843_sample-1.cif,1.8872032990059109,6.28,0.04,334540843,1,0.9438546999751328,5.225298881530762,False,False,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8j7j__1__1.A_1.B__1.C/seed-334540843_sample-1.cif,1.8872032990059109,6.28,0.04,0.0,0.0,0.0,0.0,COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,25,5,,,,False,True,False,false,False,True,-0.0,-0.0,False,False
af3_no_template|8jb3__1__1.A__1.B|1.B,kept_official,af3_no_template,8jb3__1__1.A__1.B,1.B,0.342772727817712,0.4307692307692308,0.25,0.49,0.1575174852424065,575826326,1,0.8583563155463236,25.888702392578125,False,False,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8jb3__1__1.A__1.B/seed-575826326_sample-1.cif,2.2600921819001285,4.578947368421052,0.0,575826326,1,0.8583563155463236,25.888702392578125,False,False,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8jb3__1__1.A__1.B/seed-575826326_sample-1.cif,2.2600921819001285,4.578947368421052,0.0,0.0,0.0,0.0,0.0,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,19,2,,,,True,True,True,false,False,True,-0.0,-0.0,False,False
af3_no_template|8jjn__1__1.A__1.D_1.E|1.D,kept_official,af3_no_template,8jjn__1__1.A__1.D_1.E,1.D,0.1096268929228776,0.0769230769230769,0.03,0.37,0.0060190799990036,4188736982,3,0.9439997073798844,0.4699111878871918,True,True,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8jjn__1__1.A__1.D_1.E/seed-4188736982_sample-3.cif,2.347107825551054,4.194444444444445,0.0,4188736982,3,0.9439997073798844,0.4699111878871918,True,True,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8jjn__1__1.A__1.D_1.E/seed-4188736982_sample-3.cif,2.347107825551054,4.194444444444445,0.0,0.0,0.0,0.0,0.0,O=c1ccn([C@@H]2O[C@H](CO[P@](=O)(O)O[P@](=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,36,9,,,,True,True,True,true,True,True,-0.0,-0.0,False,False
af3_no_template|8jjt__1__1.A__1.D|1.D,kept_official,af3_no_template,8jjt__1__1.A__1.D,1.D,0.1148175704918721,0.0941176470588235,0.02,0.38,0.0043819701064194,1192929430,2,0.953472421937441,0.2909664213657379,True,True,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8jjt__1__1.A__1.D/seed-1192929430_sample-2.cif,2.385633044407688,3.7948717948717934,0.0,1192929430,2,0.953472421937441,0.2909664213657379,True,True,B,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8jjt__1__1.A__1.D/seed-1192929430_sample-2.cif,2.385633044407688,3.7948717948717934,0.0,0.0,0.0,0.0,0.0,CC(=O)N[C@H]1[C@@H](O[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,39,10,,,,True,True,True,true,True,True,-0.0,-0.0,False,False
af3_no_template|8ome__1__1.A_1.D__1.E|1.E,kept_official,af3_no_template,8ome__1__1.A_1.D__1.E,1.E,0.33950160667139,0.0555555555555555,0.79,0.33,0.2827858111347281,2711784164,1,0.8859672647889929,1.0129979848861694,True,False,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8ome__1__1.A_1.D__1.E/seed-2711784164_sample-1.cif,3.1834646394352952,2.0285714285714285,0.0,2711784164,1,0.8859672647889929,1.0129979848861694,True,False,C,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8ome__1__1.A_1.D__1.E/seed-2711784164_sample-1.cif,3.1834646394352952,2.0285714285714285,0.0,0.0,0.0,0.0,0.0,CS(=O)(=O)c1cccc2[nH]c3c(c12)CCCc1ccc(CN2CC[C@](O)(c4ccccc4)C2)cc1-3,35,4,,,,True,True,True,false,False,True,-0.0,-0.0,False,False
af3_no_template|8oqn__1__1.A_1.D__1.I|1.I,kept_official,af3_no_template,8oqn__1__1.A_1.D__1.I,1.I,0.1625317210047051,0.0784313725490195,0.07,0.55,0.0379037030627412,1799536710,1,0.9121643799605148,19.93354225158692,False,True,F,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8oqn__1__1.A_1.D__1.I/seed-1799536710_sample-1.cif,2.6418015957832184,2.333333333333333,0.0,1799536710,1,0.9121643799605148,19.93354225158692,False,True,F,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8oqn__1__1.A_1.D__1.I/seed-1799536710_sample-1.cif,2.6418015957832184,2.333333333333333,0.0,0.0,0.0,0.0,0.0,O=C(O)c1cnn(Cc2ccccc2)c1,15,3,,,,True,True,True,true,True,True,-0.0,-0.0,False,False
af3_no_template|8oqp__1__1.D__1.PA|1.PA,kept_official,af3_no_template,8oqp__1__1.D__1.PA,1.PA,0.3163108067407868,0.0465116279069767,0.56,0.55,0.2501586848667248,2533376197,3,0.9032741801589202,20.920610427856445,False,True,J,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8oqp__1__1.D__1.PA/seed-2533376197_sample-3.cif,2.481215128022287,4.642857142857143,0.0,2533376197,3,0.9032741801589202,20.920610427856445,False,True,J,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8oqp__1__1.D__1.PA/seed-2533376197_sample-3.cif,2.481215128022287,4.642857142857143,0.0,0.0,0.0,0.0,0.0,Nc1ccc(S(=O)(=O)O)cc1C(=O)O,14,2,,,,True,True,True,true,True,True,-0.0,-0.0,False,False
af3_no_template|8oqt__1__1.D__1.KA_1.LA|1.KA,kept_official,af3_no_template,8oqt__1__1.D__1.KA_1.LA,1.KA,0.3021172097360155,0.131578947368421,0.5,0.38,0.2753228907853408,3851891641,4,0.9212004457742924,3.078972816467285,False,True,L,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8oqt__1__1.D__1.KA_1.LA/seed-3851891641_sample-4.cif,2.89390662589766,1.3636363636363635,0.0,3851891641,4,0.9212004457742924,3.078972816467285,False,True,L,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8oqt__1__1.D__1.KA_1.LA/seed-3851891641_sample-4.cif,2.89390662589766,1.3636363636363635,0.0,0.0,0.0,0.0,0.0,O=S(=O)(O)c1ccc(Br)cc1,11,1,,,,True,True,True,true,True,True,-0.0,-0.0,False,False
af3_no_template|8oqt__1__1.D__1.KA_1.LA|1.LA,kept_official,af3_no_template,8oqt__1__1.D__1.KA_1.LA,1.LA,0.3024154635531021,0.131578947368421,0.5,0.38,0.2768141598707736,3851891641,4,0.9212004457742924,3.078972816467285,False,True,L,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8oqt__1__1.D__1.KA_1.LA/seed-3851891641_sample-4.cif,2.89390662589766,1.3636363636363635,0.0,3851891641,4,0.9212004457742924,3.078972816467285,False,True,L,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8oqt__1__1.D__1.KA_1.LA/seed-3851891641_sample-4.cif,2.89390662589766,1.3636363636363635,0.0,0.0,0.0,0.0,0.0,O=S(=O)(O)c1ccc(Br)cc1,11,1,,,,True,True,True,true,True,True,-0.0,-0.0,False,False
af3_no_template|8oqv__1__1.B__1.Q|1.Q,kept_official,af3_no_template,8oqv__1__1.B__1.Q,1.Q,0.2826103394558237,0.131578947368421,0.4,0.42,0.2627885393843817,2907265484,2,0.9220665699468722,12.423237800598145,False,True,G,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8oqv__1__1.B__1.Q/seed-2907265484_sample-2.cif,2.952348254560369,3.4615384615384617,0.0,2907265484,2,0.9220665699468722,12.423237800598145,False,True,G,scicore/home/schwede/durair0000/projects/plinder-org/Runs-N-Poses/data/paper_data/prediction_files/af3_no_templ/8oqv__1__1.B__1.Q/seed-2907265484_sample-2.cif,2.952348254560369,3.4615384615384617,0.0,0.0,0.0,0.0,0.0,O=[N+]([O-])c1ccc(S(=O)(=O)O)cc1,13,2,,,,True,True,True,true,True,True,-0.0,-0.0,False,False
