dataset,mol_id,strategy,generator_group,k,n_candidates,baseline_method,baseline_success,baseline_rmsd,selector_method,selector_success,selector_rmsd,oracle_method,oracle_success,oracle_rmsd,failure_regime,ligand_heavy_atoms,ligand_rot_bonds,ligand_chiral_centers,ligand_tpsa,ligand_mol_wt,ligand_rings,protein_aa_length,source_rows,pb_valid_fraction,median_centroid_distance,median_volume_overlap_protein,max_volume_overlap_protein,median_pairwise_clashes_protein,max_pairwise_clashes_protein,min_smallest_distance_protein
dockgen,4tvd_1_BGC_4,cross_generator_balanced,,32,26,public_boltz_relaxedTrue_rep2,False,53.157772387739,public_boltz_relaxedFalse_rep2,False,3.772362003440285,public_boltz_relaxedFalse_rep2,False,3.772362003440285,Generation-limited,12.0,1.0,5.0,110.38,180.156,1.0,1028,20.0,0.7,33.245565358664344,0.02069627294412495,0.0712270803949224,0.0,2.0,1.900845125200893
dockgen,4tvd_1_GLC_0,cross_generator_balanced,,32,32,public_boltz_ss_relaxedTrue_rep1,False,34.72508872156892,DiffDock-L default s10/t20,False,,Vina/Meeko full,False,13.186892937054326,Generation-limited,12.0,1.0,5.0,110.38,180.156,1.0,1028,26.0,0.15384615384615385,32.19911604861785,0.0310296191819464,0.6298245614035087,0.5,52.0,0.5448879334321869
dockgen,4uoc_1_NCN_1,cross_generator_balanced,,32,32,public_boltz_ss_relaxedTrue_rep1,True,1.1642653735295916,public_boltz_ss_relaxedFalse_rep2,True,0.5632682813883465,public_boltz_ss_relaxedFalse_rep1,True,0.5469413704660421,Successful top-1,22.0,5.0,5.0,163.31,345.2850000000001,2.0,777,36.0,0.0,29.33481516406041,0.02590548578100455,0.2917633410672854,0.0,39.0,0.6709282077838133
dockgen,4uuw_1_AMP_0,cross_generator_balanced,,32,32,public_boltz_ss_relaxedFalse_rep1,False,2.476488061049708,Chai-1 full receptor s5/t200,False,3.2749495534804023,public_boltz_ss_relaxedFalse_rep2,False,2.3147187532228912,Generation-limited,23.0,4.0,7.0,184.96,357.304,3.0,394,32.0,0.0,24.592473238109008,0.01786790843886885,0.1521168977144998,0.0,15.0,0.9172975853015204
dockgen,5fiu_1_Y3J_3,cross_generator_balanced,,32,28,public_boltz_ss_relaxedTrue_rep1,True,0.6460550661514848,public_boltz_ss_relaxedFalse_rep1,True,1.0185966007208147,public_neuralplexer_relaxedFalse_rep1,True,0.6345745677223438,Successful top-1,20.0,2.0,7.0,115.04,295.29,3.0,582,22.0,0.0,32.78899413351825,0.04150775943828385,0.2978533094812164,0.0,31.0,0.3758356023582658
dockgen,5fxd_1_H7Y_1,cross_generator_balanced,,32,32,public_boltz_ss_relaxedTrue_rep1,False,4.336638008008047,public_boltz_ss_relaxedTrue_rep1,False,4.336638008008047,public_neuralplexer_relaxedFalse_rep1,False,2.5497303584562294,Generation-limited,12.0,3.0,3.0,29.46,172.26799999999997,1.0,525,30.0,0.0,21.583026307380383,0.0244008902872622,0.1843876177658142,0.0,9.0,0.4698697904739141
dockgen,5fxe_1_CIY_1,cross_generator_balanced,,32,28,public_boltz_ss_relaxedTrue_rep1,False,42.51347935697752,public_chai_relaxedTrue_rep3,False,2.676824806677422,public_boltz_ss_relaxedFalse_rep3,True,1.5159551452162727,Discrimination-limited,13.0,4.0,3.0,49.69,188.267,1.0,525,22.0,0.0,2.374550203382873,0.030979679473218898,0.1475515463917525,0.0,6.0,0.5193841834326489
dockgen,5fxf_1_BEZ_0,cross_generator_balanced,,32,32,public_boltz_relaxedTrue_rep2,True,1.5745288674535138,public_neuralplexer_relaxedFalse_rep2,False,2.665817478539911,Chai-1 full receptor s5/t200,True,0.9093353214283982,Discrimination-limited,9.0,1.0,0.0,40.46,130.187,1.0,525,28.0,0.0,22.366091384854673,0.0238860817638952,0.0832553788587465,0.0,2.0,1.4836733602784682
dockgen,5gqi_1_ATP_7,cross_generator_balanced,,32,26,public_boltz_relaxedFalse_rep2,False,21.24398284356636,DiffDock-L default s10/t20,False,47.4559816869717,public_chai_relaxedFalse_rep1,False,8.315769140822283,Generation-limited,31.0,8.0,7.0,284.34,521.294,3.0,246,20.0,0.0,23.755199796567886,0.01630244526992205,0.416894852135816,0.0,77.0,0.3086870583616978
dockgen,5hw0_1_GLU_2,cross_generator_balanced,,32,32,public_boltz_ss_relaxedTrue_rep2,False,32.24074934202057,public_boltz_relaxedFalse_rep2,True,0.9815918612132026,Chai-1 full receptor s5/t200,True,0.7451235132443443,Successful top-1,10.0,4.0,1.0,106.94,151.16199999999998,0.0,619,34.0,0.0,17.989821246333754,0.0539659608469836,0.3318759936406995,0.0,19.0,1.4451344193534386
dockgen,5k4h_2_GLU_3,cross_generator_balanced,,32,32,public_boltz_ss_relaxedTrue_rep2,False,34.26057499842932,Chai-1 full receptor s5/t200,True,1.4202230025527398,Chai-1 full receptor s5/t200,True,1.4202230025527398,Successful top-1,10.0,4.0,1.0,106.94,151.16199999999998,0.0,654,34.0,0.0,35.840748762253845,0.060429491966573906,0.5280632411067193,0.0,34.0,0.7835833203941935
dockgen,6ep5_1_ADP_1,cross_generator_balanced,,32,32,public_boltz_ss_relaxedFalse_rep1,False,30.275963726203177,public_boltz_ss_relaxedTrue_rep2,True,0.8630445115339582,public_boltz_ss_relaxedFalse_rep2,True,0.6081770676008386,Successful top-1,27.0,6.0,7.0,234.64999999999995,439.299,3.0,404,28.0,0.0,29.74873125189632,0.0370424641229773,0.2178577062628174,0.0,26.0,0.7647413353546413
dockgen,6ryz_1_SAM_2,cross_generator_balanced,,32,28,public_boltz_ss_relaxedTrue_rep1,False,32.803063554254265,public_chai_relaxedTrue_rep1,True,0.7341687230389873,public_chai_relaxedFalse_rep2,True,0.3481496086768382,Successful top-1,27.0,7.0,9.0,181.52,410.5410000000001,3.0,533,22.0,0.0,31.333551102315223,0.0237145610473964,0.169473361910594,0.0,21.0,0.9141698857433436
dockgen,6wyz_1_DGL_1,cross_generator_balanced,,32,32,public_boltz_ss_relaxedTrue_rep1,False,48.1747494867799,Chai-1 full receptor s5/t200,False,35.24624843543735,public_neuralplexer_relaxedFalse_rep2,False,2.88377253593275,Generation-limited,10.0,4.0,1.0,106.94,151.16199999999998,0.0,626,34.0,0.0,34.564043978600075,0.0467173499757608,0.2091346153846154,0.0,11.0,1.225243114651133
posebusters_benchmark,5SB2_1K2,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.3827788190761515,public_neuralplexer_relaxedFalse_rep2,True,1.9138122491508929,public_boltz_ss_relaxedFalse_rep1,True,0.3265875778409214,Successful top-1,30.0,6.0,2.0,67.00999999999999,417.8960000000001,5.0,286,40.0,0.575,0.33771552420932893,0.012551860205525501,0.1107517143226808,0.0,13.0,1.3034657532900509
posebusters_benchmark,5SD5_HWI,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,1.3318527617441491,public_boltz_ss_relaxedFalse_rep1,True,1.0152262798560452,public_boltz_ss_relaxedFalse_rep1,True,1.0152262798560452,Successful top-1,29.0,9.0,0.0,136.82,401.4670000000001,3.0,166,34.0,0.5882352941176471,0.5536420362199052,0.01023934569870175,0.1510552182711766,0.0,20.0,1.084884961643399
posebusters_benchmark,5SIS_JSM,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.9024055549612944,public_diffdock_relaxedFalse_rep1,True,1.253877277188643,public_boltz_relaxedFalse_rep3,True,0.7477411268697883,Successful top-1,32.0,7.0,0.0,96.56,431.50000000000006,4.0,315,40.0,0.65,0.5104394005174726,0.0070683505960523006,0.084366576819407,0.0,11.0,0.7914671818843741
posebusters_benchmark,6M2B_EZO,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,1.4981713351950106,public_chai_relaxedTrue_rep2,True,0.5188083471707176,public_chai_relaxedFalse_rep3,True,0.39024379420084,Successful top-1,25.0,5.0,0.0,65.78999999999999,371.8490000000001,3.0,365,40.0,0.525,0.7210487702545316,0.00893986816414815,0.2139020022790167,0.0,27.0,1.014491818596877
posebusters_benchmark,6M73_FNR,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.2387691921014395,public_diffdock_relaxedFalse_rep1,True,0.3165815544929317,Chai-1 full receptor s5/t200,True,0.1572486898899968,Successful top-1,31.0,7.0,3.0,208.44,458.3640000000001,3.0,364,34.0,0.4411764705882353,0.0990491623027665,0.0243733725153297,0.3230052097614477,0.0,53.0,0.6470247445036393
posebusters_benchmark,6T88_MWQ,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.7201633286970393,public_boltz_ss_relaxedFalse_rep1,True,0.70826696308666,public_boltz_relaxedFalse_rep2,True,0.698049558412581,Successful top-1,10.0,3.0,0.0,65.97999999999999,140.142,1.0,454,34.0,0.23529411764705882,0.8182583753824365,0.06904299783709444,0.3916332888295505,0.0,19.0,0.7860820186214669
posebusters_benchmark,6TW7_NZB,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.7876202579223405,public_boltz_relaxedFalse_rep3,True,0.7856296879266496,public_boltz_relaxedTrue_rep2,True,0.7743699532411873,Successful top-1,29.0,7.0,0.0,54.040000000000006,390.4620000000001,4.0,411,32.0,0.5,0.9415850958986873,0.008268142650766,0.1874711405263968,0.0,36.0,0.99065671652697
posebusters_benchmark,6VTA_AKN,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,2.7247289697784622,public_boltz_relaxedFalse_rep3,False,2.68378123097804,public_boltz_ss_relaxedFalse_rep1,False,2.1758834864831345,Generation-limited,40.0,10.0,16.0,331.93999999999994,585.6080000000002,3.0,361,34.0,0.20588235294117646,2.5423092398221154,0.0117108485042052,0.165273806905652,0.0,35.0,0.7007502693542099
posebusters_benchmark,6WTN_RXT,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.6206259039136985,public_chai_relaxedTrue_rep2,True,0.6299226933445787,public_chai_relaxedFalse_rep1,True,0.492769101843989,Successful top-1,23.0,4.0,1.0,83.18,306.373,4.0,285,40.0,0.575,0.4660066630232511,0.009255764211074699,0.0880895577170123,0.0,9.0,1.180541155572308
posebusters_benchmark,6XBO_5MC,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.5268289458465796,public_boltz_relaxedFalse_rep1,True,0.5268289458465796,public_boltz_relaxedFalse_rep3,True,0.4576093893068828,Successful top-1,22.0,4.0,4.0,177.36000000000004,337.2250000000001,2.0,319,34.0,0.3235294117647059,0.31669113647518565,0.02782890394946525,0.2904953145917001,0.0,27.0,0.4983472885448472
posebusters_benchmark,6XCT_478,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,1.2126204066283186,public_boltz_relaxedFalse_rep2,True,1.057807320829271,public_boltz_relaxedFalse_rep3,True,1.0290841584354786,Successful top-1,35.0,11.0,3.0,131.19,505.6370000000002,3.0,322,28.0,0.17857142857142858,0.6057384283126632,0.0121520969633712,0.1120133747313112,0.0,18.0,0.8650112947239487
posebusters_benchmark,6XG5_TOP,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.2790343348048767,public_boltz_relaxedFalse_rep2,True,0.4282389914633229,public_chai_relaxedFalse_rep3,True,0.2323272706274741,Successful top-1,21.0,5.0,0.0,105.51,290.32300000000004,2.0,159,34.0,0.7352941176470589,0.3676336925592676,0.01061016143740465,0.090224072972437,0.0,8.0,1.4011448533253084
posebusters_benchmark,6XHT_V2V,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,32.64943173901932,public_chai_relaxedTrue_rep1,True,1.27003954333869,public_boltz_relaxedTrue_rep3,True,1.2172198187093506,Successful top-1,34.0,12.0,9.0,293.80999999999995,537.3080000000001,2.0,1407,32.0,0.0625,0.8941782825914278,0.0312287447054152,0.671293452892765,0.0,154.0,0.3302604578207899
posebusters_benchmark,6XM9_V55,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,4.847144251468637,public_neuralplexer_relaxedFalse_rep3,False,3.7763393441027215,Vina/Meeko full,True,1.7301339937599156,Discrimination-limited,11.0,2.0,0.0,46.53,152.14899999999997,1.0,479,34.0,0.4411764705882353,1.962569613238667,0.0230973116243847,0.4983240223463687,0.0,32.0,0.1379640895305725
posebusters_benchmark,6YJA_2BA,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,9.680375781246116,public_chai_relaxedFalse_rep1,True,0.8858513719865531,public_chai_relaxedFalse_rep1,True,0.8858513719865531,Successful top-1,44.0,2.0,10.0,309.6799999999999,658.4179999999999,7.0,276,30.0,0.4,6.203298233245668,0.0226107928851371,0.1049157018078407,0.0,27.0,1.4864809349601495
posebusters_benchmark,6YMS_OZH,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,1.428493611166272,public_diffdock_relaxedFalse_rep1,False,7.710952449007655,public_boltz_ss_relaxedTrue_rep1,True,1.418997721129752,Discrimination-limited,35.0,13.0,3.0,154.06,505.5080000000001,2.0,316,34.0,0.4411764705882353,0.5736863954698563,0.01481346039248565,0.1680701754385964,0.0,36.0,0.5137816754225483
posebusters_benchmark,6YQV_8K2,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.4912577765287791,public_diffdock_relaxedFalse_rep2,True,0.7821410902132686,public_boltz_relaxedFalse_rep1,True,0.4912577765287791,Successful top-1,10.0,1.0,0.0,60.16,197.668,1.0,288,34.0,0.6470588235294118,0.5950125607917858,0.0126984126984126,0.5974395448079659,0.0,40.0,0.8210939105851418
posebusters_benchmark,6YQW_82I,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.3096180227312354,public_boltz_ss_relaxedFalse_rep1,True,0.2398096840109974,public_boltz_ss_relaxedFalse_rep1,True,0.2398096840109974,Successful top-1,11.0,1.0,0.0,46.92,173.603,1.0,101,40.0,0.8,0.4825598208462122,0.0153352373284798,0.0760908763072484,0.0,3.0,1.6975620459941958
posebusters_benchmark,6YR2_T1C,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.7521424114772792,public_boltz_relaxedFalse_rep1,True,0.7521424114772792,public_boltz_relaxedFalse_rep2,True,0.7169817036252268,Successful top-1,42.0,6.0,4.0,208.16,587.6740000000003,4.0,404,34.0,0.4117647058823529,0.5961673498897364,0.015012853470437,0.2656297039638735,0.0,55.0,0.6429696415850426
posebusters_benchmark,6YRV_PJ8,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,1.8084029275123643,public_boltz_relaxedFalse_rep1,True,1.8084029275123643,Chai-1 full receptor s5/t200,True,1.7472872498076917,Successful top-1,17.0,14.0,0.0,0.0,240.4749999999999,0.0,573,34.0,0.4411764705882353,3.4088399212207907,0.0276888983195806,0.4934325744308231,0.0,48.0,0.4308609984670262
posebusters_benchmark,6YSP_PAL,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,31.609674630028223,public_diffdock_relaxedFalse_rep2,True,1.119572726534548,DiffDock-L default s10/t20,True,0.2959053110794067,Successful top-1,16.0,6.0,1.0,161.23,255.119,0.0,934,38.0,0.5526315789473685,31.622670291413932,0.0377841219828136,0.8391805377720871,0.0,152.0,0.4559251034983688
posebusters_benchmark,6YT6_PKE,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,17.644166002466104,public_boltz_relaxedFalse_rep3,False,2.5259738104279186,DiffDock-L default s10/t20,True,1.5752372514599495,Discrimination-limited,31.0,7.0,0.0,129.20999999999998,439.5010000000002,4.0,514,40.0,0.55,11.502333711129332,0.0163564579808234,0.1541677906663069,0.0,29.0,0.7656082287959033
posebusters_benchmark,6Z0R_Q4H,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.2443310027173964,public_boltz_relaxedFalse_rep1,True,0.2443310027173964,public_chai_relaxedTrue_rep2,True,0.1837108825693802,Successful top-1,9.0,0.0,0.0,75.59,120.115,1.0,295,40.0,0.575,1.4237746515929195,0.0178907721280602,0.7042583060364997,0.0,45.0,0.7168986678743378
posebusters_benchmark,6Z14_Q4Z,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,1.4482269611877518,public_chai_relaxedFalse_rep1,True,0.5171306758443304,public_chai_relaxedFalse_rep1,True,0.5171306758443304,Successful top-1,18.0,3.0,5.0,139.32,283.25800000000004,2.0,694,34.0,0.5,0.9999259329847696,0.0240822214289655,0.2314879701004438,0.0,21.0,0.9040356740748684
posebusters_benchmark,6Z1C_7EY,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.5509788949926057,public_boltz_relaxedFalse_rep2,True,0.5991993233398294,public_chai_relaxedFalse_rep1,True,0.471797134184577,Successful top-1,22.0,5.0,0.0,63.08,330.434,3.0,331,40.0,0.725,0.36766198252420235,0.010921203909008751,0.0899267399267399,0.0,5.0,1.4471227867738088
posebusters_benchmark,6Z2C_Q5E,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,30.594915193126702,Chai-1 full receptor s5/t200,False,22.974923248653635,Vina/Meeko full,False,4.786272232606017,Generation-limited,26.0,6.0,4.0,74.68,483.9900000000004,3.0,531,40.0,0.425,12.423033523175341,0.01786443169147695,0.7137355584082157,0.0,150.0,0.2099774511703596
posebusters_benchmark,6Z4N_Q7B,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,4.214533562329288,public_boltz_relaxedFalse_rep1,False,4.214533562329288,Vina/Meeko full,False,3.742540547542538,Generation-limited,20.0,4.0,2.0,37.3,266.34,3.0,639,36.0,0.1111111111111111,10.435348209822791,0.03979959576776135,0.7217499481650425,1.0,142.0,0.479248328113933
posebusters_benchmark,6ZAE_ACV,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.2052178202544802,public_chai_relaxedFalse_rep3,True,0.3153750841341907,public_boltz_relaxedFalse_rep3,True,0.2016448383503365,Successful top-1,24.0,11.0,3.0,158.82,363.436,0.0,328,40.0,0.675,0.6018694711851034,0.0153642821741285,0.1087309315157416,0.0,8.0,0.8236433876381144
posebusters_benchmark,6ZC3_JOR,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.3650659629893385,public_boltz_relaxedFalse_rep1,True,0.3650659629893385,public_boltz_relaxedFalse_rep1,True,0.3650659629893385,Successful top-1,15.0,3.0,0.0,83.47,233.22,1.0,183,34.0,0.38235294117647056,1.437881434212151,0.0153160679476468,0.3941684665226782,0.0,28.0,0.5125578503934972
posebusters_benchmark,6ZCY_QF8,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.4531054074970087,public_boltz_relaxedFalse_rep3,True,0.3152887531752248,public_boltz_relaxedFalse_rep3,True,0.3152887531752248,Successful top-1,33.0,6.0,1.0,126.61,446.519,5.0,265,40.0,0.7,0.35250324006444667,0.012555232008155351,0.0398793126065853,0.0,3.0,1.921339899653364
posebusters_benchmark,6ZK5_IMH,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,1.9538974062653665,public_boltz_relaxedFalse_rep1,True,1.9538974062653665,public_neuralplexer_relaxedFalse_rep2,True,1.3394254076399996,Successful top-1,19.0,2.0,4.0,134.51999999999998,266.257,3.0,632,40.0,0.55,2.2068564370383004,0.0274034838257382,0.6626006904487917,0.0,85.0,0.4829136775863771
posebusters_benchmark,6ZPB_3D1,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,2.640951676847656,public_boltz_relaxedFalse_rep1,False,2.640951676847656,public_rfaa_relaxedFalse_rep1,True,0.9238159439700816,Discrimination-limited,18.0,2.0,3.0,119.31,251.246,3.0,173,40.0,0.5,2.2620164066359685,0.01874334951109105,0.1681861804222648,0.0,13.0,0.83734409295104
posebusters_benchmark,7A1P_QW2,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.2984901660537062,public_diffdock_relaxedFalse_rep1,True,0.5446088504605852,public_boltz_ss_relaxedFalse_rep1,True,0.2852073051713027,Successful top-1,13.0,6.0,1.0,91.67,188.179,0.0,356,38.0,0.6578947368421053,0.3725971855267983,0.034072197936891854,0.1202961135101789,0.0,5.0,1.369015361491608
posebusters_benchmark,7A9E_R4W,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,25.212139443529978,Protenix base full receptor c1/s20/n1,False,6.599542980856634,Protenix base full receptor c1/s20/n1,False,6.599542980856634,Generation-limited,6.0,1.0,0.0,34.14,108.162,0.0,379,40.0,0.675,21.992096422589654,0.031153865006617248,0.4303510758776896,0.0,11.0,0.7078799686387516
posebusters_benchmark,7A9H_TPP,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,29.68863568332684,public_diffdock_relaxedFalse_rep2,False,2.036254361755729,public_rfaa_relaxedFalse_rep1,True,1.5499841226233948,Discrimination-limited,26.0,8.0,1.0,168.96999999999997,425.3200000000001,2.0,1091,40.0,0.4,29.393523917587576,0.03069289909504465,0.1816777382975436,0.0,28.0,1.232592024962031
posebusters_benchmark,7AFX_R9K,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.7015771564838745,public_boltz_relaxedFalse_rep1,True,0.7015771564838745,public_boltz_relaxedFalse_rep1,True,0.7015771564838745,Successful top-1,20.0,2.0,0.0,53.09,285.73,3.0,465,34.0,0.6176470588235294,6.367960293834297,0.0311160004305073,0.3611226611226611,0.0,48.0,0.8286854529916661
posebusters_benchmark,7AKL_RK5,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.523335668170006,public_boltz_relaxedFalse_rep2,True,0.3892520493134706,public_boltz_relaxedFalse_rep2,True,0.3892520493134706,Successful top-1,19.0,1.0,0.0,78.07,253.30499999999995,3.0,329,40.0,0.675,0.9629280002174923,0.010865995777329301,0.1300468436314967,0.0,10.0,1.3744774534345765
posebusters_benchmark,7AN5_RDH,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,39.85629183540954,public_boltz_relaxedFalse_rep2,True,1.081243586493503,public_boltz_relaxedFalse_rep3,True,1.00711649276536,Successful top-1,15.0,4.0,0.0,83.83,208.16899999999995,1.0,565,40.0,0.425,39.835439278800294,0.0674744589449155,0.756385068762279,0.0,103.0,0.5126266282588151
posebusters_benchmark,7B94_ANP,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,16.758552289743424,public_diffdock_relaxedFalse_rep1,True,1.3137110864682835,public_boltz_relaxedFalse_rep3,True,0.5501264206613579,Successful top-1,31.0,8.0,6.0,281.9299999999999,506.1980000000002,3.0,596,34.0,0.23529411764705882,4.115311379197567,0.0191994990720532,0.2826806398234969,0.25,43.0,0.3203057289528253
posebusters_benchmark,7BCP_GCO,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,1.3675509918773108,public_boltz_relaxedFalse_rep1,True,1.3675509918773108,public_vina_relaxedTrue_rep3,True,0.6881843447127323,Successful top-1,13.0,5.0,4.0,138.45000000000002,196.155,0.0,310,40.0,0.175,0.582624693817688,0.03649008393068805,0.2627599243856333,0.0,15.0,1.1369636449772715
posebusters_benchmark,7BJJ_TVW,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,2.8798730586607464,public_rfaa_relaxedFalse_rep1,False,2.851716384390285,public_dynamicbind_relaxedFalse_rep-1,True,0.6061413515014463,Discrimination-limited,10.0,0.0,0.0,80.48,135.13,2.0,260,40.0,0.825,0.7683865572389396,0.012256218850586701,0.0374449339207048,0.0,1.0,2.384029095879494
posebusters_benchmark,7BKA_4JC,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,28.04391404679751,DiffDock-L default s10/t20,False,38.756352614657466,Vina/Meeko full,False,3.340875571363492,Generation-limited,12.0,2.0,0.0,60.16,185.248,1.0,844,26.0,0.46153846153846156,25.7352048942945,0.0301924353019243,0.3194087403598972,0.0,23.0,0.5749198639810479
posebusters_benchmark,7BMI_U4B,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.2509925834025318,public_boltz_ss_relaxedFalse_rep1,True,0.2525608076057365,public_chai_relaxedFalse_rep2,True,0.2205402002431522,Successful top-1,13.0,2.0,0.0,87.49000000000001,185.11,1.0,447,40.0,0.45,0.559008301285353,0.0417665183156453,0.3806125483199524,0.0,27.0,0.8297224716735081
posebusters_benchmark,7BNH_BEZ,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,4.772038487783695,DiffDock-L default s10/t20,False,18.17949062136292,public_boltz_relaxedTrue_rep3,False,2.850777639132484,Generation-limited,9.0,1.0,0.0,37.3,122.12299999999996,1.0,192,34.0,0.5882352941176471,17.693384961788666,0.0249952060877639,0.2852564102564102,0.0,10.0,1.0638482316571296
posebusters_benchmark,7BTT_F8R,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.5362854717871819,public_boltz_relaxedFalse_rep2,True,0.2859465194752334,public_boltz_relaxedFalse_rep2,True,0.2859465194752334,Successful top-1,40.0,9.0,0.0,132.55,563.6840000000003,5.0,304,40.0,0.675,0.20552174330716624,0.0066992769034453,0.0472415979708306,0.0,5.0,1.9170478632522456
posebusters_benchmark,7C0U_FGO,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,1.7120310413399715,public_boltz_relaxedFalse_rep3,True,0.55199064788168,public_boltz_relaxedFalse_rep3,True,0.55199064788168,Successful top-1,43.0,8.0,9.0,299.5899999999999,629.476,6.0,794,34.0,0.2647058823529412,5.0902712565169,0.0145870994294022,0.3998531109012695,0.0,128.0,0.3913244178427889
posebusters_benchmark,7C3U_AZG,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,3.263319593604034,public_boltz_ss_relaxedFalse_rep1,False,3.157518736430409,public_neuralplexer_relaxedFalse_rep2,True,0.9907718905433824,Discrimination-limited,11.0,0.0,0.0,113.6,152.117,2.0,368,40.0,0.65,10.34773597855305,0.0117696511139134,0.5041220115416323,0.0,33.0,0.3399926616855162
posebusters_benchmark,7CD9_FVR,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,1.7230380542412975,public_boltz_relaxedFalse_rep3,True,1.462045747118286,public_boltz_relaxedFalse_rep3,True,1.462045747118286,Successful top-1,33.0,6.0,2.0,75.18,443.5510000000001,5.0,430,38.0,0.4473684210526316,10.945531848726564,0.0240290946876217,0.2991615853658536,0.0,52.0,0.3861437556144096
posebusters_benchmark,7CIJ_G0C,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,25.094327369376305,DiffDock-L default s10/t20,False,27.5497167234248,public_diffdock_relaxedTrue_rep2,False,2.058491432254861,Generation-limited,21.0,8.0,0.0,112.24000000000002,334.3340000000001,1.0,1041,40.0,0.35,24.320248419463404,0.045309002030385445,0.2559033498077979,0.0,24.0,0.3223591785570877
posebusters_benchmark,7CNS_PMV,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,5.698046363134349,DiffDock-L default s10/t20,False,5.940982239134728,Vina/Meeko full,False,2.74785220022579,Generation-limited,14.0,6.0,1.0,124.29000000000002,228.137,0.0,517,40.0,0.3,5.357355748516012,0.04704218155968945,0.1812042768711311,0.0,19.0,0.6380739377219539
posebusters_benchmark,7CTM_BDP,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,0.7965416030469573,public_rfaa_relaxedTrue_rep1,False,3.712237982258556,public_boltz_ss_relaxedFalse_rep3,True,0.4969799322678161,Discrimination-limited,13.0,1.0,5.0,127.45000000000002,194.139,1.0,468,34.0,0.2647058823529412,1.1771463546961638,0.0483059376048305,0.1418157720344599,0.0,6.0,0.7092570408533102
