dataset,mol_id,strategy,generator_group,k,n_candidates,baseline_method,baseline_success,baseline_rmsd,selector_method,selector_success,selector_rmsd,oracle_method,oracle_success,oracle_rmsd,oracle_method_original,oracle_success_original,oracle_rmsd_original,oracle_endpoint_rule
astex_diverse,1JLA_TNK,same_generator,DynamicBind,2,2,public_dynamicbind_relaxedFalse_rep-1,True,0.9636681880530108,public_dynamicbind_relaxedFalse_rep-1,True,0.9636681880530108,public_dynamicbind_relaxedFalse_rep-1,True,0.9636681880530108,public_dynamicbind_relaxedFalse_rep-1,True,0.9636681880530108,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,same_generator,RFAA,2,2,public_rfaa_relaxedFalse_rep1,False,28.03479729115097,public_rfaa_relaxedTrue_rep1,False,28.12971117825158,public_rfaa_relaxedFalse_rep1,False,28.03479729115097,public_rfaa_relaxedFalse_rep1,False,28.03479729115097,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,cross_generator_balanced,,4,4,public_boltz_relaxedFalse_rep1,True,1.384183346076507,public_boltz_relaxedFalse_rep1,True,1.384183346076507,DiffDock-L default s10/t20,True,0.659983013810597,DiffDock-L default s10/t20,True,0.659983013810597,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,same_generator,Boltz,4,4,public_boltz_relaxedFalse_rep1,True,1.384183346076507,public_boltz_ss_relaxedFalse_rep1,True,1.0760607328309777,public_boltz_ss_relaxedFalse_rep1,True,1.0760607328309777,public_boltz_ss_relaxedFalse_rep1,True,1.0760607328309777,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,same_generator,Chai,4,4,public_chai_relaxedFalse_rep3,False,53.65218319477368,Chai-1 full receptor s5/t200,False,70.34626438713384,public_chai_relaxedFalse_rep2,False,45.32680539735061,public_chai_relaxedFalse_rep2,False,45.32680539735061,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,same_generator,DiffDock,4,4,DiffDock-L default s10/t20,True,0.659983013810597,public_diffdock_relaxedFalse_rep3,True,0.898137630301149,DiffDock-L default s10/t20,True,0.659983013810597,DiffDock-L default s10/t20,True,0.659983013810597,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,same_generator,NeuralPlexer,4,4,public_neuralplexer_relaxedFalse_rep3,False,27.59345946855818,public_neuralplexer_relaxedFalse_rep3,False,27.59345946855818,public_neuralplexer_relaxedFalse_rep3,False,27.59345946855818,public_neuralplexer_relaxedFalse_rep3,False,27.59345946855818,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,same_generator,DynamicBind,4,2,public_dynamicbind_relaxedFalse_rep-1,True,0.9636681880530108,public_dynamicbind_relaxedFalse_rep-1,True,0.9636681880530108,public_dynamicbind_relaxedFalse_rep-1,True,0.9636681880530108,public_dynamicbind_relaxedFalse_rep-1,True,0.9636681880530108,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,same_generator,RFAA,4,2,public_rfaa_relaxedFalse_rep1,False,28.03479729115097,public_rfaa_relaxedTrue_rep1,False,28.12971117825158,public_rfaa_relaxedFalse_rep1,False,28.03479729115097,public_rfaa_relaxedFalse_rep1,False,28.03479729115097,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,cross_generator_balanced,,8,8,public_boltz_relaxedFalse_rep1,True,1.384183346076507,public_dynamicbind_relaxedFalse_rep-1,True,0.9636681880530108,DiffDock-L default s10/t20,True,0.659983013810597,DiffDock-L default s10/t20,True,0.659983013810597,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,same_generator,Boltz,8,8,public_boltz_relaxedFalse_rep1,True,1.384183346076507,public_boltz_relaxedFalse_rep2,True,0.8947861633642691,public_boltz_relaxedFalse_rep2,True,0.8947861633642691,public_boltz_relaxedTrue_rep2,True,0.8947861633642691,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,same_generator,Chai,8,7,public_chai_relaxedFalse_rep3,False,53.65218319477368,Chai-1 full receptor s5/t200,False,70.34626438713384,public_chai_relaxedFalse_rep2,False,45.32680539735061,public_chai_relaxedFalse_rep2,False,45.32680539735061,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,same_generator,DiffDock,8,7,DiffDock-L default s10/t20,True,0.659983013810597,public_diffdock_relaxedFalse_rep3,True,0.898137630301149,DiffDock-L default s10/t20,True,0.659983013810597,DiffDock-L default s10/t20,True,0.659983013810597,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,same_generator,NeuralPlexer,8,6,public_neuralplexer_relaxedFalse_rep3,False,27.59345946855818,public_neuralplexer_relaxedFalse_rep3,False,27.59345946855818,public_neuralplexer_relaxedFalse_rep3,False,27.59345946855818,public_neuralplexer_relaxedFalse_rep3,False,27.59345946855818,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,same_generator,DynamicBind,8,2,public_dynamicbind_relaxedFalse_rep-1,True,0.9636681880530108,public_dynamicbind_relaxedFalse_rep-1,True,0.9636681880530108,public_dynamicbind_relaxedFalse_rep-1,True,0.9636681880530108,public_dynamicbind_relaxedFalse_rep-1,True,0.9636681880530108,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,same_generator,RFAA,8,2,public_rfaa_relaxedFalse_rep1,False,28.03479729115097,public_rfaa_relaxedTrue_rep1,False,28.12971117825158,public_rfaa_relaxedFalse_rep1,False,28.03479729115097,public_rfaa_relaxedFalse_rep1,False,28.03479729115097,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,cross_generator_balanced,,16,16,public_boltz_relaxedFalse_rep1,True,1.384183346076507,public_diffdock_relaxedFalse_rep3,True,0.898137630301149,DiffDock-L default s10/t20,True,0.659983013810597,DiffDock-L default s10/t20,True,0.659983013810597,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,same_generator,Boltz,16,14,public_boltz_relaxedFalse_rep1,True,1.384183346076507,public_boltz_relaxedFalse_rep2,True,0.8947861633642691,public_boltz_relaxedFalse_rep2,True,0.8947861633642691,public_boltz_relaxedTrue_rep2,True,0.8947861633642691,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,same_generator,Chai,16,7,public_chai_relaxedFalse_rep3,False,53.65218319477368,Chai-1 full receptor s5/t200,False,70.34626438713384,public_chai_relaxedFalse_rep2,False,45.32680539735061,public_chai_relaxedFalse_rep2,False,45.32680539735061,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,same_generator,DiffDock,16,7,DiffDock-L default s10/t20,True,0.659983013810597,public_diffdock_relaxedFalse_rep3,True,0.898137630301149,DiffDock-L default s10/t20,True,0.659983013810597,DiffDock-L default s10/t20,True,0.659983013810597,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,same_generator,NeuralPlexer,16,6,public_neuralplexer_relaxedFalse_rep3,False,27.59345946855818,public_neuralplexer_relaxedFalse_rep3,False,27.59345946855818,public_neuralplexer_relaxedFalse_rep3,False,27.59345946855818,public_neuralplexer_relaxedFalse_rep3,False,27.59345946855818,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,same_generator,DynamicBind,16,2,public_dynamicbind_relaxedFalse_rep-1,True,0.9636681880530108,public_dynamicbind_relaxedFalse_rep-1,True,0.9636681880530108,public_dynamicbind_relaxedFalse_rep-1,True,0.9636681880530108,public_dynamicbind_relaxedFalse_rep-1,True,0.9636681880530108,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,same_generator,RFAA,16,2,public_rfaa_relaxedFalse_rep1,False,28.03479729115097,public_rfaa_relaxedTrue_rep1,False,28.12971117825158,public_rfaa_relaxedFalse_rep1,False,28.03479729115097,public_rfaa_relaxedFalse_rep1,False,28.03479729115097,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,1.384183346076507,public_boltz_relaxedFalse_rep2,True,0.8947861633642691,DiffDock-L default s10/t20,True,0.659983013810597,DiffDock-L default s10/t20,True,0.659983013810597,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,same_generator,Boltz,32,14,public_boltz_relaxedFalse_rep1,True,1.384183346076507,public_boltz_relaxedFalse_rep2,True,0.8947861633642691,public_boltz_relaxedFalse_rep2,True,0.8947861633642691,public_boltz_relaxedTrue_rep2,True,0.8947861633642691,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,same_generator,Chai,32,7,public_chai_relaxedFalse_rep3,False,53.65218319477368,Chai-1 full receptor s5/t200,False,70.34626438713384,public_chai_relaxedFalse_rep2,False,45.32680539735061,public_chai_relaxedFalse_rep2,False,45.32680539735061,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,same_generator,DiffDock,32,7,DiffDock-L default s10/t20,True,0.659983013810597,public_diffdock_relaxedFalse_rep3,True,0.898137630301149,DiffDock-L default s10/t20,True,0.659983013810597,DiffDock-L default s10/t20,True,0.659983013810597,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,same_generator,NeuralPlexer,32,6,public_neuralplexer_relaxedFalse_rep3,False,27.59345946855818,public_neuralplexer_relaxedFalse_rep3,False,27.59345946855818,public_neuralplexer_relaxedFalse_rep3,False,27.59345946855818,public_neuralplexer_relaxedFalse_rep3,False,27.59345946855818,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,same_generator,DynamicBind,32,2,public_dynamicbind_relaxedFalse_rep-1,True,0.9636681880530108,public_dynamicbind_relaxedFalse_rep-1,True,0.9636681880530108,public_dynamicbind_relaxedFalse_rep-1,True,0.9636681880530108,public_dynamicbind_relaxedFalse_rep-1,True,0.9636681880530108,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1JLA_TNK,same_generator,RFAA,32,2,public_rfaa_relaxedFalse_rep1,False,28.03479729115097,public_rfaa_relaxedTrue_rep1,False,28.12971117825158,public_rfaa_relaxedFalse_rep1,False,28.03479729115097,public_rfaa_relaxedFalse_rep1,False,28.03479729115097,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,cross_generator_balanced,,1,1,public_boltz_relaxedFalse_rep1,True,1.766385029348008,public_boltz_relaxedFalse_rep1,True,1.766385029348008,public_boltz_relaxedFalse_rep1,True,1.766385029348008,public_boltz_relaxedFalse_rep1,True,1.766385029348008,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,Boltz,1,1,public_boltz_relaxedFalse_rep1,True,1.766385029348008,public_boltz_relaxedFalse_rep1,True,1.766385029348008,public_boltz_relaxedFalse_rep1,True,1.766385029348008,public_boltz_relaxedFalse_rep1,True,1.766385029348008,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,Chai,1,1,Chai-1 full receptor s5/t200,False,30.85607284822792,Chai-1 full receptor s5/t200,False,30.85607284822792,Chai-1 full receptor s5/t200,False,30.85607284822792,Chai-1 full receptor s5/t200,False,30.85607284822792,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,DiffDock,1,1,DiffDock-L default s10/t20,True,0.3771053067525733,DiffDock-L default s10/t20,True,0.3771053067525733,DiffDock-L default s10/t20,True,0.3771053067525733,DiffDock-L default s10/t20,True,0.3771053067525733,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,NeuralPlexer,1,1,public_neuralplexer_relaxedFalse_rep2,False,27.200690395728664,public_neuralplexer_relaxedFalse_rep2,False,27.200690395728664,public_neuralplexer_relaxedFalse_rep2,False,27.200690395728664,public_neuralplexer_relaxedFalse_rep2,False,27.200690395728664,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,DynamicBind,1,1,public_dynamicbind_relaxedFalse_rep-1,False,27.881752289301904,public_dynamicbind_relaxedFalse_rep-1,False,27.881752289301904,public_dynamicbind_relaxedFalse_rep-1,False,27.881752289301904,public_dynamicbind_relaxedFalse_rep-1,False,27.881752289301904,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,RFAA,1,1,public_rfaa_relaxedFalse_rep1,False,2.4923946239367,public_rfaa_relaxedFalse_rep1,False,2.4923946239367,public_rfaa_relaxedFalse_rep1,False,2.4923946239367,public_rfaa_relaxedFalse_rep1,False,2.4923946239367,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,cross_generator_balanced,,2,2,public_boltz_relaxedFalse_rep1,True,1.766385029348008,public_boltz_relaxedFalse_rep1,True,1.766385029348008,DiffDock-L default s10/t20,True,0.3771053067525733,DiffDock-L default s10/t20,True,0.3771053067525733,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,Boltz,2,2,public_boltz_relaxedFalse_rep1,True,1.766385029348008,public_boltz_relaxedFalse_rep1,True,1.766385029348008,public_boltz_relaxedFalse_rep1,True,1.766385029348008,public_boltz_relaxedFalse_rep1,True,1.766385029348008,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,Chai,2,2,Chai-1 full receptor s5/t200,False,30.85607284822792,Chai-1 full receptor s5/t200,False,30.85607284822792,public_chai_relaxedFalse_rep1,False,16.74493974824027,public_chai_relaxedFalse_rep1,False,16.74493974824027,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,DiffDock,2,2,DiffDock-L default s10/t20,True,0.3771053067525733,DiffDock-L default s10/t20,True,0.3771053067525733,DiffDock-L default s10/t20,True,0.3771053067525733,DiffDock-L default s10/t20,True,0.3771053067525733,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,NeuralPlexer,2,2,public_neuralplexer_relaxedFalse_rep2,False,27.200690395728664,public_neuralplexer_relaxedFalse_rep2,False,27.200690395728664,public_neuralplexer_relaxedFalse_rep2,False,27.200690395728664,public_neuralplexer_relaxedFalse_rep2,False,27.200690395728664,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,DynamicBind,2,2,public_dynamicbind_relaxedFalse_rep-1,False,27.881752289301904,public_dynamicbind_relaxedTrue_rep-1,False,30.198005140438248,public_dynamicbind_relaxedFalse_rep-1,False,27.881752289301904,public_dynamicbind_relaxedFalse_rep-1,False,27.881752289301904,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,RFAA,2,2,public_rfaa_relaxedFalse_rep1,False,2.4923946239367,public_rfaa_relaxedTrue_rep1,True,1.2333648851819972,public_rfaa_relaxedTrue_rep1,True,1.2333648851819972,public_rfaa_relaxedTrue_rep1,True,1.2333648851819972,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,cross_generator_balanced,,4,4,public_boltz_relaxedFalse_rep1,True,1.766385029348008,public_boltz_relaxedFalse_rep1,True,1.766385029348008,DiffDock-L default s10/t20,True,0.3771053067525733,DiffDock-L default s10/t20,True,0.3771053067525733,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,Boltz,4,4,public_boltz_relaxedFalse_rep1,True,1.766385029348008,public_boltz_relaxedFalse_rep1,True,1.766385029348008,public_boltz_ss_relaxedFalse_rep3,True,1.760049028537882,public_boltz_ss_relaxedTrue_rep3,True,1.760049028537882,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,Chai,4,4,Chai-1 full receptor s5/t200,False,30.85607284822792,Chai-1 full receptor s5/t200,False,30.85607284822792,public_chai_relaxedFalse_rep3,False,16.25909100955204,public_chai_relaxedFalse_rep3,False,16.25909100955204,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,DiffDock,4,4,DiffDock-L default s10/t20,True,0.3771053067525733,public_diffdock_relaxedFalse_rep2,True,0.992173611440102,DiffDock-L default s10/t20,True,0.3771053067525733,DiffDock-L default s10/t20,True,0.3771053067525733,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,NeuralPlexer,4,4,public_neuralplexer_relaxedFalse_rep2,False,27.200690395728664,public_neuralplexer_relaxedTrue_rep3,False,28.319363071841178,public_neuralplexer_relaxedFalse_rep1,False,26.42863079230012,public_neuralplexer_relaxedFalse_rep1,False,26.42863079230012,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,DynamicBind,4,2,public_dynamicbind_relaxedFalse_rep-1,False,27.881752289301904,public_dynamicbind_relaxedTrue_rep-1,False,30.198005140438248,public_dynamicbind_relaxedFalse_rep-1,False,27.881752289301904,public_dynamicbind_relaxedFalse_rep-1,False,27.881752289301904,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,RFAA,4,2,public_rfaa_relaxedFalse_rep1,False,2.4923946239367,public_rfaa_relaxedTrue_rep1,True,1.2333648851819972,public_rfaa_relaxedTrue_rep1,True,1.2333648851819972,public_rfaa_relaxedTrue_rep1,True,1.2333648851819972,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,cross_generator_balanced,,8,8,public_boltz_relaxedFalse_rep1,True,1.766385029348008,public_boltz_relaxedFalse_rep1,True,1.766385029348008,DiffDock-L default s10/t20,True,0.3771053067525733,DiffDock-L default s10/t20,True,0.3771053067525733,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,Boltz,8,8,public_boltz_relaxedFalse_rep1,True,1.766385029348008,public_boltz_relaxedFalse_rep1,True,1.766385029348008,public_boltz_relaxedFalse_rep3,True,1.411554108741411,public_boltz_relaxedFalse_rep3,True,1.411554108741411,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,Chai,8,7,Chai-1 full receptor s5/t200,False,30.85607284822792,Chai-1 full receptor s5/t200,False,30.85607284822792,public_chai_relaxedFalse_rep2,False,16.171970156391602,public_chai_relaxedFalse_rep2,False,16.171970156391602,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,DiffDock,8,7,DiffDock-L default s10/t20,True,0.3771053067525733,public_diffdock_relaxedFalse_rep2,True,0.992173611440102,DiffDock-L default s10/t20,True,0.3771053067525733,DiffDock-L default s10/t20,True,0.3771053067525733,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,NeuralPlexer,8,6,public_neuralplexer_relaxedFalse_rep2,False,27.200690395728664,public_neuralplexer_relaxedTrue_rep3,False,28.319363071841178,public_neuralplexer_relaxedFalse_rep1,False,26.42863079230012,public_neuralplexer_relaxedFalse_rep1,False,26.42863079230012,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,DynamicBind,8,2,public_dynamicbind_relaxedFalse_rep-1,False,27.881752289301904,public_dynamicbind_relaxedTrue_rep-1,False,30.198005140438248,public_dynamicbind_relaxedFalse_rep-1,False,27.881752289301904,public_dynamicbind_relaxedFalse_rep-1,False,27.881752289301904,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,RFAA,8,2,public_rfaa_relaxedFalse_rep1,False,2.4923946239367,public_rfaa_relaxedTrue_rep1,True,1.2333648851819972,public_rfaa_relaxedTrue_rep1,True,1.2333648851819972,public_rfaa_relaxedTrue_rep1,True,1.2333648851819972,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,cross_generator_balanced,,16,16,public_boltz_relaxedFalse_rep1,True,1.766385029348008,public_boltz_relaxedFalse_rep1,True,1.766385029348008,DiffDock-L default s10/t20,True,0.3771053067525733,DiffDock-L default s10/t20,True,0.3771053067525733,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,Boltz,16,14,public_boltz_relaxedFalse_rep1,True,1.766385029348008,public_boltz_relaxedFalse_rep1,True,1.766385029348008,public_boltz_relaxedFalse_rep2,True,1.1544373552267162,public_boltz_relaxedTrue_rep2,True,1.1544373552267162,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,Chai,16,7,Chai-1 full receptor s5/t200,False,30.85607284822792,Chai-1 full receptor s5/t200,False,30.85607284822792,public_chai_relaxedFalse_rep2,False,16.171970156391602,public_chai_relaxedFalse_rep2,False,16.171970156391602,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,DiffDock,16,7,DiffDock-L default s10/t20,True,0.3771053067525733,public_diffdock_relaxedFalse_rep2,True,0.992173611440102,DiffDock-L default s10/t20,True,0.3771053067525733,DiffDock-L default s10/t20,True,0.3771053067525733,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,NeuralPlexer,16,6,public_neuralplexer_relaxedFalse_rep2,False,27.200690395728664,public_neuralplexer_relaxedTrue_rep3,False,28.319363071841178,public_neuralplexer_relaxedFalse_rep1,False,26.42863079230012,public_neuralplexer_relaxedFalse_rep1,False,26.42863079230012,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,DynamicBind,16,2,public_dynamicbind_relaxedFalse_rep-1,False,27.881752289301904,public_dynamicbind_relaxedTrue_rep-1,False,30.198005140438248,public_dynamicbind_relaxedFalse_rep-1,False,27.881752289301904,public_dynamicbind_relaxedFalse_rep-1,False,27.881752289301904,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,RFAA,16,2,public_rfaa_relaxedFalse_rep1,False,2.4923946239367,public_rfaa_relaxedTrue_rep1,True,1.2333648851819972,public_rfaa_relaxedTrue_rep1,True,1.2333648851819972,public_rfaa_relaxedTrue_rep1,True,1.2333648851819972,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,True,1.766385029348008,public_boltz_relaxedFalse_rep1,True,1.766385029348008,DiffDock-L default s10/t20,True,0.3771053067525733,DiffDock-L default s10/t20,True,0.3771053067525733,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,Boltz,32,14,public_boltz_relaxedFalse_rep1,True,1.766385029348008,public_boltz_relaxedFalse_rep1,True,1.766385029348008,public_boltz_relaxedFalse_rep2,True,1.1544373552267162,public_boltz_relaxedTrue_rep2,True,1.1544373552267162,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,Chai,32,7,Chai-1 full receptor s5/t200,False,30.85607284822792,Chai-1 full receptor s5/t200,False,30.85607284822792,public_chai_relaxedFalse_rep2,False,16.171970156391602,public_chai_relaxedFalse_rep2,False,16.171970156391602,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,DiffDock,32,7,DiffDock-L default s10/t20,True,0.3771053067525733,public_diffdock_relaxedFalse_rep2,True,0.992173611440102,DiffDock-L default s10/t20,True,0.3771053067525733,DiffDock-L default s10/t20,True,0.3771053067525733,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,NeuralPlexer,32,6,public_neuralplexer_relaxedFalse_rep2,False,27.200690395728664,public_neuralplexer_relaxedTrue_rep3,False,28.319363071841178,public_neuralplexer_relaxedFalse_rep1,False,26.42863079230012,public_neuralplexer_relaxedFalse_rep1,False,26.42863079230012,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,DynamicBind,32,2,public_dynamicbind_relaxedFalse_rep-1,False,27.881752289301904,public_dynamicbind_relaxedTrue_rep-1,False,30.198005140438248,public_dynamicbind_relaxedFalse_rep-1,False,27.881752289301904,public_dynamicbind_relaxedFalse_rep-1,False,27.881752289301904,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1K3U_IAD,same_generator,RFAA,32,2,public_rfaa_relaxedFalse_rep1,False,2.4923946239367,public_rfaa_relaxedTrue_rep1,True,1.2333648851819972,public_rfaa_relaxedTrue_rep1,True,1.2333648851819972,public_rfaa_relaxedTrue_rep1,True,1.2333648851819972,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1KE5_LS1,cross_generator_balanced,,1,1,public_boltz_relaxedFalse_rep1,True,0.5333158098570476,public_boltz_relaxedFalse_rep1,True,0.5333158098570476,public_boltz_relaxedFalse_rep1,True,0.5333158098570476,public_boltz_relaxedFalse_rep1,True,0.5333158098570476,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1KE5_LS1,same_generator,Boltz,1,1,public_boltz_relaxedFalse_rep1,True,0.5333158098570476,public_boltz_relaxedFalse_rep1,True,0.5333158098570476,public_boltz_relaxedFalse_rep1,True,0.5333158098570476,public_boltz_relaxedFalse_rep1,True,0.5333158098570476,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1KE5_LS1,same_generator,Chai,1,1,Chai-1 full receptor s5/t200,True,0.5578099498351504,Chai-1 full receptor s5/t200,True,0.5578099498351504,Chai-1 full receptor s5/t200,True,0.5578099498351504,Chai-1 full receptor s5/t200,True,0.5578099498351504,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1KE5_LS1,same_generator,DiffDock,1,1,DiffDock-L default s10/t20,True,0.4703735176292949,DiffDock-L default s10/t20,True,0.4703735176292949,DiffDock-L default s10/t20,True,0.4703735176292949,DiffDock-L default s10/t20,True,0.4703735176292949,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1KE5_LS1,same_generator,NeuralPlexer,1,1,public_neuralplexer_relaxedFalse_rep2,False,4.1047707011105565,public_neuralplexer_relaxedFalse_rep2,False,4.1047707011105565,public_neuralplexer_relaxedFalse_rep2,False,4.1047707011105565,public_neuralplexer_relaxedFalse_rep2,False,4.1047707011105565,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1KE5_LS1,same_generator,DynamicBind,1,1,public_dynamicbind_relaxedTrue_rep-1,True,1.455051488854395,public_dynamicbind_relaxedTrue_rep-1,True,1.455051488854395,public_dynamicbind_relaxedTrue_rep-1,True,1.455051488854395,public_dynamicbind_relaxedTrue_rep-1,True,1.455051488854395,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1KE5_LS1,same_generator,RFAA,1,1,public_rfaa_relaxedFalse_rep1,True,1.1416873816379438,public_rfaa_relaxedFalse_rep1,True,1.1416873816379438,public_rfaa_relaxedFalse_rep1,True,1.1416873816379438,public_rfaa_relaxedFalse_rep1,True,1.1416873816379438,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1KE5_LS1,cross_generator_balanced,,2,2,public_boltz_relaxedFalse_rep1,True,0.5333158098570476,public_boltz_relaxedFalse_rep1,True,0.5333158098570476,DiffDock-L default s10/t20,True,0.4703735176292949,DiffDock-L default s10/t20,True,0.4703735176292949,any retained candidate satisfies the same frozen success_2a endpoint
astex_diverse,1KE5_LS1,same_generator,Boltz,2,2,public_boltz_relaxedFalse_rep1,True,0.5333158098570476,public_boltz_relaxedFalse_rep1,True,0.5333158098570476,public_boltz_relaxedFalse_rep1,True,0.5333158098570476,public_boltz_relaxedFalse_rep1,True,0.5333158098570476,any retained candidate satisfies the same frozen success_2a endpoint
