"query_id","fold"
"7gkg__1__1.A_1.B__1.E_1.J|1.J","2"
"7gmb__1__1.A_1.B__1.D_1.I|1.I","2"
"7gmp__1__1.A_1.B__1.D_1.I|1.I","2"
"7grr__1__1.A__1.D|1.D","2"
"7l00__1__1.B__1.J_1.K_1.L|1.J","2"
"7ldy__1__1.A_1.B__1.H|1.H","2"
"7lff__1__1.A__1.C_1.D|1.C","2"
"7lgx__1__2.B__2.F_2.H|2.H","2"
"7ltx__1__1.A__1.E_1.F_1.G|1.E","2"
"7m9r__1__1.A_1.B__1.C|1.C","2"
"7m9v__1__1.A_1.B__1.C|1.C","2"
"7ma5__1__1.A_1.B__1.G|1.G","2"
"7ma7__1__1.A_1.B__1.E|1.E","2"
"7mwn__1__1.A_1.B__1.C|1.C","2"
"7n4z__1__1.A__1.F|1.F","2"
"7ngs__1__1.A__1.B|1.B","2"
"7nsn__1__1.A__1.J|1.J","2"
"7nue__1__1.A__1.C|1.C","2"
"7nzy__1__1.A__1.E|1.E","2"
"7ojy__1__1.A_1.B__1.D|1.D","2"
"7osq__1__1.A__1.B_1.C|1.B","2"
"7p2t__1__1.A__1.E_1.H|1.H","2"
"7pox__1__1.A__1.C|1.C","2"
"7psc__1__1.A_1.B__1.C_1.D|1.C","2"
"7pz1__1__1.A__1.D|1.D","2"
"7qea__1__1.A__1.C|1.C","2"
"7qzl__1__1.B__1.F_1.H|1.F","2"
"7r2v__1__1.A__1.C_1.D|1.C","2"
"7r4a__1__1.A__1.C|1.C","2"
"7s6v__1__1.A__1.B|1.B","2"
"7ser__1__1.A__1.C_1.D|1.C","2"
"7sqe__1__1.A__1.D|1.D","2"
"7t1d__1__1.A_1.B__1.G_1.I|1.I","2"
"7t61__1__1.B_1.C__1.L|1.L","2"
"7tbd__1__1.A__1.E|1.E","2"
"7te8__1__1.A_1.B__1.E|1.E","2"
"7tgl__1__1.B__1.R_1.S_1.U_1.W_1.X|1.S","2"
"7tm6__1__1.A__1.C_1.D|1.D","2"
"7u0r__1__1.B__1.I_1.J_1.K_1.L|1.I","2"
"7uad__1__1.A__1.B|1.B","2"
"7ubo__1__1.A__1.E|1.E","2"
"7ue4__1__1.A_2.A__2.F|2.F","2"
"7uf8__1__1.A__1.E_1.F|1.F","2"
"7ugb__1__1.A__1.C|1.C","2"
"7um4__1__1.A__1.I|1.I","2"
"7uoh__1__1.A__1.C_1.D|1.C","2"
"7uw4__1__1.A__1.C|1.C","2"
"7vmy__1__1.A__1.C_1.D_1.E|1.D","2"
"7vo5__1__1.A__1.B|1.B","2"
"7vpe__1__1.A__1.B|1.B","2"
"7vwf__1__1.A_1.B__1.C_1.E|1.C","2"
"7vyp__1__1.A_1.B__1.C_1.K_1.P_1.Q|1.P","2"
"7w2d__1__1.B__1.R|1.R","2"
"7wdu__1__1.A__1.C|1.C","2"
"7wpx__1__1.A__1.B_1.C|1.C","2"
"7wrr__1__1.A_1.B__1.E_1.F_1.H|1.E","2"
"7wzv__1__1.A__1.C_1.E_1.F_1.K_1.O|1.F","2"
"7x9d__1__1.A__1.E|1.E","2"
"7xnc__1__1.A__1.B|1.B","2"
"7xpv__1__1.A__1.C_1.D|1.C","2"
"7xxn__1__2.A__2.B_2.C|2.B","2"
"7y3s__1__1.B__1.G_1.H_1.J_1.K|1.G","2"
"7yd2__1__1.A_1.B__1.K|1.K","2"
"7ys8__1__1.B__1.E_1.F|1.E","2"
"7ysx__1__1.B__1.J|1.J","2"
"7yzu__1__1.A__1.B|1.B","2"
"7z2q__1__1.A__1.C|1.C","2"
"7z39__1__1.A__1.C|1.C","2"
"7z5u__1__1.A__1.B_1.C|1.C","2"
"7z5x__1__1.A__1.C|1.C","2"
"7zej__1__1.A_2.B__1.C_1.D|1.C","2"
"7zf0__1__1.A__1.B_1.C_1.I_1.J_1.K|1.I","2"
"7zgc__1__1.A__1.B|1.B","2"
"7zjq__1__1.A__1.E|1.E","2"
"7zq3__1__2.A_2.B__2.C_2.D|2.C","2"
"7zym__1__1.A__1.B|1.B","2"
"7zzs__1__1.A__1.D_1.J_1.L|1.L","2"
"8a12__1__1.A__1.D_1.G|1.D","2"
"8a2p__1__1.A__1.B|1.B","2"
"8a34__1__1.A__1.C_1.D|1.C","2"
"8a66__1__1.A__1.C|1.C","2"
"8ajw__1__1.B_1.C__1.I_1.J|1.I","2"
"8ak8__1__1.A__1.C_1.F_1.L|1.L","2"
"8asf__1__1.B__1.E|1.E","2"
"8atb__1__1.A__1.C|1.C","2"
"8aui__1__1.A_1.B__1.C_1.D_1.G|1.C","2"
"8aui__1__1.A_1.B__1.C_1.D_1.G|1.D","2"
"8ay6__1__1.A_1.B__1.C|1.C","2"
"8azi__1__1.A__1.C|1.C","2"
"8b35__1__1.A_1.B__1.E|1.E","2"
"8baj__1__1.A__1.B|1.B","2"
"8bgt__1__1.A_2.A__2.D|2.D","2"
"8bgy__1__1.A_1.B__1.E_1.F|1.F","2"
"8bhg__1__1.B_1.C__1.K|1.K","2"
"8bid__1__1.C_2.A__2.F_2.G|2.F","2"
"8bji__1__1.A_1.B__1.C_1.D|1.C","2"
"8br6__1__1.A__1.C|1.C","2"
"8c1f__1__1.A__1.B_1.C_1.D_1.J|1.B","2"
"8c3i__1__1.B__1.D|1.D","2"
"8c3n__1__1.A__1.C_1.D|1.C","2"
"8cfb__1__1.A__1.L|1.L","2"
"8chl__1__1.A__1.C_1.E|1.C","2"
"8cji__1__1.A__1.B_1.C|1.C","2"
"8cjk__1__1.A__1.B_1.C|1.C","2"
"8coq__1__1.A__1.C_1.D|1.C","2"
"8cow__1__1.B__1.I_1.J|1.J","2"
"8cp7__1__1.A__1.B|1.B","2"
"8crj__1__1.A__1.B|1.B","2"
"8d3e__1__1.A__1.C_1.D|1.D","2"
"8d6e__1__1.A__1.D|1.D","2"
"8d6t__1__1.A__1.C|1.C","2"
"8dsh__1__1.A_1.B__1.E_1.F|1.F","2"
"8dsm__1__1.A_1.B__1.J|1.J","2"
"8e0t__1__1.C__1.F|1.F","2"
"8e1x__1__1.A__1.C|1.C","2"
"8ea6__1__1.A_1.B__1.C|1.C","2"
"8et0__1__1.B__1.L|1.L","2"
"8evx__1__1.A__1.C_1.D_1.E_1.F_1.G|1.D","2"
"8ex1__1__1.A__1.B|1.B","2"
"8eym__1__1.A_1.B__1.C_1.E|1.E","2"
"8f1z__1__1.A__1.B|1.B","2"
"8f5w__1__1.A_1.B__1.S_1.T|1.T","2"
"8fdb__1__1.A_1.B__1.D_1.F_1.H|1.D","2"
"8fen__1__1.A__1.B_1.C|1.B","2"
"8fh9__1__1.A__1.B_1.C|1.B","2"
"8fqx__1__1.A__1.B_1.C|1.C","2"
"8fy7__1__1.A_1.B__1.C|1.C","2"
"8fz1__1__1.A__1.G_1.I_1.K|1.G","2"
"8g68__1__1.A__1.C|1.C","2"
"8gem__1__1.A__1.B|1.B","2"
"8gpd__1__1.A__1.C_1.D_1.E|1.E","2"
"8gpe__1__1.A__1.C_1.D_1.E|1.E","2"
"8gu1__1__1.A_1.B__1.D|1.D","2"
"8h4j__1__1.A_1.D__1.I_1.O|1.O","2"
"8hcd__1__1.A__1.E_1.F_1.G|1.F","2"
"8hp4__1__1.A_1.B__1.C_1.D|1.C","2"
"8htg__1__1.A__1.F_1.G|1.G","2"
"8hx4__1__2.A__2.B_2.C_2.D|2.C","2"
"8hxh__1__1.A__1.B_1.C|1.C","2"
"8i1o__1__1.A__1.F|1.F","2"
"8i4i__1__1.A__1.C|1.C","2"
"8iqn__1__1.A__1.B|1.B","2"
"8ivs__1__1.A_1.B__1.C|1.C","2"
"8ivu__1__1.A_1.B__1.I|1.I","2"
"8j5e__1__1.A__1.B|1.B","2"
"8j5f__1__2.A__2.B|2.B","2"
"8j8x__1__1.A__1.B_1.C|1.C","2"
"8jdg__1__1.A__1.B_1.C|1.B","2"
"8jdo__1__1.A__1.B_1.C|1.B","2"
"8jdq__1__1.A__1.B_1.C|1.B","2"
"8jdx__1__1.A__1.B_1.C_1.D|1.B","2"
"8jk9__1__1.A__1.C_1.D_1.E_1.F|1.E","2"
"8jwy__1__1.A__1.B|1.B","2"
"8jyc__1__1.A_1.B_1.C__1.T|1.T","2"
"8k5y__1__1.A__1.H|1.H","2"
"8ke1__1__2.A__2.B_2.C_2.D_2.E|2.B","2"
"8ke1__1__2.A__2.B_2.C_2.D_2.E|2.C","2"
"8oku__1__1.A_1.B__1.C|1.C","2"
"8opu__1__1.A_1.C_1.D__1.IA|1.IA","2"
"8oq2__1__1.B__1.H_1.I|1.H","2"
"8oqn__1__1.A_1.D__1.I|1.I","2"
"8oqt__1__1.D__1.KA_1.LA|1.LA","2"
"8otv__1__1.A_1.B__1.F|1.F","2"
"8ouk__1__1.A__1.B_1.C|1.B","2"
"8ozv__1__1.A_2.A__1.B_1.C|1.C","2"
"8p0m__1__1.C__1.L|1.L","2"
"8pfl__1__1.A__1.C|1.C","2"
"8ph4__1__1.A_1.B__1.D_1.F|1.D","2"
"8plb__1__1.A__1.D|1.D","2"
"8pp0__1__1.A__1.C|1.C","2"
"8pq9__1__1.A__1.C|1.C","2"
"8pqr__1__1.A_1.B_1.C__1.E|1.E","2"
"8px2__1__1.A__1.B|1.B","2"
"8q1m__1__1.A_1.B__1.G|1.G","2"
"8qdy__1__1.A_2.A__1.B|1.B","2"
"8qg1__1__1.D__1.S_1.T|1.T","2"
"8qmy__1__1.A__1.D_1.E|1.D","2"
"8qpn__1__1.A__1.B_1.I|1.I","2"
"8qyw__1__1.A_2.A__1.C_1.E|1.C","2"
"8r3d__1__1.B_1.E__1.J|1.J","2"
"8r3q__1__1.A_1.B__1.J_1.M|1.J","2"
"8r41__1__1.A__1.E_1.F_1.G|1.E","2"
"8r4o__1__1.A__1.M|1.M","2"
"8six__1__1.A__1.B|1.B","2"
"8sz3__1__1.A_2.B__1.G|1.G","2"
"8szq__1__1.A__1.B_1.C|1.B","2"
"8t8v__1__1.A__1.B_1.C_1.E_1.F|1.B","2"
"8tsd__1__1.A__1.C|1.C","2"
"8u0n__1__1.B__1.E_1.F|1.F","2"
"8u97__1__1.A__1.B|1.B","2"
"8ufp__1__1.A_1.B__1.K|1.K","2"
"8v2t__1__1.A_3.A_4.A__3.C_4.B|4.B","2"
"8v8m__1__1.A__1.F_1.G|1.F","2"
"8wo2__1__1.A__1.D|1.D","2"
"8wsm__1__1.A__1.D|1.D","2"
"8wwo__1__1.A_2.D__2.K_2.L|2.K","2"
"8x6r__1__1.A__1.G_1.H_1.I|1.G","2"
"8xhd__1__1.A_1.B__1.C|1.C","2"
"5s9l__1__1.A__1.H_1.I|1.H","3"
"5se0__1__1.A__1.G|1.G","3"
"5sf7__1__1.A__1.G|1.G","3"
"5shg__1__1.A__1.G|1.G","3"
"5sko__1__1.A__1.G|1.G","3"
"5sku__1__1.A__1.G|1.G","3"
"6x4l__1__1.A_2.A__2.B_2.C_2.D_2.E|2.C","3"
"7afz__1__2.A__2.B_2.C_2.D|2.D","3"
"7an8__1__1.B__1.E|1.E","3"
"7b2u__1__1.A_1.B__1.C|1.C","3"
"7bk9__1__1.A_2.A__2.F|2.F","3"
"7dxl__1__1.A__1.C|1.C","3"
"7e1n__1__1.A_1.B__1.D|1.D","3"
"7edz__1__1.A_2.A__1.E_1.G_1.I|1.E","3"
"7en5__1__1.A_3.A_4.A__3.B|3.B","3"
"7erb__1__1.A__1.E_1.F|1.E","3"
"7ev2__1__2.A__2.B_2.C_2.D|2.B","3"
"7eyu__1__1.A_1.B__1.C_1.D_1.E|1.D","3"
"7f21__1__1.A__1.C_1.D|1.C","3"
"7f50__1__1.A__1.B_1.C_1.E|1.E","3"
"7f51__1__1.A__1.C|1.C","3"
"7fan__1__1.A__1.B_1.C|1.C","3"
"7fee__1__1.A__1.E|1.E","3"
"7fu2__1__1.A__1.C|1.C","3"
"7fu7__1__1.A__1.C|1.C","3"
"7fum__1__1.A__1.C|1.C","3"
"7fwi__1__1.A__1.D|1.D","3"
"7fwr__1__1.A__1.B|1.B","3"
"7fz3__1__1.A__1.B|1.B","3"
"7g0j__1__1.A__1.D|1.D","3"
"7g90__1__1.A__1.C|1.C","3"
"7gb7__1__1.A_2.A__1.B|1.B","3"
"7gbs__1__1.A_2.A__1.E_1.F|1.E","3"
"7gbw__1__1.A_2.A__1.F|1.F","3"
"7gco__1__1.A_2.A__2.E|2.E","3"
"7gdj__1__1.A_2.A__2.E|2.E","3"
"7gdl__1__1.A_2.A__1.E|1.E","3"
"7gec__1__1.A_2.A__2.E|2.E","3"
"7geu__1__1.A_2.A__2.E|2.E","3"
"7gfx__1__1.A_2.A__2.E|2.E","3"
"7ggv__1__1.A_2.A__2.E_2.G|2.E","3"
"7ggw__1__1.A_2.A__1.E_1.F|1.E","3"
"7ghq__1__1.A_1.B__1.D_1.E|1.E","3"
"7gih__1__1.A_1.B__1.L_1.P|1.L","3"
"7gj6__1__1.A_1.B__1.E_1.F|1.F","3"
"7gk1__1__1.A_1.B__1.D_1.I|1.I","3"
"7gk7__1__1.A_1.B__1.H|1.H","3"
"7gm3__1__1.A_1.B__1.D_1.I|1.I","3"
"7gmm__1__1.A_1.B__1.E_1.J|1.J","3"
"7gnu__1__1.A_1.B__1.O_1.Q|1.O","3"
"7h1j__1__1.B__1.E|1.E","3"
"7l3m__1__1.A__1.B_1.D_1.E_1.F_1.G|1.E","3"
"7le5__1__1.A_1.B__1.H|1.H","3"
"7le6__1__1.A_1.B__1.C|1.C","3"
"7lpw__1__1.A_1.B__1.G|1.G","3"
"7lr9__1__1.A__1.C|1.C","3"
"7m9h__1__1.A_1.B__1.E|1.E","3"
"7ma4__1__1.A_1.B__1.D|1.D","3"
"7mmr__1__1.A_1.E__1.BA_1.CA_1.K|1.BA","3"
"7myd__1__1.A__1.C_1.G|1.C","3"
"7nai__1__1.A__1.C|1.C","3"
"7ng1__1__2.A__2.C_2.D|2.C","3"
"7nya__1__1.A_1.B__1.F|1.F","3"
"7ocs__1__1.D__1.BB|1.BB","3"
"7ojw__1__1.A_1.C__1.F|1.F","3"
"7p1u__1__1.A__1.C_1.D|1.C","3"
"7p5n__1__1.A__1.C|1.C","3"
"7pdt__1__1.A__1.E|1.E","3"
"7pjm__1__1.A_1.B__1.D_1.G_1.H|1.D","3"
"7q8q__1__1.A__1.C_1.E_1.J|1.C","3"
"7qaa__1__1.B__1.D|1.D","3"
"7r0a__1__1.A__1.C|1.C","3"
"7raf__1__1.A__1.C|1.C","3"
"7rbw__1__1.A__1.C|1.C","3"
"7s5f__1__1.A__1.E_1.F|1.F","3"
"7sh0__1__1.A__1.C_1.D_1.H|1.D","3"
"7spy__1__1.A_2.A__2.B_2.C|2.B","3"
"7t0c__1__1.A_1.B__1.VA|1.VA","3"
"7t60__1__1.B_1.C__1.M|1.M","3"
"7tbc__1__1.A__1.B_1.J_1.L_1.S|1.S","3"
"7tm6__1__1.A__1.C_1.D|1.C","3"
"7txh__1__1.A__1.G_1.H_1.I|1.G","3"
"7u8v__1__1.A__1.C|1.C","3"
"7ueq__1__1.A_2.A__2.B_2.C_2.D|2.B","3"
"7ueu__1__1.A_2.A__2.C_2.D_2.E|2.C","3"
"7ujf__1__1.A__1.E|1.E","3"
"7ulf__1__1.A_2.A__2.B_2.C_2.D_2.E|2.B","3"
"7umo__1__1.A__1.G_1.I|1.G","3"
"7ur9__1__1.A_1.B__1.D|1.D","3"
"7uw2__1__1.A__1.C|1.C","3"
"7uy0__1__1.A__1.E|1.E","3"
"7vdp__1__1.A__1.E_1.F|1.E","3"
"7vdr__1__1.A__1.E_1.F_1.N|1.E","3"
"7vez__1__1.A_1.D__1.E|1.E","3"
"7vzz__1__1.A_1.B__1.AA_1.Y_1.Z|1.AA","3"
"7w8v__1__1.A__1.B_1.D|1.B","3"
"7w8v__1__1.A__1.B_1.D|1.D","3"
"7wcv__1__1.A__1.B_1.C_1.D|1.B","3"
"7wmk__1__1.A__1.B_1.G|1.B","3"
"7wzv__1__1.A__1.C_1.E_1.F_1.K_1.O|1.E","3"
"7x11__1__1.D__1.P|1.P","3"
"7xif__1__1.F__1.W_1.X|1.X","3"
"7xlp__1__1.A__1.B|1.B","3"
"7xm7__1__1.A__1.E|1.E","3"
"7xpu__1__2.A__2.C_2.D|2.C","3"
"7xub__1__1.A__1.H|1.H","3"
"7xxm__1__1.A_1.B_1.C__1.K|1.K","3"
"7y1h__1__1.B__1.H_1.I_1.K_1.L|1.I","3"
"7yb2__1__1.C__1.L_1.M|1.M","3"
"7yce__1__1.A__1.B_1.C_1.D_1.E|1.B","3"
"7yhc__1__1.A__1.I_1.J_1.K|1.K","3"
"7yqf__1__1.B__1.J_1.K|1.J","3"
"7yxl__1__1.A__1.C_1.E|1.E","3"
"7z1w__1__1.A__1.C|1.C","3"
"7z57__1__1.A__1.B_1.C_1.J|1.C","3"
"7zg9__1__1.A__1.C|1.C","3"
"7zij__1__1.A__1.B_1.C|1.B","3"
"7zxw__1__1.A__1.C_1.D_1.G|1.D","3"
"8a0z__1__1.A__1.C_1.D_1.F|1.D","3"
"8ad7__1__1.A__1.J|1.J","3"
"8ajw__1__1.B_1.C__1.I_1.J|1.J","3"
"8ak5__1__1.A__1.C_1.E_1.F_1.G|1.C","3"
"8ak7__1__1.A__1.C_1.E_1.G|1.C","3"
"8ak8__1__1.A__1.C_1.F_1.L|1.C","3"
"8am8__1__1.A__1.C_1.J|1.J","3"
"8ase__1__1.B__1.F_1.G|1.F","3"
"8aw1__1__1.A__1.C|1.C","3"
"8axp__1__1.A__1.C|1.C","3"
"8azd__1__1.A__1.C|1.C","3"
"8b9u__1__1.A_1.B__1.C_1.H|1.C","3"
"8bab__1__1.A__1.H_1.I|1.I","3"
"8bam__1__1.A__1.C_1.D|1.C","3"
"8bam__1__1.A__1.C_1.D|1.D","3"
"8bgz__1__1.A_1.B__1.F|1.F","3"
"8bl1__1__1.A__1.C_1.E|1.E","3"
"8br1__1__1.C__1.K_1.L_1.M|1.K","3"
"8bsu__1__1.A_1.D__1.I_1.OA_1.SA|1.OA","3"
"8bxx__1__1.A__1.E_1.F|1.E","3"
"8c6s__1__1.A__1.C|1.C","3"
"8c74__1__1.A__1.C|1.C","3"
"8c7r__1__1.A__1.C_1.D|1.D","3"
"8cbr__1__1.A_1.B_1.D__1.E|1.E","3"
"8cex__1__1.A__1.D|1.D","3"
"8cey__1__1.A__1.D|1.D","3"
"8cfk__1__1.A_1.D__1.H_1.I|1.H","3"
"8cg0__1__1.D__1.IA|1.IA","3"
"8chc__1__1.A__1.B|1.B","3"
"8cij__1__1.A__1.B|1.B","3"
"8cno__1__1.A_1.B__1.C_1.E_1.F|1.E","3"
"8cp4__1__2.A__2.H_2.I|2.I","3"
"8cve__1__1.A__1.B_1.K_1.L|1.L","3"
"8d3h__1__1.A__1.C_1.D|1.C","3"
"8d3j__1__1.A__1.D_1.E_1.F|1.D","3"
"8d6m__1__1.A__1.C|1.C","3"
"8dq8__1__1.B__1.F_1.G|1.G","3"
"8dqd__1__1.A__1.B|1.B","3"
"8dsh__1__1.A_1.B__1.C|1.C","3"
"8e1h__1__1.A__1.C_1.E_1.F|1.C","3"
"8eh0__1__1.A__1.C_1.E|1.E","3"
"8evx__1__1.A__1.C_1.D_1.E_1.F_1.G|1.C","3"
"8evz__1__1.A__1.D_1.E_1.F_1.G|1.F","3"
"8evz__1__1.A__1.D_1.E_1.F_1.G|1.G","3"
"8f5w__1__1.A_1.B__1.S_1.T|1.S","3"
"8f8m__1__1.A__1.C|1.C","3"
"8fb1__1__1.A__1.D|1.D","3"
"8fh9__1__1.A__1.B_1.C|1.C","3"
"8fjt__1__1.A_1.B__1.C_1.E|1.C","3"
"8fjy__1__1.A__1.B_1.C|1.B","3"
"8fp5__1__1.A__1.C_1.D|1.C","3"
"8fsi__1__1.A__1.B_1.C_1.D_1.F|1.C","3"
"8fx3__1__1.B__1.D|1.D","3"
"8g62__1__1.A__1.F_1.J_1.L|1.F","3"
"8geu__1__1.A__1.B|1.B","3"
"8gfs__1__1.A__1.B|1.B","3"
"8gpc__1__1.A__1.C_1.D_1.E|1.E","3"
"8gti__1__1.A__1.H|1.H","3"
"8gtm__1__1.A__1.C|1.C","3"
"8h4j__1__1.A_1.D__1.I_1.O|1.I","3"
"8h59__1__1.A__1.B|1.B","3"
"8hcc__1__1.B__1.I_1.J_1.K|1.I","3"
"8hjg__1__1.A__1.E_1.F|1.E","3"
"8hms__1__1.A__1.E|1.E","3"
"8ho5__1__1.A__1.B|1.B","3"
"8hrv__1__1.A_1.B_1.C__1.E_1.H|1.H","3"
"8hyp__1__2.A__2.B_2.C|2.C","3"
"8inv__1__1.A__1.B_1.C_1.D|1.B","3"
"8ivr__1__1.A__1.B|1.B","3"
"8j1g__1__1.B__1.H_1.I|1.I","3"
"8j40__1__1.A_2.A__1.D|1.D","3"
"8j5x__1__1.A__1.B|1.B","3"
"8j79__1__1.B__1.R_1.W_1.X|1.R","3"
"8jb3__1__1.A__1.B|1.B","3"
"8jdb__1__1.A__1.B_1.C|1.B","3"
"8jdb__1__1.A__1.B_1.C|1.C","3"
"8jdp__1__1.A__1.B_1.C|1.B","3"
"8jdv__1__1.A__1.B_1.C_1.D|1.B","3"
"8jjk__1__1.A__1.B_1.F_1.G_1.H|1.B","3"
"8jjn__1__1.A__1.D_1.E|1.D","3"
"8jk8__1__1.A__1.B_1.C_1.D|1.D","3"
"8jot__1__1.A__1.B|1.B","3"
"8jqp__1__2.A__2.C_2.D_2.E|2.C","3"
"8ju9__1__1.A_2.A_4.A__1.B|1.B","3"
"8k4c__1__1.B__1.G|1.G","3"
"8oov__1__1.A_1.B__1.D|1.D","3"
"8ovr__1__1.A__1.B|1.B","3"
"8ovs__1__1.A__1.C_1.F_1.I_1.Q_1.T|1.C","3"
"8p44__1__1.A_1.B__1.E|1.E","3"
"8pbo__1__1.A__1.C|1.C","3"
"8pji__1__1.A__1.E|1.E","3"
"8pp9__1__1.A__1.C_1.D_1.H|1.D","3"
"8pqf__1__1.A__1.C|1.C","3"
"8prx__1__1.D__1.IA_1.JA_1.KA|1.IA","3"
"8pxt__1__1.C__1.L|1.L","3"
"8q18__1__1.A__1.E_1.F_1.G|1.F","3"
"8qc5__1__1.B__1.E_1.F|1.E","3"
"8qel__1__1.B__1.C|1.C","3"
"8qmx__1__1.A__1.C_1.D_1.F|1.F","3"
"8qtj__1__1.A__1.E|1.E","3"
"8r12__1__1.A_1.B__1.C|1.C","3"
"8r42__1__1.B__1.Q|1.Q","3"
"8rkq__1__1.A__1.E|1.E","3"
"8s8x__1__1.A__1.C_1.E_1.F_1.I|1.I","3"
"8sft__1__1.A__1.E_1.F|1.E","3"
"8sft__1__1.A__1.E_1.F|1.F","3"
"8su1__1__1.A__1.C_1.D_1.E_1.F|1.F","3"
"8swu__1__1.A_1.B__1.D_1.E|1.D","3"
"8sx2__1__1.A__1.C|1.C","3"
"8sze__1__1.A__1.C|1.C","3"
"8t4o__1__1.A_1.B__1.C_1.D|1.D","3"
"8t5n__1__1.A__1.B_1.M|1.M","3"
"8u0n__1__1.B__1.E_1.F|1.E","3"
"8u8k__1__1.A__1.B|1.B","3"
"8usm__1__1.A__1.C|1.C","3"
"8ux7__1__1.B__1.I|1.I","3"
"8wnj__1__1.A__1.F|1.F","3"
"8wsm__1__1.A__1.B_1.C|1.C","3"
"8wzq__1__1.A__1.C|1.C","3"
"8xkf__1__1.A_1.C__1.M_1.S|1.S","3"
"8yhw__1__1.A__1.E_1.F|1.E","3"
"5s9y__1__1.A__1.K|1.K","4"
"5scn__1__1.A__1.B_1.C|1.C","4"
"5sf4__1__1.A__1.G|1.G","4"
"5shc__1__1.A__1.G|1.G","4"
"5sig__1__1.A__1.G|1.G","4"
"5sk9__1__1.A__1.G|1.G","4"
"6x4j__1__1.A_2.A__2.B_2.C_2.D_2.E|2.C","4"
"6x4k__1__1.A_2.A__1.B_1.C_1.D_1.E|1.C","4"
"7bia__1__1.A_1.B__1.D_1.E|1.D","4"
"7di7__1__1.A__1.D|1.D","4"
"7dji__1__1.D_1.E__1.L|1.L","4"
"7dyw__1__1.A__1.B_1.C|1.B","4"
"7eba__1__1.A__1.C|1.C","4"
"7ed1__1__1.A_1.B__1.C_1.D_1.E_1.F|1.C","4"
"7ejv__1__1.B__1.D|1.D","4"
"7ens__1__2.A__2.B_2.C_2.D|2.D","4"
"7eyt__1__1.A_1.C__1.E_1.F_1.G|1.F","4"
"7ezq__1__2.A__2.B_2.C|2.B","4"
"7f42__1__1.B__1.C|1.C","4"
"7f83__1__1.B__1.J|1.J","4"
"7f8t__1__1.A__1.L_1.M|1.M","4"
"7f99__1__1.B__1.L_1.O|1.O","4"
"7fan__1__1.A__1.B_1.C|1.B","4"
"7fsd__1__1.A__1.I|1.I","4"
"7ftu__1__1.A__1.C_1.D_1.E_1.G|1.G","4"
"7ftv__1__1.A__1.C|1.C","4"
"7ftw__1__1.A__1.C|1.C","4"
"7fuf__1__1.A__1.C|1.C","4"
"7fwm__1__1.A__1.B|1.B","4"
"7fwn__1__1.A__1.D|1.D","4"
"7fyr__1__1.A__1.B|1.B","4"
"7g00__1__1.A__1.Q|1.Q","4"
"7g07__1__1.A__1.B|1.B","4"
"7gav__1__1.A_1.B__1.E_1.I_1.J|1.I","4"
"7gbp__1__1.A_2.A__2.F|2.F","4"
"7gbr__1__1.A_2.A__2.F|2.F","4"
"7gce__1__1.A_2.A__2.E|2.E","4"
"7gdg__1__1.A_2.A__2.F|2.F","4"
"7ge4__1__1.A_2.A__1.E_1.F|1.F","4"
"7ges__1__1.A_2.A__2.E|2.E","4"
"7gfr__1__1.A_2.A__2.E|2.E","4"
"7gge__1__1.A_2.A__2.E_2.F|2.E","4"
"7ghn__1__1.A_1.B__1.N|1.N","4"
"7gid__1__1.A_1.B__1.E_1.F|1.F","4"
"7git__1__1.A_1.B__1.E_1.F|1.F","4"
"7giy__1__1.A_1.B__1.E_1.F|1.F","4"
"7gjx__1__1.A_1.B__1.E_1.J|1.J","4"
"7gm0__1__1.A_1.B__1.N|1.N","4"
"7gml__1__1.A_1.B__1.E_1.J|1.J","4"
"7gnh__1__1.A_1.B__1.M|1.M","4"
"7gnt__1__1.A_1.B__1.N_1.O|1.O","4"
"7gs0__1__1.A_1.B__1.D|1.D","4"
"7jni__1__1.A__1.C|1.C","4"
"7kh4__1__1.A_1.F__1.G_1.W|1.G","4"
"7l00__1__1.B__1.J_1.K_1.L|1.K","4"
"7le3__1__1.A_1.B__1.C|1.C","4"
"7lgx__1__2.B__2.F_2.H|2.F","4"
"7m9g__1__1.A_1.B__1.E|1.E","4"
"7ma3__1__1.A_1.B__1.E|1.E","4"
"7mjd__1__1.B__1.S|1.S","4"
"7mwv__1__1.A__1.B_1.C|1.B","4"
"7nah__1__1.A__1.C|1.C","4"
"7ngy__1__2.A__2.B|2.B","4"
"7nwc__1__1.A_1.B__1.G|1.G","4"
"7o6x__1__1.A__1.E|1.E","4"
"7oj6__1__1.A_1.C__1.Y|1.Y","4"
"7olr__1__1.A_2.A__2.B_2.C_2.D|2.C","4"
"7onf__1__1.A_2.A__1.C|1.C","4"
"7p1e__1__1.A__1.C_1.G|1.C","4"
"7pco__1__1.A_1.B__1.F_1.H_1.I_1.J|1.F","4"
"7pd6__1__1.A_1.B__1.K|1.K","4"
"7pe4__1__1.A__1.B_1.C|1.B","4"
"7puw__1__1.B__1.G_1.H|1.H","4"
"7q8z__1__1.A__1.E|1.E","4"
"7qzl__1__1.B__1.F_1.H|1.H","4"
"7rae__1__1.A__1.C|1.C","4"
"7rmb__1__1.A_2.A__2.B|2.B","4"
"7rre__1__1.A__1.B_1.C_1.D|1.B","4"
"7scw__1__1.A_1.B__1.C_1.D|1.D","4"
