_group_id,case_type,pose_kind,target,ligand_instance_chain,rmsd,success_rmsd_2,native_all_n,pred_all_n,all_precision,all_recall,all_f1,all_jaccard,all_native_n,all_pred_n,contact_precision,contact_recall,contact_f1,contact_jaccard,contact_native_n,contact_pred_n,hbond_proxy_precision,hbond_proxy_recall,hbond_proxy_f1,hbond_proxy_jaccard,hbond_proxy_native_n,hbond_proxy_pred_n,hydrophobic_proxy_precision,hydrophobic_proxy_recall,hydrophobic_proxy_f1,hydrophobic_proxy_jaccard,hydrophobic_proxy_native_n,hydrophobic_proxy_pred_n,all_unstructured_precision,all_unstructured_recall,all_unstructured_f1,all_unstructured_jaccard,all_unstructured_native_n,all_unstructured_pred_n,contact_unstructured_precision,contact_unstructured_recall,contact_unstructured_f1,contact_unstructured_jaccard,contact_unstructured_native_n,contact_unstructured_pred_n,hbond_proxy_unstructured_precision,hbond_proxy_unstructured_recall,hbond_proxy_unstructured_f1,hbond_proxy_unstructured_jaccard,hbond_proxy_unstructured_native_n,hbond_proxy_unstructured_pred_n,hydrophobic_proxy_unstructured_precision,hydrophobic_proxy_unstructured_recall,hydrophobic_proxy_unstructured_f1,hydrophobic_proxy_unstructured_jaccard,hydrophobic_proxy_unstructured_native_n,hydrophobic_proxy_unstructured_pred_n
af3_no_template|7vo5__1__1.A__1.B|1.B,kept_official,official,7vo5__1__1.A__1.B,1.B,9.114914894104004,False,47,44,0.0,0.0,0.0,0.0,47,44,0.0,0.0,0.0,0.0,22,22,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,0.0,21,18,0.875,0.875,0.875,0.7777777777777778,24,24,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8333333333333334,11,11,0.6666666666666666,1.0,0.8,0.6666666666666666,2,3,0.9,0.8181818181818182,0.8571428571428572,0.75,11,10
af3_no_template|7vo5__1__1.A__1.B|1.B,kept_official,selected,7vo5__1__1.A__1.B,1.B,9.114914894104004,False,47,44,0.0,0.0,0.0,0.0,47,44,0.0,0.0,0.0,0.0,22,22,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,0.0,21,18,0.875,0.875,0.875,0.7777777777777778,24,24,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8333333333333334,11,11,0.6666666666666666,1.0,0.8,0.6666666666666666,2,3,0.9,0.8181818181818182,0.8571428571428572,0.75,11,10
af3_no_template|7vpe__1__1.A__1.B|1.B,kept_official,official,7vpe__1__1.A__1.B,1.B,8.77868366241455,False,34,45,0.0,0.0,0.0,0.0,34,45,0.0,0.0,0.0,0.0,19,22,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,15,21,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.5652173913043478,18,18,0.875,0.7,0.7777777777777777,0.6363636363636364,10,8,0.0,0.0,0.0,0.0,0,2,0.75,0.75,0.75,0.6,8,8
af3_no_template|7vpe__1__1.A__1.B|1.B,kept_official,selected,7vpe__1__1.A__1.B,1.B,8.77868366241455,False,34,45,0.0,0.0,0.0,0.0,34,45,0.0,0.0,0.0,0.0,19,22,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,15,21,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.5652173913043478,18,18,0.875,0.7,0.7777777777777777,0.6363636363636364,10,8,0.0,0.0,0.0,0.0,0,2,0.75,0.75,0.75,0.6,8,8
af3_no_template|7vyp__1__1.A_1.B__1.C_1.K_1.P_1.Q|1.P,kept_official,official,7vyp__1__1.A_1.B__1.C_1.K_1.P_1.Q,1.P,7.625801086425781,False,40,40,0.0,0.0,0.0,0.0,40,40,0.0,0.0,0.0,0.0,19,20,0.0,0.0,0.0,0.0,8,3,0.0,0.0,0.0,0.0,13,17,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.6296296296296297,22,22,0.9,0.9,0.9,0.8181818181818182,10,10,0.3333333333333333,0.2,0.25,0.14285714285714285,5,3,0.7777777777777778,1.0,0.8750000000000001,0.7777777777777778,7,9
af3_no_template|7vyp__1__1.A_1.B__1.C_1.K_1.P_1.Q|1.P,kept_official,selected,7vyp__1__1.A_1.B__1.C_1.K_1.P_1.Q,1.P,7.625801086425781,False,40,40,0.0,0.0,0.0,0.0,40,40,0.0,0.0,0.0,0.0,19,20,0.0,0.0,0.0,0.0,8,3,0.0,0.0,0.0,0.0,13,17,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.6296296296296297,22,22,0.9,0.9,0.9,0.8181818181818182,10,10,0.3333333333333333,0.2,0.25,0.14285714285714285,5,3,0.7777777777777778,1.0,0.8750000000000001,0.7777777777777778,7,9
af3_no_template|7vzy__1__1.A_1.B__1.C_1.D_1.E_1.M|1.C,kept_official,official,7vzy__1__1.A_1.B__1.C_1.D_1.E_1.M,1.C,5.034926414489746,False,35,43,0.0,0.0,0.0,0.0,35,43,0.0,0.0,0.0,0.0,17,19,0.0,0.0,0.0,0.0,4,8,0.0,0.0,0.0,0.0,14,16,0.6666666666666666,0.9,0.7659574468085106,0.6206896551724138,20,27,0.8181818181818182,0.9,0.8571428571428572,0.75,10,11,0.42857142857142855,1.0,0.6,0.42857142857142855,3,7,0.6666666666666666,0.8571428571428571,0.75,0.6,7,9
af3_no_template|7vzy__1__1.A_1.B__1.C_1.D_1.E_1.M|1.C,kept_official,selected,7vzy__1__1.A_1.B__1.C_1.D_1.E_1.M,1.C,5.034926414489746,False,35,43,0.0,0.0,0.0,0.0,35,43,0.0,0.0,0.0,0.0,17,19,0.0,0.0,0.0,0.0,4,8,0.0,0.0,0.0,0.0,14,16,0.6666666666666666,0.9,0.7659574468085106,0.6206896551724138,20,27,0.8181818181818182,0.9,0.8571428571428572,0.75,10,11,0.42857142857142855,1.0,0.6,0.42857142857142855,3,7,0.6666666666666666,0.8571428571428571,0.75,0.6,7,9
af3_no_template|7vzz__1__1.A_1.B__1.AA_1.Y_1.Z|1.AA,kept_official,official,7vzz__1__1.A_1.B__1.AA_1.Y_1.Z,1.AA,3.472107172012329,False,33,41,0.0,0.0,0.0,0.0,33,41,0.0,0.0,0.0,0.0,17,19,0.0,0.0,0.0,0.0,4,6,0.0,0.0,0.0,0.0,12,16,0.7307692307692307,1.0,0.8444444444444443,0.7307692307692307,19,26,0.9090909090909091,1.0,0.9523809523809523,0.9090909090909091,10,11,0.5,1.0,0.6666666666666666,0.5,3,6,0.6666666666666666,1.0,0.8,0.6666666666666666,6,9
af3_no_template|7vzz__1__1.A_1.B__1.AA_1.Y_1.Z|1.AA,kept_official,selected,7vzz__1__1.A_1.B__1.AA_1.Y_1.Z,1.AA,3.472107172012329,False,33,41,0.0,0.0,0.0,0.0,33,41,0.0,0.0,0.0,0.0,17,19,0.0,0.0,0.0,0.0,4,6,0.0,0.0,0.0,0.0,12,16,0.7307692307692307,1.0,0.8444444444444443,0.7307692307692307,19,26,0.9090909090909091,1.0,0.9523809523809523,0.9090909090909091,10,11,0.5,1.0,0.6666666666666666,0.5,3,6,0.6666666666666666,1.0,0.8,0.6666666666666666,6,9
af3_no_template|7wdu__1__1.A__1.C|1.C,kept_official,official,7wdu__1__1.A__1.C,1.C,46.16215896606445,False,24,34,0.0,0.0,0.0,0.0,24,34,0.0,0.0,0.0,0.0,12,16,0.0,0.0,0.0,0.0,4,7,0.0,0.0,0.0,0.0,8,11,0.4583333333333333,0.55,0.5,0.3333333333333333,20,24,0.5454545454545454,0.6,0.5714285714285713,0.4,10,11,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.2857142857142857,3,6,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2727272727272727,7,7
af3_no_template|7wdu__1__1.A__1.C|1.C,kept_official,selected,7wdu__1__1.A__1.C,1.C,46.16215896606445,False,24,34,0.0,0.0,0.0,0.0,24,34,0.0,0.0,0.0,0.0,12,16,0.0,0.0,0.0,0.0,4,7,0.0,0.0,0.0,0.0,8,11,0.4583333333333333,0.55,0.5,0.3333333333333333,20,24,0.5454545454545454,0.6,0.5714285714285713,0.4,10,11,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.2857142857142857,3,6,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2727272727272727,7,7
af3_no_template|7wzv__1__1.A__1.C_1.E_1.F_1.K_1.O|1.F,kept_official,official,7wzv__1__1.A__1.C_1.E_1.F_1.K_1.O,1.F,0.4570302069187164,True,26,26,0.0,0.0,0.0,0.0,26,26,0.0,0.0,0.0,0.0,14,13,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,0.0,8,9,0.9230769230769231,0.96,0.9411764705882353,0.8888888888888888,25,26,1.0,1.0,1.0,1.0,13,13,1.0,1.0,1.0,1.0,4,4,0.7777777777777778,0.875,0.823529411764706,0.7,8,9
af3_no_template|7wzv__1__1.A__1.C_1.E_1.F_1.K_1.O|1.F,kept_official,selected,7wzv__1__1.A__1.C_1.E_1.F_1.K_1.O,1.F,0.4570302069187164,True,26,26,0.0,0.0,0.0,0.0,26,26,0.0,0.0,0.0,0.0,14,13,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,0.0,8,9,0.9230769230769231,0.96,0.9411764705882353,0.8888888888888888,25,26,1.0,1.0,1.0,1.0,13,13,1.0,1.0,1.0,1.0,4,4,0.7777777777777778,0.875,0.823529411764706,0.7,8,9
af3_no_template|7wzx__1__1.A__1.B_1.D_1.E_1.I|1.I,kept_official,official,7wzx__1__1.A__1.B_1.D_1.E_1.I,1.I,0.5268331170082092,True,26,25,0.0,0.0,0.0,0.0,26,25,0.0,0.0,0.0,0.0,14,13,0.0,0.0,0.0,0.0,4,3,0.0,0.0,0.0,0.0,8,9,0.92,0.92,0.92,0.8518518518518519,25,25,1.0,1.0,1.0,1.0,13,13,1.0,0.75,0.8571428571428571,0.75,4,3,0.7777777777777778,0.875,0.823529411764706,0.7,8,9
af3_no_template|7wzx__1__1.A__1.B_1.D_1.E_1.I|1.I,kept_official,selected,7wzx__1__1.A__1.B_1.D_1.E_1.I,1.I,0.5268331170082092,True,26,25,0.0,0.0,0.0,0.0,26,25,0.0,0.0,0.0,0.0,14,13,0.0,0.0,0.0,0.0,4,3,0.0,0.0,0.0,0.0,8,9,0.92,0.92,0.92,0.8518518518518519,25,25,1.0,1.0,1.0,1.0,13,13,1.0,0.75,0.8571428571428571,0.75,4,3,0.7777777777777778,0.875,0.823529411764706,0.7,8,9
af3_no_template|7x11__1__1.D__1.P|1.P,kept_official,official,7x11__1__1.D__1.P,1.P,42.67316055297852,False,32,37,0.0,0.0,0.0,0.0,32,37,0.0,0.0,0.0,0.0,16,18,0.0,0.0,0.0,0.0,1,3,0.0,0.0,0.0,0.0,15,16,0.8333333333333334,0.625,0.7142857142857143,0.5555555555555556,24,18,1.0,0.6666666666666666,0.8,0.6666666666666666,12,8,0.3333333333333333,1.0,0.5,0.3333333333333333,1,3,0.8571428571428571,0.5454545454545454,0.6666666666666665,0.5,11,7
af3_no_template|7x11__1__1.D__1.P|1.P,kept_official,selected,7x11__1__1.D__1.P,1.P,42.67316055297852,False,32,37,0.0,0.0,0.0,0.0,32,37,0.0,0.0,0.0,0.0,16,18,0.0,0.0,0.0,0.0,1,3,0.0,0.0,0.0,0.0,15,16,0.8333333333333334,0.625,0.7142857142857143,0.5555555555555556,24,18,1.0,0.6666666666666666,0.8,0.6666666666666666,12,8,0.3333333333333333,1.0,0.5,0.3333333333333333,1,3,0.8571428571428571,0.5454545454545454,0.6666666666666665,0.5,11,7
af3_no_template|7xpu__1__2.A__2.C_2.D|2.C,kept_official,official,7xpu__1__2.A__2.C_2.D,2.C,1.792219638824463,True,56,57,0.0,0.0,0.0,0.0,56,57,0.0,0.0,0.0,0.0,26,26,0.0,0.0,0.0,0.0,16,17,0.0,0.0,0.0,0.0,14,14,0.8571428571428571,0.96,0.9056603773584904,0.8275862068965517,25,28,0.9090909090909091,1.0,0.9523809523809523,0.9090909090909091,10,11,0.875,1.0,0.9333333333333333,0.875,7,8,0.7777777777777778,0.875,0.823529411764706,0.7,8,9
af3_no_template|7xpu__1__2.A__2.C_2.D|2.C,kept_official,selected,7xpu__1__2.A__2.C_2.D,2.C,1.792219638824463,True,56,57,0.0,0.0,0.0,0.0,56,57,0.0,0.0,0.0,0.0,26,26,0.0,0.0,0.0,0.0,16,17,0.0,0.0,0.0,0.0,14,14,0.8571428571428571,0.96,0.9056603773584904,0.8275862068965517,25,28,0.9090909090909091,1.0,0.9523809523809523,0.9090909090909091,10,11,0.875,1.0,0.9333333333333333,0.875,7,8,0.7777777777777778,0.875,0.823529411764706,0.7,8,9
af3_no_template|7xpv__1__1.A__1.C_1.D|1.C,kept_official,official,7xpv__1__1.A__1.C_1.D,1.C,1.9005030393600464,True,48,57,0.0,0.0,0.0,0.0,48,57,0.0,0.0,0.0,0.0,25,25,0.0,0.0,0.0,0.0,11,16,0.0,0.0,0.0,0.0,12,16,0.7777777777777778,0.9545454545454546,0.8571428571428572,0.75,22,27,0.8181818181818182,0.9,0.8571428571428572,0.75,10,11,0.8571428571428571,1.0,0.923076923076923,0.8571428571428571,6,7,0.6666666666666666,1.0,0.8,0.6666666666666666,6,9
af3_no_template|7xpv__1__1.A__1.C_1.D|1.C,kept_official,selected,7xpv__1__1.A__1.C_1.D,1.C,1.9005030393600464,True,48,57,0.0,0.0,0.0,0.0,48,57,0.0,0.0,0.0,0.0,25,25,0.0,0.0,0.0,0.0,11,16,0.0,0.0,0.0,0.0,12,16,0.7777777777777778,0.9545454545454546,0.8571428571428572,0.75,22,27,0.8181818181818182,0.9,0.8571428571428572,0.75,10,11,0.8571428571428571,1.0,0.923076923076923,0.8571428571428571,6,7,0.6666666666666666,1.0,0.8,0.6666666666666666,6,9
af3_no_template|7xxm__1__1.A_1.B_1.C__1.K|1.K,kept_official,official,7xxm__1__1.A_1.B_1.C__1.K,1.K,7.532651901245117,False,39,26,0.0,0.0,0.0,0.0,39,26,0.0,0.0,0.0,0.0,20,14,0.0,0.0,0.0,0.0,8,3,0.0,0.0,0.0,0.0,11,9,0.7142857142857143,0.5769230769230769,0.6382978723404256,0.46875,26,21,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.5714285714285714,11,11,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.125,6,3,0.8571428571428571,0.6666666666666666,0.75,0.6,9,7
af3_no_template|7xxm__1__1.A_1.B_1.C__1.K|1.K,kept_official,selected,7xxm__1__1.A_1.B_1.C__1.K,1.K,7.532651901245117,False,39,26,0.0,0.0,0.0,0.0,39,26,0.0,0.0,0.0,0.0,20,14,0.0,0.0,0.0,0.0,8,3,0.0,0.0,0.0,0.0,11,9,0.7142857142857143,0.5769230769230769,0.6382978723404256,0.46875,26,21,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.5714285714285714,11,11,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.125,6,3,0.8571428571428571,0.6666666666666666,0.75,0.6,9,7
af3_no_template|7xxn__1__2.A__2.B_2.C|2.B,kept_official,official,7xxn__1__2.A__2.B_2.C,2.B,3.677443027496338,False,29,28,0.0,0.0,0.0,0.0,29,28,0.0,0.0,0.0,0.0,14,13,0.0,0.0,0.0,0.0,2,3,0.0,0.0,0.0,0.0,13,12,0.7727272727272727,0.8095238095238095,0.7906976744186046,0.6538461538461539,21,22,0.9,0.9,0.9,0.8181818181818182,10,10,0.0,0.0,0.0,0.0,2,2,0.8,0.8888888888888888,0.8421052631578948,0.7272727272727273,9,10
af3_no_template|7xxn__1__2.A__2.B_2.C|2.B,kept_official,selected,7xxn__1__2.A__2.B_2.C,2.B,3.677443027496338,False,29,28,0.0,0.0,0.0,0.0,29,28,0.0,0.0,0.0,0.0,14,13,0.0,0.0,0.0,0.0,2,3,0.0,0.0,0.0,0.0,13,12,0.7727272727272727,0.8095238095238095,0.7906976744186046,0.6538461538461539,21,22,0.9,0.9,0.9,0.8181818181818182,10,10,0.0,0.0,0.0,0.0,2,2,0.8,0.8888888888888888,0.8421052631578948,0.7272727272727273,9,10
af3_no_template|7yd2__1__1.A_1.B__1.K|1.K,kept_official,official,7yd2__1__1.A_1.B__1.K,1.K,3.305356025695801,False,42,41,0.0,0.0,0.0,0.0,42,41,0.0,0.0,0.0,0.0,20,19,0.0,0.0,0.0,0.0,5,7,0.0,0.0,0.0,0.0,17,15,0.875,0.84,0.8571428571428572,0.75,25,24,0.8888888888888888,0.8,0.8421052631578948,0.7272727272727273,10,9,0.8333333333333334,1.0,0.9090909090909091,0.8333333333333334,5,6,0.8888888888888888,0.8,0.8421052631578948,0.7272727272727273,10,9
af3_no_template|7yd2__1__1.A_1.B__1.K|1.K,kept_official,selected,7yd2__1__1.A_1.B__1.K,1.K,3.305356025695801,False,42,41,0.0,0.0,0.0,0.0,42,41,0.0,0.0,0.0,0.0,20,19,0.0,0.0,0.0,0.0,5,7,0.0,0.0,0.0,0.0,17,15,0.875,0.84,0.8571428571428572,0.75,25,24,0.8888888888888888,0.8,0.8421052631578948,0.7272727272727273,10,9,0.8333333333333334,1.0,0.9090909090909091,0.8333333333333334,5,6,0.8888888888888888,0.8,0.8421052631578948,0.7272727272727273,10,9
af3_no_template|7ypu__1__1.A_1.B__1.I|1.I,kept_official,official,7ypu__1__1.A_1.B__1.I,1.I,6.225342273712158,False,27,31,0.0,0.0,0.0,0.0,27,31,0.0,0.0,0.0,0.0,14,15,0.0,0.0,0.0,0.0,5,8,0.0,0.0,0.0,0.0,8,8,0.6666666666666666,0.7619047619047619,0.7111111111111111,0.5517241379310345,21,24,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.6923076923076923,11,11,0.4,0.6666666666666666,0.5,0.3333333333333333,3,5,0.625,0.7142857142857143,0.6666666666666666,0.5,7,8
af3_no_template|7ypu__1__1.A_1.B__1.I|1.I,kept_official,selected,7ypu__1__1.A_1.B__1.I,1.I,6.225342273712158,False,27,31,0.0,0.0,0.0,0.0,27,31,0.0,0.0,0.0,0.0,14,15,0.0,0.0,0.0,0.0,5,8,0.0,0.0,0.0,0.0,8,8,0.6666666666666666,0.7619047619047619,0.7111111111111111,0.5517241379310345,21,24,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.6923076923076923,11,11,0.4,0.6666666666666666,0.5,0.3333333333333333,3,5,0.625,0.7142857142857143,0.6666666666666666,0.5,7,8
af3_no_template|7ypv__1__1.A_1.B__1.J|1.J,kept_official,official,7ypv__1__1.A_1.B__1.J,1.J,6.2982048988342285,False,40,35,0.0,0.0,0.0,0.0,40,35,0.0,0.0,0.0,0.0,19,19,0.0,0.0,0.0,0.0,6,7,0.0,0.0,0.0,0.0,15,9,0.5714285714285714,0.64,0.6037735849056605,0.43243243243243246,25,28,0.6428571428571429,0.8181818181818182,0.7200000000000001,0.5625,11,14,0.3333333333333333,0.5,0.4,0.25,4,6,0.625,0.5,0.5555555555555556,0.38461538461538464,10,8
af3_no_template|7ypv__1__1.A_1.B__1.J|1.J,kept_official,selected,7ypv__1__1.A_1.B__1.J,1.J,6.2982048988342285,False,40,35,0.0,0.0,0.0,0.0,40,35,0.0,0.0,0.0,0.0,19,19,0.0,0.0,0.0,0.0,6,7,0.0,0.0,0.0,0.0,15,9,0.5714285714285714,0.64,0.6037735849056605,0.43243243243243246,25,28,0.6428571428571429,0.8181818181818182,0.7200000000000001,0.5625,11,14,0.3333333333333333,0.5,0.4,0.25,4,6,0.625,0.5,0.5555555555555556,0.38461538461538464,10,8
af3_no_template|7yv4__1__1.A__1.B|1.B,kept_official,official,7yv4__1__1.A__1.B,1.B,17.120864868164062,False,30,38,0.0,0.0,0.0,0.0,30,38,0.0,0.0,0.0,0.0,16,19,0.0,0.0,0.0,0.0,3,4,0.0,0.0,0.0,0.0,11,15,0.2608695652173913,0.3333333333333333,0.2926829268292683,0.17142857142857143,18,23,0.4,0.4444444444444444,0.4210526315789474,0.26666666666666666,9,10,0.0,0.0,0.0,0.0,2,4,0.2222222222222222,0.2857142857142857,0.25,0.14285714285714285,7,9
af3_no_template|7yv4__1__1.A__1.B|1.B,kept_official,selected,7yv4__1__1.A__1.B,1.B,17.120864868164062,False,30,38,0.0,0.0,0.0,0.0,30,38,0.0,0.0,0.0,0.0,16,19,0.0,0.0,0.0,0.0,3,4,0.0,0.0,0.0,0.0,11,15,0.2608695652173913,0.3333333333333333,0.2926829268292683,0.17142857142857143,18,23,0.4,0.4444444444444444,0.4210526315789474,0.26666666666666666,9,10,0.0,0.0,0.0,0.0,2,4,0.2222222222222222,0.2857142857142857,0.25,0.14285714285714285,7,9
af3_no_template|7yxl__1__1.A__1.C_1.E|1.E,kept_official,official,7yxl__1__1.A__1.C_1.E,1.E,1.0503710508346558,True,32,36,0.0,0.0,0.0,0.0,32,36,0.0,0.0,0.0,0.0,14,16,0.0,0.0,0.0,0.0,9,10,0.0,0.0,0.0,0.0,9,10,1.0,0.9565217391304348,0.9777777777777777,0.9565217391304348,23,22,1.0,1.0,1.0,1.0,9,9,1.0,1.0,1.0,1.0,7,7,1.0,0.8571428571428571,0.923076923076923,0.8571428571428571,7,6
af3_no_template|7yxl__1__1.A__1.C_1.E|1.E,kept_official,selected,7yxl__1__1.A__1.C_1.E,1.E,1.0503710508346558,True,32,36,0.0,0.0,0.0,0.0,32,36,0.0,0.0,0.0,0.0,14,16,0.0,0.0,0.0,0.0,9,10,0.0,0.0,0.0,0.0,9,10,1.0,0.9565217391304348,0.9777777777777777,0.9565217391304348,23,22,1.0,1.0,1.0,1.0,9,9,1.0,1.0,1.0,1.0,7,7,1.0,0.8571428571428571,0.923076923076923,0.8571428571428571,7,6
af3_no_template|7z5u__1__1.A__1.B_1.C|1.C,kept_official,official,7z5u__1__1.A__1.B_1.C,1.C,0.8925914168357849,True,42,41,0.0,0.0,0.0,0.0,42,41,0.0,0.0,0.0,0.0,20,19,0.0,0.0,0.0,0.0,8,8,0.0,0.0,0.0,0.0,14,14,0.96,1.0,0.9795918367346939,0.96,24,25,0.9166666666666666,1.0,0.9565217391304348,0.9166666666666666,11,12,1.0,1.0,1.0,1.0,4,4,1.0,1.0,1.0,1.0,9,9
af3_no_template|7z5u__1__1.A__1.B_1.C|1.C,kept_official,selected,7z5u__1__1.A__1.B_1.C,1.C,0.8925914168357849,True,42,41,0.0,0.0,0.0,0.0,42,41,0.0,0.0,0.0,0.0,20,19,0.0,0.0,0.0,0.0,8,8,0.0,0.0,0.0,0.0,14,14,0.96,1.0,0.9795918367346939,0.96,24,25,0.9166666666666666,1.0,0.9565217391304348,0.9166666666666666,11,12,1.0,1.0,1.0,1.0,4,4,1.0,1.0,1.0,1.0,9,9
af3_no_template|7zg9__1__1.A__1.C|1.C,kept_official,official,7zg9__1__1.A__1.C,1.C,6.662994861602783,False,38,34,0.0,0.0,0.0,0.0,38,34,0.0,0.0,0.0,0.0,20,18,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,0.0,15,16,1.0,0.75,0.8571428571428571,0.75,24,18,1.0,0.8333333333333334,0.9090909090909091,0.8333333333333334,12,10,0.0,0.0,0.0,0.0,3,0,1.0,0.8888888888888888,0.9411764705882353,0.8888888888888888,9,8
af3_no_template|7zg9__1__1.A__1.C|1.C,kept_official,selected,7zg9__1__1.A__1.C,1.C,6.662994861602783,False,38,34,0.0,0.0,0.0,0.0,38,34,0.0,0.0,0.0,0.0,20,18,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,0.0,15,16,1.0,0.75,0.8571428571428571,0.75,24,18,1.0,0.8333333333333334,0.9090909090909091,0.8333333333333334,12,10,0.0,0.0,0.0,0.0,3,0,1.0,0.8888888888888888,0.9411764705882353,0.8888888888888888,9,8
af3_no_template|7zkw__1__1.A_1.C__1.E|1.E,kept_official,official,7zkw__1__1.A_1.C__1.E,1.E,2.233632802963257,False,30,28,0.0,0.0,0.0,0.0,30,28,0.0,0.0,0.0,0.0,15,13,0.0,0.0,0.0,0.0,4,7,0.0,0.0,0.0,0.0,11,8,0.8,0.7619047619047619,0.7804878048780488,0.64,21,20,1.0,0.9,0.9473684210526316,0.9,10,9,0.6,0.75,0.6666666666666665,0.5,4,5,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.4444444444444444,7,6
af3_no_template|7zkw__1__1.A_1.C__1.E|1.E,kept_official,selected,7zkw__1__1.A_1.C__1.E,1.E,2.233632802963257,False,30,28,0.0,0.0,0.0,0.0,30,28,0.0,0.0,0.0,0.0,15,13,0.0,0.0,0.0,0.0,4,7,0.0,0.0,0.0,0.0,11,8,0.8,0.7619047619047619,0.7804878048780488,0.64,21,20,1.0,0.9,0.9473684210526316,0.9,10,9,0.6,0.75,0.6666666666666665,0.5,4,5,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.4444444444444444,7,6
af3_no_template|8b25__1__1.A_1.B__1.J|1.J,kept_official,official,8b25__1__1.A_1.B__1.J,1.J,5.347884178161621,False,37,24,0.0,0.0,0.0,0.0,37,24,0.0,0.0,0.0,0.0,20,14,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,16,10,1.0,0.8571428571428571,0.923076923076923,0.8571428571428571,21,18,1.0,1.0,1.0,1.0,11,11,0.0,0.0,0.0,0.0,1,0,1.0,0.7777777777777778,0.8750000000000001,0.7777777777777778,9,7
af3_no_template|8b25__1__1.A_1.B__1.J|1.J,kept_official,selected,8b25__1__1.A_1.B__1.J,1.J,5.347884178161621,False,37,24,0.0,0.0,0.0,0.0,37,24,0.0,0.0,0.0,0.0,20,14,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,16,10,1.0,0.8571428571428571,0.923076923076923,0.8571428571428571,21,18,1.0,1.0,1.0,1.0,11,11,0.0,0.0,0.0,0.0,1,0,1.0,0.7777777777777778,0.8750000000000001,0.7777777777777778,9,7
af3_no_template|8c3u__1__1.A__1.C|1.C,kept_official,official,8c3u__1__1.A__1.C,1.C,7.541641712188721,False,36,28,0.0,0.0,0.0,0.0,36,28,0.0,0.0,0.0,0.0,16,13,0.0,0.0,0.0,0.0,6,4,0.0,0.0,0.0,0.0,14,11,0.72,0.8571428571428571,0.782608695652174,0.6428571428571429,21,25,0.7272727272727273,0.8888888888888888,0.7999999999999999,0.6666666666666666,9,11,0.75,0.75,0.75,0.6,4,4,0.7,0.875,0.7777777777777777,0.6363636363636364,8,10
af3_no_template|8c3u__1__1.A__1.C|1.C,kept_official,selected,8c3u__1__1.A__1.C,1.C,7.541641712188721,False,36,28,0.0,0.0,0.0,0.0,36,28,0.0,0.0,0.0,0.0,16,13,0.0,0.0,0.0,0.0,6,4,0.0,0.0,0.0,0.0,14,11,0.72,0.8571428571428571,0.782608695652174,0.6428571428571429,21,25,0.7272727272727273,0.8888888888888888,0.7999999999999999,0.6666666666666666,9,11,0.75,0.75,0.75,0.6,4,4,0.7,0.875,0.7777777777777777,0.6363636363636364,8,10
af3_no_template|8cfb__1__1.A__1.L|1.L,kept_official,official,8cfb__1__1.A__1.L,1.L,40.70075988769531,False,24,10,0.0,0.0,0.0,0.0,24,10,0.0,0.0,0.0,0.0,11,5,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,0.0,10,5,0.6666666666666666,0.25,0.36363636363636365,0.2222222222222222,16,6,0.6666666666666666,0.2857142857142857,0.4,0.25,7,3,0.0,0.0,0.0,0.0,3,0,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.2857142857142857,6,3
