dataset,mol_id,gpu,pid,log_path,tag,command,start_time
dockgen,5enr_1_MBX_0,4,1996701,logs/boltz_full_r1_s20_dockgen_5enr_1_MBX_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5enr_1_MBX_0 --gpu 4 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257156.9640145
posebusters_benchmark,7LCU_XTA,3,1997103,logs/boltz_full_r1_s20_posebusters_benchmark_7LCU_XTA.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7LCU_XTA --gpu 3 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257167.0940635
dockgen,5ent_1_MIY_0,2,1997765,logs/boltz_full_r1_s20_dockgen_5ent_1_MIY_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5ent_1_MIY_0 --gpu 2 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257197.4900131
posebusters_benchmark,7LEV_0JO,5,1997766,logs/boltz_full_r1_s20_posebusters_benchmark_7LEV_0JO.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7LEV_0JO --gpu 5 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257197.4913015
dockgen,5ers_1_AMP_1,7,1997767,logs/boltz_full_r1_s20_dockgen_5ers_1_AMP_1.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5ers_1_AMP_1 --gpu 7 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257197.4924839
posebusters_benchmark,7LJN_GTP,1,1998350,logs/boltz_full_r1_s20_posebusters_benchmark_7LJN_GTP.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7LJN_GTP --gpu 1 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257207.6224988
dockgen,5f2t_1_PLM_0,3,1999473,logs/boltz_full_r1_s20_dockgen_5f2t_1_PLM_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5f2t_1_PLM_0 --gpu 3 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257227.8946733
posebusters_benchmark,7LMO_NYO,4,1999474,logs/boltz_full_r1_s20_posebusters_benchmark_7LMO_NYO.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7LMO_NYO --gpu 4 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257227.8959377
dockgen,5f52_1_ASP_2,2,2000375,logs/boltz_full_r1_s20_dockgen_5f52_1_ASP_2.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5f52_1_ASP_2 --gpu 2 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257288.7697728
posebusters_benchmark,7LOE_Y84,7,2000376,logs/boltz_full_r1_s20_posebusters_benchmark_7LOE_Y84.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7LOE_Y84 --gpu 7 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257288.7714765
dockgen,5fiu_1_Y3J_3,3,2000783,logs/boltz_full_r1_s20_dockgen_5fiu_1_Y3J_3.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5fiu_1_Y3J_3 --gpu 3 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257298.9018154
posebusters_benchmark,7LOU_IFM,5,2000784,logs/boltz_full_r1_s20_posebusters_benchmark_7LOU_IFM.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7LOU_IFM --gpu 5 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257298.9033973
dockgen,5fxd_1_H7Y_1,4,2001554,logs/boltz_full_r1_s20_dockgen_5fxd_1_H7Y_1.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5fxd_1_H7Y_1 --gpu 4 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257309.0342999
posebusters_benchmark,7LT0_ONJ,7,2002410,logs/boltz_full_r1_s20_posebusters_benchmark_7LT0_ONJ.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7LT0_ONJ --gpu 7 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257359.734733
dockgen,5fxe_1_CIY_1,2,2002800,logs/boltz_full_r1_s20_dockgen_5fxe_1_CIY_1.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5fxe_1_CIY_1 --gpu 2 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257379.997144
posebusters_benchmark,7LZD_YHY,3,2003032,logs/boltz_full_r1_s20_posebusters_benchmark_7LZD_YHY.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7LZD_YHY --gpu 3 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257390.1265743
dockgen,5fxf_1_BEZ_0,4,2003033,logs/boltz_full_r1_s20_dockgen_5fxf_1_BEZ_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5fxf_1_BEZ_0 --gpu 4 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257390.1281245
posebusters_benchmark,7LZQ_YJV,7,2003615,logs/boltz_full_r1_s20_posebusters_benchmark_7LZQ_YJV.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7LZQ_YJV --gpu 7 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257400.255986
dockgen,5gqi_1_ATP_7,1,2004459,logs/boltz_full_r1_s20_dockgen_5gqi_1_ATP_7.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5gqi_1_ATP_7 --gpu 1 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257440.8045864
posebusters_benchmark,7M31_TDR,2,2004460,logs/boltz_full_r1_s20_posebusters_benchmark_7M31_TDR.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7M31_TDR --gpu 2 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257440.806395
dockgen,5gql_1_ATP_4,3,2004461,logs/boltz_full_r1_s20_dockgen_5gql_1_ATP_4.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5gql_1_ATP_4 --gpu 3 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257440.8079114
posebusters_benchmark,7M3H_YPV,7,2005045,logs/boltz_full_r1_s20_posebusters_benchmark_7M3H_YPV.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7M3H_YPV --gpu 7 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257450.9389453
dockgen,5hhz_1_ZME_0,4,2005816,logs/boltz_full_r1_s20_dockgen_5hhz_1_ZME_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5hhz_1_ZME_0 --gpu 4 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257461.0780506
posebusters_benchmark,7M41_YQG,5,2006509,logs/boltz_full_r1_s20_posebusters_benchmark_7M41_YQG.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7M41_YQG --gpu 5 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257511.7902188
dockgen,5hmr_1_FDZ_0,3,2006711,logs/boltz_full_r1_s20_dockgen_5hmr_1_FDZ_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5hmr_1_FDZ_0 --gpu 3 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257521.9192827
posebusters_benchmark,7M6K_YRJ,1,2007111,logs/boltz_full_r1_s20_posebusters_benchmark_7M6K_YRJ.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7M6K_YRJ --gpu 1 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257532.048056
dockgen,5hqx_1_EDZ_0,2,2007112,logs/boltz_full_r1_s20_dockgen_5hqx_1_EDZ_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5hqx_1_EDZ_0 --gpu 2 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257532.0499089
posebusters_benchmark,7MAE_XUS,4,2007729,logs/boltz_full_r1_s20_posebusters_benchmark_7MAE_XUS.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7MAE_XUS --gpu 4 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257542.1826005
dockgen,5hw0_1_GLU_2,5,2008543,logs/boltz_full_r1_s20_dockgen_5hw0_1_GLU_2.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5hw0_1_GLU_2 --gpu 5 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257562.4601984
posebusters_benchmark,7MEU_MGP,3,2008975,logs/boltz_full_r1_s20_posebusters_benchmark_7MEU_MGP.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7MEU_MGP --gpu 3 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257582.7424731
dockgen,5ida_1_BMA_0,7,2008976,logs/boltz_full_r1_s20_dockgen_5ida_1_BMA_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5ida_1_BMA_0 --gpu 7 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257582.743542
posebusters_benchmark,7MFP_Z7P,2,2009382,logs/boltz_full_r1_s20_posebusters_benchmark_7MFP_Z7P.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7MFP_Z7P --gpu 2 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257592.8739095
dockgen,5k3o_2_ASP_0,4,2009383,logs/boltz_full_r1_s20_dockgen_5k3o_2_ASP_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5k3o_2_ASP_0 --gpu 4 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257592.8755383
posebusters_benchmark,7MGT_ZD4,1,2010560,logs/boltz_full_r1_s20_posebusters_benchmark_7MGT_ZD4.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7MGT_ZD4 --gpu 1 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257613.15916
dockgen,5k45_2_GLU_1,5,2011003,logs/boltz_full_r1_s20_dockgen_5k45_2_GLU_1.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5k45_2_GLU_1 --gpu 5 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257633.4625695
posebusters_benchmark,7MGY_ZD1,7,2011221,logs/boltz_full_r1_s20_posebusters_benchmark_7MGY_ZD1.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7MGY_ZD1 --gpu 7 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257643.59998
dockgen,5k4h_2_GLU_3,3,2011610,logs/boltz_full_r1_s20_dockgen_5k4h_2_GLU_3.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5k4h_2_GLU_3 --gpu 3 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257653.7343295
posebusters_benchmark,7MMH_ZJY,2,2011997,logs/boltz_full_r1_s20_posebusters_benchmark_7MMH_ZJY.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7MMH_ZJY --gpu 2 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257663.871817
dockgen,5k62_1_ASN-VAL_0,1,2012422,logs/boltz_full_r1_s20_dockgen_5k62_1_ASN-VAL_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5k62_1_ASN-VAL_0 --gpu 1 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257674.0053174
posebusters_benchmark,7MOI_HPS,4,2012811,logs/boltz_full_r1_s20_posebusters_benchmark_7MOI_HPS.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7MOI_HPS --gpu 4 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257684.139694
dockgen,5k63_1_ASN-GLY_0,2,2013438,logs/boltz_full_r1_s20_dockgen_5k63_1_ASN-GLY_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5k63_1_ASN-GLY_0 --gpu 2 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257714.5365682
posebusters_benchmark,7MRH_ZMJ,5,2013439,logs/boltz_full_r1_s20_posebusters_benchmark_7MRH_ZMJ.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7MRH_ZMJ --gpu 5 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257714.5378134
dockgen,5k66_1_ASN-GLU_0,1,2013827,logs/boltz_full_r1_s20_dockgen_5k66_1_ASN-GLU_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5k66_1_ASN-GLU_0 --gpu 1 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257724.6677356
posebusters_benchmark,7MS7_ZQ1,3,2013828,logs/boltz_full_r1_s20_posebusters_benchmark_7MS7_ZQ1.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7MS7_ZQ1 --gpu 3 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257724.6693122
dockgen,5mh1_1_BMA_0,4,2014673,logs/boltz_full_r1_s20_dockgen_5mh1_1_BMA_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5mh1_1_BMA_0 --gpu 4 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257734.8001766
posebusters_benchmark,7MSR_DCA,2,2015856,logs/boltz_full_r1_s20_posebusters_benchmark_7MSR_DCA.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7MSR_DCA --gpu 2 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257795.6815155
dockgen,5u82_2_ZN0_0,3,2015857,logs/boltz_full_r1_s20_dockgen_5u82_2_ZN0_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 5u82_2_ZN0_0 --gpu 3 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257795.682827
posebusters_benchmark,7MWN_WI5,5,2015858,logs/boltz_full_r1_s20_posebusters_benchmark_7MWN_WI5.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7MWN_WI5 --gpu 5 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257795.6839647
dockgen,6a71_1_9UX_0,1,2016437,logs/boltz_full_r1_s20_dockgen_6a71_1_9UX_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 6a71_1_9UX_0 --gpu 1 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257805.8130744
posebusters_benchmark,7MWU_ZPM,4,2016438,logs/boltz_full_r1_s20_posebusters_benchmark_7MWU_ZPM.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7MWU_ZPM --gpu 4 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257805.8147764
dockgen,6a72_1_9UX_0,1,2017633,logs/boltz_full_r1_s20_dockgen_6a72_1_9UX_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 6a72_1_9UX_0 --gpu 1 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257826.0821111
posebusters_benchmark,7MY1_IPE,7,2017634,logs/boltz_full_r1_s20_posebusters_benchmark_7MY1_IPE.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7MY1_IPE --gpu 7 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257826.0840914
dockgen,6b1b_1_TMO_15,1,2018221,logs/boltz_full_r1_s20_dockgen_6b1b_1_TMO_15.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 6b1b_1_TMO_15 --gpu 1 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257846.385962
posebusters_benchmark,7MYU_ZR7,3,2018420,logs/boltz_full_r1_s20_posebusters_benchmark_7MYU_ZR7.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7MYU_ZR7 --gpu 3 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257856.5185544
dockgen,6ea9_1_9BG_0,4,2019048,logs/boltz_full_r1_s20_dockgen_6ea9_1_9BG_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 6ea9_1_9BG_0 --gpu 4 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257876.7760956
posebusters_benchmark,7MZS_GLA,5,2019049,logs/boltz_full_r1_s20_posebusters_benchmark_7MZS_GLA.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7MZS_GLA --gpu 5 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257876.777482
dockgen,6ep5_1_ADP_1,7,2019438,logs/boltz_full_r1_s20_dockgen_6ep5_1_ADP_1.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 6ep5_1_ADP_1 --gpu 7 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257886.909144
posebusters_benchmark,7N03_ZRP,2,2020018,logs/boltz_full_r1_s20_posebusters_benchmark_7N03_ZRP.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7N03_ZRP --gpu 2 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257897.0357823
dockgen,6etf_1_AMP_0,1,2020456,logs/boltz_full_r1_s20_dockgen_6etf_1_AMP_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 6etf_1_AMP_0 --gpu 1 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257907.17445
posebusters_benchmark,7N4N_0BK,3,2021090,logs/boltz_full_r1_s20_posebusters_benchmark_7N4N_0BK.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7N4N_0BK --gpu 3 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257947.7557104
dockgen,6fgc_1_ADP_1,5,2021091,logs/boltz_full_r1_s20_dockgen_6fgc_1_ADP_1.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 6fgc_1_ADP_1 --gpu 5 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257947.757334
posebusters_benchmark,7N4W_P4V,2,2021540,logs/boltz_full_r1_s20_posebusters_benchmark_7N4W_P4V.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7N4W_P4V --gpu 2 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257957.8803015
dockgen,6fgc_1_D95_1,4,2021541,logs/boltz_full_r1_s20_dockgen_6fgc_1_D95_1.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 6fgc_1_D95_1 --gpu 4 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257957.882191
posebusters_benchmark,7N6F_0I1,7,2021542,logs/boltz_full_r1_s20_posebusters_benchmark_7N6F_0I1.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 7N6F_0I1 --gpu 7 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257957.883869
dockgen,6gbf_1_AMP_0,1,2022555,logs/boltz_full_r1_s20_dockgen_6gbf_1_AMP_0.log,full_r1_s20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/69_run_posebench_boltz_case.py --dataset dockgen --case-id 6gbf_1_AMP_0 --gpu 1 --model boltz1 --tag full_r1_s20 --recycling-steps 1 --sampling-steps 20 --diffusion-samples 1 --timeout 7200,1779257968.0101385
