dataset,mol_id,gpu,pid,log_path,tag,command,start_time,status,exit_code,elapsed_sec
astex_diverse,1TZ8_DES,4,248001,logs/chai_default_s5_t200_astex_diverse_1TZ8_DES.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1TZ8_DES --gpu 4 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779105822.5940788,finished,0,120.131
posebusters_benchmark,7B2C_TP7,6,248720,logs/chai_default_s5_t200_posebusters_benchmark_7B2C_TP7.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7B2C_TP7 --gpu 6 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779105832.606172,finished,0,20.02
dockgen,3eca_1_ASP_3,6,249472,logs/chai_default_s5_t200_dockgen_3eca_1_ASP_3.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 3eca_1_ASP_3 --gpu 6 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779105852.6286378,finished,0,180.198
astex_diverse,1U1C_BAU,5,250219,logs/chai_default_s5_t200_astex_diverse_1U1C_BAU.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1U1C_BAU --gpu 5 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779105872.6509228,finished,0,70.075
posebusters_benchmark,7B94_ANP,1,251341,logs/chai_default_s5_t200_posebusters_benchmark_7B94_ANP.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7B94_ANP --gpu 1 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779105912.6937292,finished,0,190.209
dockgen,3gf4_1_FAD_1,7,252230,logs/chai_default_s5_t200_dockgen_3gf4_1_FAD_1.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 3gf4_1_FAD_1 --gpu 7 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779105942.7277648,finished,0,120.131
astex_diverse,1U4D_DBQ,4,252231,logs/chai_default_s5_t200_astex_diverse_1U4D_DBQ.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1U4D_DBQ --gpu 4 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779105942.729187,finished,0,190.211
posebusters_benchmark,7BA0_T5H,5,252232,logs/chai_default_s5_t200_posebusters_benchmark_7BA0_T5H.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7BA0_T5H --gpu 5 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779105942.7308989,finished,0,70.073
dockgen,3gf4_1_U5P_0,0,254734,logs/chai_default_s5_t200_dockgen_3gf4_1_U5P_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 3gf4_1_U5P_0 --gpu 0 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106002.7939355,finished,0,120.135
astex_diverse,1UML_FR4,2,255455,logs/chai_default_s5_t200_astex_diverse_1UML_FR4.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1UML_FR4 --gpu 2 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106012.8066967,finished,0,90.097
posebusters_benchmark,7BCP_GCO,5,255456,logs/chai_default_s5_t200_posebusters_benchmark_7BCP_GCO.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7BCP_GCO --gpu 5 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106012.8076665,finished,0,100.11
dockgen,3he3_5_UDP_0,6,256942,logs/chai_default_s5_t200_dockgen_3he3_5_UDP_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 3he3_5_UDP_0 --gpu 6 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106032.8286114,finished,0,120.134
astex_diverse,1UNL_RRC,7,257863,logs/chai_default_s5_t200_astex_diverse_1UNL_RRC.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1UNL_RRC --gpu 7 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106062.8610528,finished,0,290.313
posebusters_benchmark,7BHX_TO5,3,258900,logs/chai_default_s5_t200_posebusters_benchmark_7BHX_TO5.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7BHX_TO5 --gpu 3 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106092.8930871,finished,0,120.135
dockgen,3it6_1_ORN_1,1,259666,logs/chai_default_s5_t200_dockgen_3it6_1_ORN_1.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 3it6_1_ORN_1 --gpu 1 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106102.905583,finished,0,190.209
astex_diverse,1UOU_CMU,2,259667,logs/chai_default_s5_t200_astex_diverse_1UOU_CMU.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1UOU_CMU --gpu 2 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106102.9070613,finished,0,120.132
posebusters_benchmark,7BJ6_TVK,5,261137,logs/chai_default_s5_t200_posebusters_benchmark_7BJ6_TVK.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7BJ6_TVK --gpu 5 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106112.9186044,finished,0,70.076
dockgen,3k8l_1_GLC-GLC-GLC-GLC-GLC_0,0,261840,logs/chai_default_s5_t200_dockgen_3k8l_1_GLC-GLC-GLC-GLC-GLC_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 3k8l_1_GLC-GLC-GLC-GLC-GLC_0 --gpu 0 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106122.930451,finished,0,210.222
astex_diverse,1V0P_PVB,4,262577,logs/chai_default_s5_t200_astex_diverse_1V0P_PVB.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1V0P_PVB --gpu 4 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106132.9423428,finished,0,190.206
posebusters_benchmark,7BJJ_TVW,6,263375,logs/chai_default_s5_t200_posebusters_benchmark_7BJJ_TVW.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7BJJ_TVW --gpu 6 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106152.96483,finished,0,90.097
dockgen,3k8m_1_GLC-GLC-AC1_0,5,264286,logs/chai_default_s5_t200_dockgen_3k8m_1_GLC-GLC-AC1_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 3k8m_1_GLC-GLC-AC1_0 --gpu 5 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106182.9973414,finished,0,200.212
astex_diverse,1V48_HA1,3,265284,logs/chai_default_s5_t200_astex_diverse_1V48_HA1.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1V48_HA1 --gpu 3 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106213.0291772,finished,0,90.097
posebusters_benchmark,7BKA_4JC,2,266054,logs/chai_default_s5_t200_posebusters_benchmark_7BKA_4JC.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7BKA_4JC --gpu 2 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106223.041217,finished,0,310.336
dockgen,3nvv_1_MTE_1,6,266883,logs/chai_default_s5_t200_dockgen_3nvv_1_MTE_1.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 3nvv_1_MTE_1 --gpu 6 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106243.0636282,finished,0,290.314
astex_diverse,1V4S_MRK,1,268899,logs/chai_default_s5_t200_astex_diverse_1V4S_MRK.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1V4S_MRK --gpu 1 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106293.1163785,finished,0,120.125
posebusters_benchmark,7BLA_WCS,3,269616,logs/chai_default_s5_t200_posebusters_benchmark_7BLA_WCS.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7BLA_WCS --gpu 3 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106303.127928,finished,0,70.069
dockgen,3o01_2_DXC_0,4,270581,logs/chai_default_s5_t200_dockgen_3o01_2_DXC_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 3o01_2_DXC_0 --gpu 4 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106323.149754,finished,0,90.092
astex_diverse,1VCJ_IBA,0,271343,logs/chai_default_s5_t200_astex_diverse_1VCJ_IBA.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1VCJ_IBA --gpu 0 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106333.1543653,finished,0,120.134
posebusters_benchmark,7BLG_GAL,7,272131,logs/chai_default_s5_t200_posebusters_benchmark_7BLG_GAL.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7BLG_GAL --gpu 7 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106353.176907,finished,0,70.079
dockgen,3o02_2_JN3_0,3,272831,logs/chai_default_s5_t200_dockgen_3o02_2_JN3_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 3o02_2_JN3_0 --gpu 3 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106373.1989446,finished,0,90.102
astex_diverse,1W1P_GIO,5,273484,logs/chai_default_s5_t200_astex_diverse_1W1P_GIO.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1W1P_GIO --gpu 5 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106383.2111614,finished,0,280.315
posebusters_benchmark,7BMI_U4B,1,274246,logs/chai_default_s5_t200_posebusters_benchmark_7BMI_U4B.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7BMI_U4B --gpu 1 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106413.24369,finished,0,120.134
dockgen,3o7j_1_2AL_0,4,274247,logs/chai_default_s5_t200_dockgen_3o7j_1_2AL_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 3o7j_1_2AL_0 --gpu 4 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106413.245352,finished,0,70.077
astex_diverse,1W2G_THM,7,275641,logs/chai_default_s5_t200_astex_diverse_1W2G_THM.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1W2G_THM --gpu 7 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106423.2577372,finished,0,120.134
posebusters_benchmark,7BNH_BEZ,0,276571,logs/chai_default_s5_t200_posebusters_benchmark_7BNH_BEZ.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7BNH_BEZ --gpu 0 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106453.2904072,finished,0,70.075
dockgen,3q14_1_PCR_3,3,277293,logs/chai_default_s5_t200_dockgen_3q14_1_PCR_3.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 3q14_1_PCR_3 --gpu 3 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106463.3024962,finished,0,190.211
astex_diverse,1X8X_TYR,4,278063,logs/chai_default_s5_t200_astex_diverse_1X8X_TYR.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1X8X_TYR --gpu 4 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106483.325078,finished,0,90.099
posebusters_benchmark,7BTT_F8R,0,278942,logs/chai_default_s5_t200_posebusters_benchmark_7BTT_F8R.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7BTT_F8R --gpu 0 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106523.3671691,finished,0,90.102
dockgen,3qrc_2_GU4-YYJ_0,2,279646,logs/chai_default_s5_t200_dockgen_3qrc_2_GU4-YYJ_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 3qrc_2_GU4-YYJ_0 --gpu 2 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106533.3795097,finished,0,70.077
astex_diverse,1XM6_5RM,6,279647,logs/chai_default_s5_t200_astex_diverse_1XM6_5RM.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1XM6_5RM --gpu 6 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106533.3806336,finished,0,190.215
posebusters_benchmark,7C0U_FGO,1,279648,logs/chai_default_s5_t200_posebusters_benchmark_7C0U_FGO.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7C0U_FGO --gpu 1 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106533.3819463,finished,0,290.316
dockgen,3s5x_1_BMA-MAN-MAN-MAN-MAN_0,7,281635,logs/chai_default_s5_t200_dockgen_3s5x_1_BMA-MAN-MAN-MAN-MAN_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 3s5x_1_BMA-MAN-MAN-MAN-MAN_0 --gpu 7 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106543.393836,finished,0,80.088
astex_diverse,1XOQ_ROF,4,282470,logs/chai_default_s5_t200_astex_diverse_1XOQ_ROF.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1XOQ_ROF --gpu 4 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106573.426448,finished,0,190.213
posebusters_benchmark,7C3U_AZG,2,283393,logs/chai_default_s5_t200_posebusters_benchmark_7C3U_AZG.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7C3U_AZG --gpu 2 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106603.4589043,finished,0,100.113
dockgen,3s6a_1_ANP_0,0,284096,logs/chai_default_s5_t200_dockgen_3s6a_1_ANP_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 3s6a_1_ANP_0 --gpu 0 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106613.4713235,finished,0,70.078
astex_diverse,1XOZ_CIA,7,284838,logs/chai_default_s5_t200_astex_diverse_1XOZ_CIA.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1XOZ_CIA --gpu 7 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106623.4834542,finished,0,90.1
posebusters_benchmark,7C6P_SQH,3,285788,logs/chai_default_s5_t200_posebusters_benchmark_7C6P_SQH.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7C6P_SQH --gpu 3 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106653.5159886,finished,0,70.08
dockgen,3se5_1_ANP_2,5,286491,logs/chai_default_s5_t200_dockgen_3se5_1_ANP_2.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 3se5_1_ANP_2 --gpu 5 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106663.5285406,finished,0,120.135
astex_diverse,1Y6B_AAX,0,287300,logs/chai_default_s5_t200_astex_diverse_1Y6B_AAX.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1Y6B_AAX --gpu 0 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106683.5511472,finished,0,90.1
posebusters_benchmark,7C8Q_DSG,2,288145,logs/chai_default_s5_t200_posebusters_benchmark_7C8Q_DSG.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7C8Q_DSG --gpu 2 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106703.5737145,finished,0,190.209
dockgen,3sr6_1_MTE_1,7,288860,logs/chai_default_s5_t200_dockgen_3sr6_1_MTE_1.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 3sr6_1_MTE_1 --gpu 7 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106713.5856044,finished,0,290.321
astex_diverse,1YGC_905,6,289635,logs/chai_default_s5_t200_astex_diverse_1YGC_905.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1YGC_905 --gpu 6 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106723.5975072,finished,0,100.101
posebusters_benchmark,7CD9_FVR,3,289636,logs/chai_default_s5_t200_posebusters_benchmark_7CD9_FVR.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7CD9_FVR --gpu 3 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106723.598605,finished,0,120.13
dockgen,3ub7_1_ACM_1,4,291238,logs/chai_default_s5_t200_dockgen_3ub7_1_ACM_1.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 3ub7_1_ACM_1 --gpu 4 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106763.6414251,finished,0,70.075
astex_diverse,1YQY_915,0,291963,logs/chai_default_s5_t200_astex_diverse_1YQY_915.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1YQY_915 --gpu 0 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106773.6532047,finished,0,180.198
posebusters_benchmark,7CIJ_G0C,5,292818,logs/chai_default_s5_t200_posebusters_benchmark_7CIJ_G0C.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7CIJ_G0C --gpu 5 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106783.66546,finished,0,60.063
dockgen,3ub9_1_NHY_1,1,293811,logs/chai_default_s5_t200_dockgen_3ub9_1_NHY_1.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 3ub9_1_NHY_1 --gpu 1 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106823.7008364,finished,0,70.082
astex_diverse,1YV3_BIT,6,293812,logs/chai_default_s5_t200_astex_diverse_1YV3_BIT.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 1YV3_BIT --gpu 6 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106823.702388,finished,0,180.204
posebusters_benchmark,7CL8_TES,4,295154,logs/chai_default_s5_t200_posebusters_benchmark_7CL8_TES.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7CL8_TES --gpu 4 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106833.718369,finished,0,120.133
dockgen,3uni_1_SAL_0,3,295905,logs/chai_default_s5_t200_dockgen_3uni_1_SAL_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 3uni_1_SAL_0 --gpu 3 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779106843.7306135,finished,0,50.053
