dataset,mol_id,pdb_id,method,priority,role,state,gpu_required,protein_pdb,ligand_file,case_dir,output_dir,command_template
astex_diverse,2BR1_PFP,2br1,boltz1_gpu,3,cofolding_foundation_baseline,ok,True,external/PoseBench/data/astex_diverse_set/2BR1_PFP/2BR1_PFP_protein.pdb,external/PoseBench/data/astex_diverse_set/2BR1_PFP/2BR1_PFP_ligand.sdf,external/PoseBench/data/astex_diverse_set/2BR1_PFP,results/posebench_702_predictions/boltz1_gpu/astex_diverse/2BR1_PFP,python scripts/69_run_posebench_boltz_case.py --dataset astex_diverse --case-id 2BR1_PFP
astex_diverse,2BR1_PFP,2br1,chai1_gpu,4,cofolding_foundation_baseline,ok,True,external/PoseBench/data/astex_diverse_set/2BR1_PFP/2BR1_PFP_protein.pdb,external/PoseBench/data/astex_diverse_set/2BR1_PFP/2BR1_PFP_ligand.sdf,external/PoseBench/data/astex_diverse_set/2BR1_PFP,results/posebench_702_predictions/chai1_gpu/astex_diverse/2BR1_PFP,python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 2BR1_PFP
astex_diverse,2BSM_BSM,2bsm,vina_cpu_full,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/astex_diverse_set/2BSM_BSM/2BSM_BSM_protein.pdb,external/PoseBench/data/astex_diverse_set/2BSM_BSM/2BSM_BSM_ligand.sdf,external/PoseBench/data/astex_diverse_set/2BSM_BSM,results/posebench_702_predictions/vina_cpu_full/astex_diverse/2BSM_BSM,python scripts/67_run_posebench_vina_case.py --dataset astex_diverse --case-id 2BSM_BSM
astex_diverse,2BSM_BSM,2bsm,diffdock_l_gpu,2,diffusion_docking_external_ai_baseline,ok,True,external/PoseBench/data/astex_diverse_set/2BSM_BSM/2BSM_BSM_protein.pdb,external/PoseBench/data/astex_diverse_set/2BSM_BSM/2BSM_BSM_ligand.sdf,external/PoseBench/data/astex_diverse_set/2BSM_BSM,results/posebench_702_predictions/diffdock_l_gpu/astex_diverse/2BSM_BSM,python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 2BSM_BSM
astex_diverse,2BSM_BSM,2bsm,boltz1_gpu,3,cofolding_foundation_baseline,ok,True,external/PoseBench/data/astex_diverse_set/2BSM_BSM/2BSM_BSM_protein.pdb,external/PoseBench/data/astex_diverse_set/2BSM_BSM/2BSM_BSM_ligand.sdf,external/PoseBench/data/astex_diverse_set/2BSM_BSM,results/posebench_702_predictions/boltz1_gpu/astex_diverse/2BSM_BSM,python scripts/69_run_posebench_boltz_case.py --dataset astex_diverse --case-id 2BSM_BSM
astex_diverse,2BSM_BSM,2bsm,chai1_gpu,4,cofolding_foundation_baseline,ok,True,external/PoseBench/data/astex_diverse_set/2BSM_BSM/2BSM_BSM_protein.pdb,external/PoseBench/data/astex_diverse_set/2BSM_BSM/2BSM_BSM_ligand.sdf,external/PoseBench/data/astex_diverse_set/2BSM_BSM,results/posebench_702_predictions/chai1_gpu/astex_diverse/2BSM_BSM,python scripts/70_run_posebench_chai_case.py --dataset astex_diverse --case-id 2BSM_BSM
posebusters_benchmark,5S8I_2LY,5s8i,vina_cpu_full,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/5S8I_2LY/5S8I_2LY_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/5S8I_2LY/5S8I_2LY_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/5S8I_2LY,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/5S8I_2LY,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 5S8I_2LY
posebusters_benchmark,5S8I_2LY,5s8i,diffdock_l_gpu,2,diffusion_docking_external_ai_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/5S8I_2LY/5S8I_2LY_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/5S8I_2LY/5S8I_2LY_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/5S8I_2LY,results/posebench_702_predictions/diffdock_l_gpu/posebusters_benchmark/5S8I_2LY,python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 5S8I_2LY
posebusters_benchmark,5S8I_2LY,5s8i,boltz1_gpu,3,cofolding_foundation_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/5S8I_2LY/5S8I_2LY_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/5S8I_2LY/5S8I_2LY_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/5S8I_2LY,results/posebench_702_predictions/boltz1_gpu/posebusters_benchmark/5S8I_2LY,python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 5S8I_2LY
posebusters_benchmark,5S8I_2LY,5s8i,chai1_gpu,4,cofolding_foundation_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/5S8I_2LY/5S8I_2LY_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/5S8I_2LY/5S8I_2LY_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/5S8I_2LY,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/5S8I_2LY,python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 5S8I_2LY
posebusters_benchmark,5SAK_ZRY,5sak,vina_cpu_full,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/5SAK_ZRY/5SAK_ZRY_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/5SAK_ZRY/5SAK_ZRY_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/5SAK_ZRY,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/5SAK_ZRY,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 5SAK_ZRY
posebusters_benchmark,5SAK_ZRY,5sak,diffdock_l_gpu,2,diffusion_docking_external_ai_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/5SAK_ZRY/5SAK_ZRY_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/5SAK_ZRY/5SAK_ZRY_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/5SAK_ZRY,results/posebench_702_predictions/diffdock_l_gpu/posebusters_benchmark/5SAK_ZRY,python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 5SAK_ZRY
posebusters_benchmark,5SAK_ZRY,5sak,boltz1_gpu,3,cofolding_foundation_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/5SAK_ZRY/5SAK_ZRY_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/5SAK_ZRY/5SAK_ZRY_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/5SAK_ZRY,results/posebench_702_predictions/boltz1_gpu/posebusters_benchmark/5SAK_ZRY,python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 5SAK_ZRY
posebusters_benchmark,5SAK_ZRY,5sak,chai1_gpu,4,cofolding_foundation_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/5SAK_ZRY/5SAK_ZRY_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/5SAK_ZRY/5SAK_ZRY_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/5SAK_ZRY,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/5SAK_ZRY,python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 5SAK_ZRY
posebusters_benchmark,5SB2_1K2,5sb2,vina_cpu_full,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/5SB2_1K2/5SB2_1K2_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/5SB2_1K2/5SB2_1K2_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/5SB2_1K2,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/5SB2_1K2,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 5SB2_1K2
posebusters_benchmark,5SB2_1K2,5sb2,diffdock_l_gpu,2,diffusion_docking_external_ai_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/5SB2_1K2/5SB2_1K2_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/5SB2_1K2/5SB2_1K2_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/5SB2_1K2,results/posebench_702_predictions/diffdock_l_gpu/posebusters_benchmark/5SB2_1K2,python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 5SB2_1K2
posebusters_benchmark,5SB2_1K2,5sb2,boltz1_gpu,3,cofolding_foundation_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/5SB2_1K2/5SB2_1K2_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/5SB2_1K2/5SB2_1K2_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/5SB2_1K2,results/posebench_702_predictions/boltz1_gpu/posebusters_benchmark/5SB2_1K2,python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 5SB2_1K2
posebusters_benchmark,5SB2_1K2,5sb2,chai1_gpu,4,cofolding_foundation_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/5SB2_1K2/5SB2_1K2_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/5SB2_1K2/5SB2_1K2_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/5SB2_1K2,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/5SB2_1K2,python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 5SB2_1K2
posebusters_benchmark,5SD5_HWI,5sd5,vina_cpu_full,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/5SD5_HWI/5SD5_HWI_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/5SD5_HWI/5SD5_HWI_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/5SD5_HWI,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/5SD5_HWI,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 5SD5_HWI
posebusters_benchmark,5SD5_HWI,5sd5,diffdock_l_gpu,2,diffusion_docking_external_ai_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/5SD5_HWI/5SD5_HWI_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/5SD5_HWI/5SD5_HWI_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/5SD5_HWI,results/posebench_702_predictions/diffdock_l_gpu/posebusters_benchmark/5SD5_HWI,python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 5SD5_HWI
posebusters_benchmark,5SD5_HWI,5sd5,boltz1_gpu,3,cofolding_foundation_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/5SD5_HWI/5SD5_HWI_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/5SD5_HWI/5SD5_HWI_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/5SD5_HWI,results/posebench_702_predictions/boltz1_gpu/posebusters_benchmark/5SD5_HWI,python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 5SD5_HWI
posebusters_benchmark,5SD5_HWI,5sd5,chai1_gpu,4,cofolding_foundation_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/5SD5_HWI/5SD5_HWI_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/5SD5_HWI/5SD5_HWI_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/5SD5_HWI,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/5SD5_HWI,python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 5SD5_HWI
posebusters_benchmark,5SIS_JSM,5sis,vina_cpu_full,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/5SIS_JSM/5SIS_JSM_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/5SIS_JSM/5SIS_JSM_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/5SIS_JSM,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/5SIS_JSM,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 5SIS_JSM
posebusters_benchmark,5SIS_JSM,5sis,diffdock_l_gpu,2,diffusion_docking_external_ai_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/5SIS_JSM/5SIS_JSM_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/5SIS_JSM/5SIS_JSM_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/5SIS_JSM,results/posebench_702_predictions/diffdock_l_gpu/posebusters_benchmark/5SIS_JSM,python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 5SIS_JSM
posebusters_benchmark,5SIS_JSM,5sis,boltz1_gpu,3,cofolding_foundation_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/5SIS_JSM/5SIS_JSM_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/5SIS_JSM/5SIS_JSM_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/5SIS_JSM,results/posebench_702_predictions/boltz1_gpu/posebusters_benchmark/5SIS_JSM,python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 5SIS_JSM
posebusters_benchmark,5SIS_JSM,5sis,chai1_gpu,4,cofolding_foundation_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/5SIS_JSM/5SIS_JSM_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/5SIS_JSM/5SIS_JSM_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/5SIS_JSM,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/5SIS_JSM,python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 5SIS_JSM
posebusters_benchmark,6M2B_EZO,6m2b,vina_cpu_full,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/6M2B_EZO/6M2B_EZO_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6M2B_EZO/6M2B_EZO_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6M2B_EZO,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/6M2B_EZO,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 6M2B_EZO
posebusters_benchmark,6M2B_EZO,6m2b,diffdock_l_gpu,2,diffusion_docking_external_ai_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/6M2B_EZO/6M2B_EZO_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6M2B_EZO/6M2B_EZO_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6M2B_EZO,results/posebench_702_predictions/diffdock_l_gpu/posebusters_benchmark/6M2B_EZO,python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 6M2B_EZO
posebusters_benchmark,6M2B_EZO,6m2b,boltz1_gpu,3,cofolding_foundation_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/6M2B_EZO/6M2B_EZO_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6M2B_EZO/6M2B_EZO_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6M2B_EZO,results/posebench_702_predictions/boltz1_gpu/posebusters_benchmark/6M2B_EZO,python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 6M2B_EZO
posebusters_benchmark,6M2B_EZO,6m2b,chai1_gpu,4,cofolding_foundation_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/6M2B_EZO/6M2B_EZO_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6M2B_EZO/6M2B_EZO_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6M2B_EZO,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/6M2B_EZO,python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 6M2B_EZO
posebusters_benchmark,6M73_FNR,6m73,vina_cpu_full,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/6M73_FNR/6M73_FNR_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6M73_FNR/6M73_FNR_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6M73_FNR,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/6M73_FNR,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 6M73_FNR
posebusters_benchmark,6M73_FNR,6m73,diffdock_l_gpu,2,diffusion_docking_external_ai_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/6M73_FNR/6M73_FNR_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6M73_FNR/6M73_FNR_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6M73_FNR,results/posebench_702_predictions/diffdock_l_gpu/posebusters_benchmark/6M73_FNR,python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 6M73_FNR
posebusters_benchmark,6M73_FNR,6m73,boltz1_gpu,3,cofolding_foundation_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/6M73_FNR/6M73_FNR_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6M73_FNR/6M73_FNR_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6M73_FNR,results/posebench_702_predictions/boltz1_gpu/posebusters_benchmark/6M73_FNR,python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 6M73_FNR
posebusters_benchmark,6M73_FNR,6m73,chai1_gpu,4,cofolding_foundation_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/6M73_FNR/6M73_FNR_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6M73_FNR/6M73_FNR_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6M73_FNR,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/6M73_FNR,python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 6M73_FNR
posebusters_benchmark,6T88_MWQ,6t88,vina_cpu_full,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/6T88_MWQ/6T88_MWQ_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6T88_MWQ/6T88_MWQ_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6T88_MWQ,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/6T88_MWQ,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 6T88_MWQ
posebusters_benchmark,6T88_MWQ,6t88,diffdock_l_gpu,2,diffusion_docking_external_ai_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/6T88_MWQ/6T88_MWQ_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6T88_MWQ/6T88_MWQ_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6T88_MWQ,results/posebench_702_predictions/diffdock_l_gpu/posebusters_benchmark/6T88_MWQ,python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 6T88_MWQ
posebusters_benchmark,6T88_MWQ,6t88,boltz1_gpu,3,cofolding_foundation_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/6T88_MWQ/6T88_MWQ_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6T88_MWQ/6T88_MWQ_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6T88_MWQ,results/posebench_702_predictions/boltz1_gpu/posebusters_benchmark/6T88_MWQ,python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 6T88_MWQ
posebusters_benchmark,6T88_MWQ,6t88,chai1_gpu,4,cofolding_foundation_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/6T88_MWQ/6T88_MWQ_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6T88_MWQ/6T88_MWQ_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6T88_MWQ,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/6T88_MWQ,python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 6T88_MWQ
posebusters_benchmark,6TW5_9M2,6tw5,vina_cpu_full,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/6TW5_9M2/6TW5_9M2_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6TW5_9M2/6TW5_9M2_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6TW5_9M2,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/6TW5_9M2,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 6TW5_9M2
posebusters_benchmark,6TW5_9M2,6tw5,diffdock_l_gpu,2,diffusion_docking_external_ai_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/6TW5_9M2/6TW5_9M2_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6TW5_9M2/6TW5_9M2_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6TW5_9M2,results/posebench_702_predictions/diffdock_l_gpu/posebusters_benchmark/6TW5_9M2,python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 6TW5_9M2
posebusters_benchmark,6TW5_9M2,6tw5,boltz1_gpu,3,cofolding_foundation_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/6TW5_9M2/6TW5_9M2_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6TW5_9M2/6TW5_9M2_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6TW5_9M2,results/posebench_702_predictions/boltz1_gpu/posebusters_benchmark/6TW5_9M2,python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 6TW5_9M2
posebusters_benchmark,6TW5_9M2,6tw5,chai1_gpu,4,cofolding_foundation_baseline,failed_accounted,True,external/PoseBench/data/posebusters_benchmark_set/6TW5_9M2/6TW5_9M2_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6TW5_9M2/6TW5_9M2_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6TW5_9M2,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/6TW5_9M2,python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 6TW5_9M2
posebusters_benchmark,6TW7_NZB,6tw7,vina_cpu_full,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/6TW7_NZB/6TW7_NZB_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6TW7_NZB/6TW7_NZB_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6TW7_NZB,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/6TW7_NZB,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 6TW7_NZB
posebusters_benchmark,6TW7_NZB,6tw7,diffdock_l_gpu,2,diffusion_docking_external_ai_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/6TW7_NZB/6TW7_NZB_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6TW7_NZB/6TW7_NZB_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6TW7_NZB,results/posebench_702_predictions/diffdock_l_gpu/posebusters_benchmark/6TW7_NZB,python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 6TW7_NZB
posebusters_benchmark,6TW7_NZB,6tw7,boltz1_gpu,3,cofolding_foundation_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/6TW7_NZB/6TW7_NZB_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6TW7_NZB/6TW7_NZB_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6TW7_NZB,results/posebench_702_predictions/boltz1_gpu/posebusters_benchmark/6TW7_NZB,python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 6TW7_NZB
posebusters_benchmark,6TW7_NZB,6tw7,chai1_gpu,4,cofolding_foundation_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/6TW7_NZB/6TW7_NZB_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6TW7_NZB/6TW7_NZB_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6TW7_NZB,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/6TW7_NZB,python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 6TW7_NZB
posebusters_benchmark,6VS3_R6V,6vs3,vina_cpu_full,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/6VS3_R6V/6VS3_R6V_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6VS3_R6V/6VS3_R6V_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6VS3_R6V,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/6VS3_R6V,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 6VS3_R6V
posebusters_benchmark,6VS3_R6V,6vs3,diffdock_l_gpu,2,diffusion_docking_external_ai_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/6VS3_R6V/6VS3_R6V_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6VS3_R6V/6VS3_R6V_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6VS3_R6V,results/posebench_702_predictions/diffdock_l_gpu/posebusters_benchmark/6VS3_R6V,python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 6VS3_R6V
posebusters_benchmark,6VS3_R6V,6vs3,boltz1_gpu,3,cofolding_foundation_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/6VS3_R6V/6VS3_R6V_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6VS3_R6V/6VS3_R6V_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6VS3_R6V,results/posebench_702_predictions/boltz1_gpu/posebusters_benchmark/6VS3_R6V,python scripts/69_run_posebench_boltz_case.py --dataset posebusters_benchmark --case-id 6VS3_R6V
posebusters_benchmark,6VS3_R6V,6vs3,chai1_gpu,4,cofolding_foundation_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/6VS3_R6V/6VS3_R6V_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6VS3_R6V/6VS3_R6V_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6VS3_R6V,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/6VS3_R6V,python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 6VS3_R6V
posebusters_benchmark,6VTA_AKN,6vta,vina_cpu_full,1,classical_docking_full_coverage_floor,ok,False,external/PoseBench/data/posebusters_benchmark_set/6VTA_AKN/6VTA_AKN_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6VTA_AKN/6VTA_AKN_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6VTA_AKN,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/6VTA_AKN,python scripts/67_run_posebench_vina_case.py --dataset posebusters_benchmark --case-id 6VTA_AKN
posebusters_benchmark,6VTA_AKN,6vta,diffdock_l_gpu,2,diffusion_docking_external_ai_baseline,ok,True,external/PoseBench/data/posebusters_benchmark_set/6VTA_AKN/6VTA_AKN_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/6VTA_AKN/6VTA_AKN_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6VTA_AKN,results/posebench_702_predictions/diffdock_l_gpu/posebusters_benchmark/6VTA_AKN,python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 6VTA_AKN
