dataset,mol_id,pdb_id,native_ligand_file,start_conf_file,has_start_conf_file,has_native_ligand_file,start_conf_rmsd_no_align,start_conf_success_2a,max_train_ligand_tanimoto,train_scaffold_exact_match,train_pdb_id_overlap,ligand_heavy_atoms,ligand_chiral_centers,method,run_key,candidate_key,selection_score,case_success_all_ligands,case_success_any_ligand,case_pb_valid_all_ligands,median_rmsd,max_rmsd,median_centroid_distance,similarity_risk,max_train_ligand_tanimoto_public,vina_status,vina_top_rmsd,vina_oracle_rmsd,vina_top_success_2a,vina_oracle_success_2a,vina_poses_pdbqt,top_score,best_score,source,full_coverage_success_2a,full_coverage_rmsd,full_coverage_pb_valid,has_public_pool_selection,has_vina_top_pose,hybrid_policy
posebusters_benchmark,6ZR8_QOZ,6zr8,external/PoseBench/data/posebusters_benchmark_set/6ZR8_QOZ/6ZR8_QOZ_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6ZR8_QOZ/6ZR8_QOZ_ligand_start_conf.sdf,True,True,17.428668358848512,False,0.3962264150943396,False,False,33.0,0.0,,,,,,,,,,,,,ok,9.866889356618811,6.39045093016988,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/6ZR8_QOZ/vina_poses.pdbqt,-8.269,-8.269,vina_cpu_full_top_pose_fallback,False,9.866889356618811,,False,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,6ZT2_QPK,6zt2,external/PoseBench/data/posebusters_benchmark_set/6ZT2_QPK/6ZT2_QPK_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6ZT2_QPK/6ZT2_QPK_ligand_start_conf.sdf,True,True,35.898624634601255,False,0.2727272727272727,True,False,10.0,0.0,,,,,,,,,,,,,ok,10.609825738436989,3.5538368279930914,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/6ZT2_QPK/vina_poses.pdbqt,-5.55,-5.55,vina_cpu_full_top_pose_fallback,False,10.609825738436989,,False,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,6ZX3_QRZ,6zx3,external/PoseBench/data/posebusters_benchmark_set/6ZX3_QRZ/6ZX3_QRZ_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6ZX3_QRZ/6ZX3_QRZ_ligand_start_conf.sdf,True,True,42.49348854651635,False,0.5789473684210527,True,False,24.0,4.0,,,,,,,,,,,,,ok,5.73022534824475,4.950003148147148,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/6ZX3_QRZ/vina_poses.pdbqt,-8.743,-8.743,vina_cpu_full_top_pose_fallback,False,5.73022534824475,,False,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,6ZXQ_IMO,6zxq,external/PoseBench/data/posebusters_benchmark_set/6ZXQ_IMO/6ZXQ_IMO_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/6ZXQ_IMO/6ZXQ_IMO_ligand_start_conf.sdf,True,True,24.912297002566305,False,0.7592592592592593,True,False,27.0,4.0,,,,,,,,,,,,,ok,6.519211986576746,5.426461813632785,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/6ZXQ_IMO/vina_poses.pdbqt,-10.175,-10.175,vina_cpu_full_top_pose_fallback,False,6.519211986576746,,False,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7A1P_QW2,7a1p,external/PoseBench/data/posebusters_benchmark_set/7A1P_QW2/7A1P_QW2_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7A1P_QW2/7A1P_QW2_ligand_start_conf.sdf,True,True,32.44559092644413,False,0.4615384615384615,False,False,13.0,1.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|7A1P_QW2,0.6409688995215311,True,True,True,0.2984901660537062,0.2984901660537062,0.0520695228238212,mid_or_unknown,0.4615384615384615,ok,4.270673978515479,3.264286198331173,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7A1P_QW2/vina_poses.pdbqt,-6.644,-6.644,public_pool_calibrated_selector,True,0.2984901660537062,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7A9E_R4W,7a9e,external/PoseBench/data/posebusters_benchmark_set/7A9E_R4W/7A9E_R4W_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7A9E_R4W/7A9E_R4W_ligand_start_conf.sdf,True,True,38.4697709025108,False,0.25,False,False,6.0,0.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|7A9E_R4W,0.6482386363636363,False,False,True,25.212139443529978,25.212139443529978,25.119022511203195,low_similarity,0.25,ok,2.911515069512779,2.245585372829692,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7A9E_R4W/vina_poses.pdbqt,-3.564,-3.564,public_pool_calibrated_selector,False,25.212139443529978,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7A9H_TPP,7a9h,external/PoseBench/data/posebusters_benchmark_set/7A9H_TPP/7A9H_TPP_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7A9H_TPP/7A9H_TPP_ligand_start_conf.sdf,True,True,22.9218276235691,False,1.0,True,True,26.0,1.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|7A9H_TPP,0.6444886363636364,False,False,True,29.68863568332684,29.68863568332684,29.163498017743034,pdb_overlap,1.0,ok,4.797810017241039,4.797810017241039,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7A9H_TPP/vina_poses.pdbqt,-8.278,-8.278,public_pool_calibrated_selector,False,29.68863568332684,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7AA0_R6B,7aa0,external/PoseBench/data/posebusters_benchmark_set/7AA0_R6B/7AA0_R6B_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7AA0_R6B/7AA0_R6B_ligand_start_conf.sdf,True,True,35.359008027011036,False,0.2580645161290322,False,False,26.0,0.0,,,,,,,,,,,,,ok,5.354010958725602,5.354010958725602,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7AA0_R6B/vina_poses.pdbqt,-9.725,-9.725,vina_cpu_full_top_pose_fallback,False,5.354010958725602,,False,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7AFX_R9K,7afx,external/PoseBench/data/posebusters_benchmark_set/7AFX_R9K/7AFX_R9K_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7AFX_R9K/7AFX_R9K_ligand_start_conf.sdf,True,True,66.95993751674206,False,0.3968253968253968,True,False,20.0,0.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|7AFX_R9K,0.6429812834224599,True,True,True,0.7015771564838745,0.7015771564838745,0.32304740809206,high_ligand_or_scaffold,0.3968253968253968,ok,3.671343071683713,3.671343071683713,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7AFX_R9K/vina_poses.pdbqt,-9.65,-9.65,public_pool_calibrated_selector,True,0.7015771564838745,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7AKL_RK5,7akl,external/PoseBench/data/posebusters_benchmark_set/7AKL_RK5/7AKL_RK5_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7AKL_RK5/7AKL_RK5_ligand_start_conf.sdf,True,True,45.65626652618455,False,0.293103448275862,False,False,19.0,0.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|7AKL_RK5,0.6494886363636363,True,True,True,0.523335668170006,0.523335668170006,0.4998043873589662,low_similarity,0.293103448275862,ok,5.588826376186497,4.626519716180893,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7AKL_RK5/vina_poses.pdbqt,-9.972,-9.972,public_pool_calibrated_selector,True,0.523335668170006,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7AMC_73B,7amc,external/PoseBench/data/posebusters_benchmark_set/7AMC_73B/7AMC_73B_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7AMC_73B/7AMC_73B_ligand_start_conf.sdf,True,True,95.13593220938675,False,0.34,False,False,31.0,2.0,,,,,,,,,,,,,ok,7.652133499670153,3.8088186382860014,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7AMC_73B/vina_poses.pdbqt,-8.919,-8.919,vina_cpu_full_top_pose_fallback,False,7.652133499670153,,False,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7AN5_RDH,7an5,external/PoseBench/data/posebusters_benchmark_set/7AN5_RDH/7AN5_RDH_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7AN5_RDH/7AN5_RDH_ligand_start_conf.sdf,True,True,33.40231883026486,False,1.0,True,False,15.0,0.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|7AN5_RDH,0.6419886363636363,False,False,True,39.85629183540954,39.85629183540954,39.694141694905056,high_ligand_or_scaffold,1.0,ok,4.154499055241198,4.142601276170968,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7AN5_RDH/vina_poses.pdbqt,-7.796,-7.796,public_pool_calibrated_selector,False,39.85629183540954,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7AS1_21G,7as1,external/PoseBench/data/posebusters_benchmark_set/7AS1_21G/7AS1_21G_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7AS1_21G/7AS1_21G_ligand_start_conf.sdf,True,True,13.468627690943178,False,0.2428571428571428,False,False,29.0,2.0,,,,,,,,,,,,,ok,5.986719745431953,5.946717144198424,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7AS1_21G/vina_poses.pdbqt,-10.589,-10.589,vina_cpu_full_top_pose_fallback,False,5.986719745431953,,False,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7AVI_S2Q,7avi,external/PoseBench/data/posebusters_benchmark_set/7AVI_S2Q/7AVI_S2Q_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7AVI_S2Q/7AVI_S2Q_ligand_start_conf.sdf,True,True,24.647310758346812,False,0.2631578947368421,False,False,27.0,1.0,,,,,,,,,,,,,ok,5.845483032982722,5.845483032982722,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7AVI_S2Q/vina_poses.pdbqt,-8.222,-8.222,vina_cpu_full_top_pose_fallback,False,5.845483032982722,,False,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7B0E_C2E,7b0e,external/PoseBench/data/posebusters_benchmark_set/7B0E_C2E/7B0E_C2E_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7B0E_C2E/7B0E_C2E_ligand_start_conf.sdf,True,True,35.84368876558205,False,1.0,False,False,46.0,10.0,,,,,,,,,,,,,ok,4.571628757893624,4.571628757893624,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7B0E_C2E/vina_poses.pdbqt,-6.847,-6.847,vina_cpu_full_top_pose_fallback,False,4.571628757893624,,False,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7B2C_TP7,7b2c,external/PoseBench/data/posebusters_benchmark_set/7B2C_TP7/7B2C_TP7_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7B2C_TP7/7B2C_TP7_ligand_start_conf.sdf,True,True,45.967488393278465,False,0.3043478260869565,False,False,21.0,2.0,,,,,,,,,,,,,ok,4.010829263500552,3.8876009495390784,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7B2C_TP7/vina_poses.pdbqt,-6.867,-6.867,vina_cpu_full_top_pose_fallback,False,4.010829263500552,,False,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7B94_ANP,7b94,external/PoseBench/data/posebusters_benchmark_set/7B94_ANP/7B94_ANP_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7B94_ANP/7B94_ANP_ligand_start_conf.sdf,True,True,36.03277115629067,False,1.0,True,False,31.0,6.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|7B94_ANP,0.6606283422459893,False,False,True,16.758552289743424,16.758552289743424,15.831267568759708,high_ligand_or_scaffold,1.0,ok,3.057327891919622,3.057327891919622,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7B94_ANP/vina_poses.pdbqt,-8.966,-8.966,public_pool_calibrated_selector,False,16.758552289743424,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7BA0_T5H,7ba0,external/PoseBench/data/posebusters_benchmark_set/7BA0_T5H/7BA0_T5H_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7BA0_T5H/7BA0_T5H_ligand_start_conf.sdf,True,True,23.34516606231947,False,0.2452830188679245,False,False,55.0,5.0,,,,,,,,,,,,,ok,6.524535210196272,5.689321435812886,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7BA0_T5H/vina_poses.pdbqt,-7.238,-7.238,vina_cpu_full_top_pose_fallback,False,6.524535210196272,,False,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7BCP_GCO,7bcp,external/PoseBench/data/posebusters_benchmark_set/7BCP_GCO/7BCP_GCO_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7BCP_GCO/7BCP_GCO_ligand_start_conf.sdf,True,True,21.73438244559846,False,1.0,False,False,13.0,4.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|7BCP_GCO,0.6469886363636363,True,True,False,1.3675509918773108,1.3675509918773108,0.3947143342728693,high_ligand_or_scaffold,1.0,ok,3.9929991234659696,3.9929991234659696,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7BCP_GCO/vina_poses.pdbqt,-6.614,-6.614,public_pool_calibrated_selector,True,1.3675509918773108,False,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7BHX_TO5,7bhx,external/PoseBench/data/posebusters_benchmark_set/7BHX_TO5/7BHX_TO5_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7BHX_TO5/7BHX_TO5_ligand_start_conf.sdf,True,True,63.32228162169414,False,0.3442622950819672,False,False,21.0,0.0,,,,,,,,,,,,,ok,3.417012389012757,3.417012389012757,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7BHX_TO5/vina_poses.pdbqt,-5.368,-5.368,vina_cpu_full_top_pose_fallback,False,3.417012389012757,,False,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7BJ6_TVK,7bj6,external/PoseBench/data/posebusters_benchmark_set/7BJ6_TVK/7BJ6_TVK_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7BJ6_TVK/7BJ6_TVK_ligand_start_conf.sdf,True,True,27.91586278599959,False,0.2222222222222222,False,False,37.0,1.0,,,,,,,,,,,,,ok,5.8814645514761255,5.684101942426076,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7BJ6_TVK/vina_poses.pdbqt,-8.867,-8.867,vina_cpu_full_top_pose_fallback,False,5.8814645514761255,,False,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7BJJ_TVW,7bjj,external/PoseBench/data/posebusters_benchmark_set/7BJJ_TVW/7BJJ_TVW_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7BJJ_TVW/7BJJ_TVW_ligand_start_conf.sdf,True,True,19.66917937578993,False,0.3333333333333333,False,False,10.0,0.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|7BJJ_TVW,0.6307386363636364,False,False,True,2.8798730586607464,2.8798730586607464,0.7732561441075003,low_similarity,0.3333333333333333,ok,3.4394457547692183,2.313599511583628,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7BJJ_TVW/vina_poses.pdbqt,-4.709,-4.709,public_pool_calibrated_selector,False,2.8798730586607464,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7BKA_4JC,7bka,external/PoseBench/data/posebusters_benchmark_set/7BKA_4JC/7BKA_4JC_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7BKA_4JC/7BKA_4JC_ligand_start_conf.sdf,True,True,57.33221447356916,False,0.5,True,False,12.0,0.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|7BKA_4JC,0.6450174825174825,False,False,True,28.04391404679751,28.04391404679751,27.78860108745755,high_ligand_or_scaffold,0.5,ok,3.340875571363492,3.340875571363492,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7BKA_4JC/vina_poses.pdbqt,-7.334,-7.334,public_pool_calibrated_selector,False,28.04391404679751,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7BLA_WCS,7bla,external/PoseBench/data/posebusters_benchmark_set/7BLA_WCS/7BLA_WCS_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7BLA_WCS/7BLA_WCS_ligand_start_conf.sdf,True,True,11.480602328724416,False,0.29,False,False,32.0,0.0,,,,,,,,,,,,,ok,8.3301871677652,6.914847223547314,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7BLA_WCS/vina_poses.pdbqt,-7.4,-7.4,vina_cpu_full_top_pose_fallback,False,8.3301871677652,,False,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7BLG_GAL,7blg,external/PoseBench/data/posebusters_benchmark_set/7BLG_GAL/7BLG_GAL_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7BLG_GAL/7BLG_GAL_ligand_start_conf.sdf,True,True,31.444367932508992,False,1.0,True,False,12.0,5.0,,,,,,,,,,,,,ok,10.239774586548933,7.027317980566981,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7BLG_GAL/vina_poses.pdbqt,-4.105,-4.105,vina_cpu_full_top_pose_fallback,False,10.239774586548933,,False,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7BMI_U4B,7bmi,external/PoseBench/data/posebusters_benchmark_set/7BMI_U4B/7BMI_U4B_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7BMI_U4B/7BMI_U4B_ligand_start_conf.sdf,True,True,62.20518320132174,False,0.3333333333333333,True,False,13.0,0.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|7BMI_U4B,0.6432386363636363,True,True,True,0.2509925834025318,0.2509925834025318,0.1782522582576693,high_ligand_or_scaffold,0.3333333333333333,ok,2.704922094712072,2.704922094712072,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7BMI_U4B/vina_poses.pdbqt,-7.285,-7.285,public_pool_calibrated_selector,True,0.2509925834025318,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7BNH_BEZ,7bnh,external/PoseBench/data/posebusters_benchmark_set/7BNH_BEZ/7BNH_BEZ_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7BNH_BEZ/7BNH_BEZ_ligand_start_conf.sdf,True,True,13.320778675854918,False,1.0,True,False,9.0,0.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|7BNH_BEZ,0.6606283422459893,False,False,True,4.772038487783695,4.772038487783695,4.297938867255636,high_ligand_or_scaffold,1.0,ok,4.002307834237642,2.5599408630322347,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7BNH_BEZ/vina_poses.pdbqt,-5.531,-5.531,public_pool_calibrated_selector,False,4.772038487783695,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7BTT_F8R,7btt,external/PoseBench/data/posebusters_benchmark_set/7BTT_F8R/7BTT_F8R_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7BTT_F8R/7BTT_F8R_ligand_start_conf.sdf,True,True,22.193859556569922,False,0.2792792792792792,False,False,40.0,0.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|7BTT_F8R,0.6319886363636363,True,True,True,0.5362854717871819,0.5362854717871819,0.1320830271316111,low_similarity,0.2792792792792792,ok,6.54064808142129,6.155425466610736,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7BTT_F8R/vina_poses.pdbqt,-8.033,-8.033,public_pool_calibrated_selector,True,0.5362854717871819,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7C0U_FGO,7c0u,external/PoseBench/data/posebusters_benchmark_set/7C0U_FGO/7C0U_FGO_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7C0U_FGO/7C0U_FGO_ligand_start_conf.sdf,True,True,70.5156027547722,False,0.6046511627906976,False,False,43.0,9.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|7C0U_FGO,0.6503342245989304,True,True,True,1.7120310413399715,1.7120310413399715,0.1731491451563148,mid_or_unknown,0.6046511627906976,ok,9.21729129610263,5.748256845987474,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7C0U_FGO/vina_poses.pdbqt,-11.206,-11.206,public_pool_calibrated_selector,True,1.7120310413399715,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7C3U_AZG,7c3u,external/PoseBench/data/posebusters_benchmark_set/7C3U_AZG/7C3U_AZG_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7C3U_AZG/7C3U_AZG_ligand_start_conf.sdf,True,True,57.16949843745351,False,0.2682926829268293,False,False,11.0,0.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|7C3U_AZG,0.6419886363636363,False,False,True,3.263319593604034,3.263319593604034,1.150631162945138,low_similarity,0.2682926829268293,ok,2.9893687080598266,2.353793688340746,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7C3U_AZG/vina_poses.pdbqt,-6.669,-6.669,public_pool_calibrated_selector,False,3.263319593604034,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7C6P_SQH,7c6p,external/PoseBench/data/posebusters_benchmark_set/7C6P_SQH/7C6P_SQH_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7C6P_SQH/7C6P_SQH_ligand_start_conf.sdf,True,True,19.794020059375317,False,0.5116279069767442,True,False,21.0,0.0,,,,,,,,,,,,,ok,5.988505628841528,4.615449201684852,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7C6P_SQH/vina_poses.pdbqt,-8.183,-8.183,vina_cpu_full_top_pose_fallback,False,5.988505628841528,,False,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7C8Q_DSG,7c8q,external/PoseBench/data/posebusters_benchmark_set/7C8Q_DSG/7C8Q_DSG_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7C8Q_DSG/7C8Q_DSG_ligand_start_conf.sdf,True,True,56.73293969036957,False,0.4782608695652174,False,False,9.0,1.0,diffdock,diffdock|relaxed=False|rep=1,diffdock|relaxed=False|rep=1|7C8Q_DSG,0.4691833751044277,False,False,True,3.3719818088015963,3.3719818088015963,1.9793397857697097,mid_or_unknown,0.4782608695652174,ok,2.8533913740202776,2.8533913740202776,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7C8Q_DSG/vina_poses.pdbqt,-5.638,-5.638,public_pool_calibrated_selector,False,3.3719818088015963,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7CD9_FVR,7cd9,external/PoseBench/data/posebusters_benchmark_set/7CD9_FVR/7CD9_FVR_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7CD9_FVR/7CD9_FVR_ligand_start_conf.sdf,True,True,25.284427245213305,False,0.2903225806451613,False,False,33.0,2.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|7CD9_FVR,0.6436004784688996,True,True,True,1.7230380542412975,1.7230380542412975,0.9828037322314896,low_similarity,0.2903225806451613,ok,11.65995928835348,8.293583322866741,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7CD9_FVR/vina_poses.pdbqt,-11.379,-11.379,public_pool_calibrated_selector,True,1.7230380542412975,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7CIJ_G0C,7cij,external/PoseBench/data/posebusters_benchmark_set/7CIJ_G0C/7CIJ_G0C_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7CIJ_G0C/7CIJ_G0C_ligand_start_conf.sdf,True,True,64.9909197596498,False,0.6078431372549019,True,False,21.0,0.0,boltz,boltz|relaxed=False|rep=1,boltz|relaxed=False|rep=1|7CIJ_G0C,0.6532386363636363,False,False,True,25.094327369376305,25.094327369376305,24.515161780970228,high_ligand_or_scaffold,0.6078431372549019,ok,5.695322985113479,4.017921394618533,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7CIJ_G0C/vina_poses.pdbqt,-7.991,-7.991,public_pool_calibrated_selector,False,25.094327369376305,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7CL8_TES,7cl8,external/PoseBench/data/posebusters_benchmark_set/7CL8_TES/7CL8_TES_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7CL8_TES/7CL8_TES_ligand_start_conf.sdf,True,True,30.935333608074394,False,1.0,True,False,21.0,6.0,chai,chai|relaxed=False|rep=1,chai|relaxed=False|rep=1|7CL8_TES,0.3855064655172414,False,False,True,6.545574192253959,6.552401963547777,0.6504544954914715,high_ligand_or_scaffold,1.0,ok,2.027657116218711,2.027657116218711,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7CL8_TES/vina_poses.pdbqt,-9.347,-9.347,public_pool_calibrated_selector,False,6.545574192253959,True,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
posebusters_benchmark,7CNQ_G8X,7cnq,external/PoseBench/data/posebusters_benchmark_set/7CNQ_G8X/7CNQ_G8X_ligand.sdf,external/PoseBench/data/posebusters_benchmark_set/7CNQ_G8X/7CNQ_G8X_ligand_start_conf.sdf,True,True,64.81230081423159,False,0.5,True,False,9.0,2.0,diffdock,diffdock|relaxed=False|rep=1,diffdock|relaxed=False|rep=1|7CNQ_G8X,0.452516708437761,False,False,False,48.46826261811835,48.46826261811835,48.3809064197991,high_ligand_or_scaffold,0.5,ok,2.618114652442351,2.618114652442351,False,False,results/posebench_702_predictions/vina_cpu_full/posebusters_benchmark/7CNQ_G8X/vina_poses.pdbqt,-6.419,-6.419,public_pool_calibrated_selector,False,48.46826261811835,False,True,True,lodo_prior_physics_calibrated_if_public_else_vina_top_pose_else_start_conf
