split,case_id,pdb_id,case_dir_exists,manifest_protein_input,has_manifest_protein_input,protein_pdb,ligand_file,has_protein,has_ligand,has_start_conf,has_ligands_sdf,has_required_case_files,ligand_source,ligand_smiles,ligand_scaffold,ligand_heavy_atoms,ligand_rot_bonds,ligand_tpsa,ligand_mol_wt,ligand_rings,ligand_chiral_centers,ligand_error,protein_chains,protein_aa_length,protein_error,max_train_ligand_tanimoto,train_scaffold_exact_match,train_pdb_id_overlap
posebusters_benchmark,7SIU_9ID,7siu,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7SIU_9ID_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7SIU_9ID/7SIU_9ID_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7SIU_9ID/7SIU_9ID_ligand.sdf,True,True,True,True,True,sdf,Cn1cc(Nc2ncc(C3=CCC[C@@H](NC(=O)c4ccccc4)C3)nc2C(N)=O)cn1,O=C(NC1CCC=C(c2cnc(Nc3cn[nH]c3)cn2)C1)c1ccccc1,31.0,6.0,127.82,417.47300000000024,4.0,1.0,,2,579,,1.0,True,True
posebusters_benchmark,7SZA_DUI,7sza,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7SZA_DUI_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7SZA_DUI/7SZA_DUI_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7SZA_DUI/7SZA_DUI_ligand.sdf,True,True,True,True,True,sdf,Nc1cccc2c1C(=O)N([C@@H]1CCC(=O)NC1=O)C2=O,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,20.0,1.0,109.57,273.248,3.0,1.0,,4,811,,1.0,True,True
posebusters_benchmark,7T1D_E7K,7t1d,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7T1D_E7K_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7T1D_E7K/7T1D_E7K_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7T1D_E7K/7T1D_E7K_ligand.sdf,True,True,True,True,True,sdf,Cc1cn(-c2ccc3c(c2)CN(c2ncc(Cc4ccc(-n5cccn5)cc4)s2)CC3)c(C)n1,c1cnn(-c2ccc(Cc3cnc(N4CCc5ccc(-n6ccnc6)cc5C4)s3)cc2)c1,34.0,5.0,51.77,466.6140000000002,6.0,0.0,,2,590,,1.0,True,True
posebusters_benchmark,7TBU_S3P,7tbu,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7TBU_S3P_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7TBU_S3P/7TBU_S3P_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7TBU_S3P/7TBU_S3P_ligand.sdf,True,True,True,True,True,sdf,O=C(O)C1=C[C@@H](OP(=O)(O)O)[C@@H](O)[C@H](O)C1,C1=CCCCC1,16.0,3.0,144.52,254.131,1.0,3.0,,2,885,,1.0,True,True
posebusters_benchmark,7TE8_P0T,7te8,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7TE8_P0T_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7TE8_P0T/7TE8_P0T_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7TE8_P0T/7TE8_P0T_ligand.sdf,True,True,True,True,True,sdf,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,C1=CC(c2ccccc2)CCC1,23.0,6.0,40.46,314.469,2.0,2.0,,4,478,,1.0,True,True
posebusters_benchmark,7TS6_KMI,7ts6,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7TS6_KMI_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7TS6_KMI/7TS6_KMI_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7TS6_KMI/7TS6_KMI_ligand.sdf,True,True,True,True,True,sdf,CNCc1cccc(-c2cc(C)cc(N)n2)c1,c1ccc(-c2ccccn2)cc1,17.0,3.0,50.94,227.31099999999998,2.0,0.0,,4,1664,,1.0,True,True
posebusters_benchmark,7TSF_H4B,7tsf,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7TSF_H4B_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7TSF_H4B/7TSF_H4B_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7TSF_H4B/7TSF_H4B_ligand.sdf,True,True,True,True,True,sdf,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,O=c1[nH]cnc2c1NCCN2,17.0,2.0,136.29,241.251,2.0,3.0,,2,821,,1.0,True,True
posebusters_benchmark,7TUO_KL9,7tuo,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7TUO_KL9_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7TUO_KL9/7TUO_KL9_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7TUO_KL9/7TUO_KL9_ligand.sdf,True,True,True,True,True,sdf,Cc1cnc2c(N)c(C(=O)NCCc3ccc([C@@H]4C[C@H]5CC[C@@H](C4)N5)cc3)sc2n1,O=C(NCCc1ccc(C2CC3CCC(C2)N3)cc1)c1cc2nccnc2s1,30.0,5.0,92.93,421.5700000000002,5.0,3.0,,1,320,,1.0,True,True
posebusters_benchmark,7TXK_LW8,7txk,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7TXK_LW8_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7TXK_LW8/7TXK_LW8_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7TXK_LW8/7TXK_LW8_ligand.sdf,True,True,True,True,True,sdf,C[N+](C)(C)[C@@H](Cc1c[nH]c(=S)[nH]1)C(=O)O,S=c1[nH]cc[nH]1,15.0,4.0,68.88,230.31300000000002,1.0,1.0,,2,541,,1.0,True,True
posebusters_benchmark,7TXP_0FX,7txp,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7TXP_0FX_holo_aligned_predicted_protein.pdb,False,external/PoseBench/data/posebusters_benchmark_set/7TXP_0FX/7TXP_0FX_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7TXP_0FX/7TXP_0FX_ligand.sdf,True,True,True,True,True,sdf,Cc1cn([C@H]2C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@@](=O)(O)O[C@H]3O[C@H](C)[C@@H](N)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,O=c1ccn(C2CCC(CO[PH](=O)O[PH](=O)OC3CCCCO3)O2)c(=O)[nH]1,35.0,8.0,262.31999999999994,547.3470000000003,3.0,10.0,,1,209,,1.0,True,True
posebusters_benchmark,7UAS_MBU,7uas,True,external/PoseBench/data/posebusters_benchmark_set/posebusters_benchmark_holo_aligned_predicted_structures/7UAS_MBU_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/posebusters_benchmark_set/7UAS_MBU/7UAS_MBU_protein.pdb,external/PoseBench/data/posebusters_benchmark_set/7UAS_MBU/7UAS_MBU_ligand.sdf,True,True,True,True,True,sdf,CCn1cc(-c2cc(Cn3ccnc3C)cc3c2CCN([C@H](c2cc(C)ccn2)C2CC2)C3=O)c(C(F)(F)F)n1,O=C1c2cc(Cn3ccnc3)cc(-c3cn[nH]c3)c2CCN1C(c1ccccn1)C1CC1,40.0,7.0,68.84,548.613,6.0,1.0,,2,606,,1.0,True,True
