dataset,mol_id,tag,status,runtime_sec,prediction_cif,model_idx,top_rmsd_approx,top_pocket_rmsd_approx,score_npz,chai_aggregate_score,chai_ptm,chai_iptm,chai_has_inter_chain_clashes,matched_ca,matched_chains,receptor_ca_rmsd_after_fit,pred_ligand_heavy_atoms,native_ligand_heavy_atoms,pocket_cutoff_a,pocket_matched_ca,pocket_matched_residues_preview,metric_status,n_samples_eval,score_ranked_prediction_cif,score_ranked_model_idx,score_ranked_top_rmsd_approx,score_ranked_top_pocket_rmsd_approx,score_ranked_score_npz,score_ranked_chai_aggregate_score,score_ranked_chai_ptm,score_ranked_chai_iptm,score_ranked_chai_has_inter_chain_clashes,score_ranked_matched_ca,score_ranked_matched_chains,score_ranked_receptor_ca_rmsd_after_fit,score_ranked_pred_ligand_heavy_atoms,score_ranked_native_ligand_heavy_atoms,score_ranked_pocket_cutoff_a,score_ranked_pocket_matched_ca,score_ranked_pocket_matched_residues_preview,score_ranked_pocket_ca_rmsd_after_fit,score_ranked_pocket_success_2a_approx,score_ranked_success_2a_approx,oracle_best_pocket_rmsd_approx,oracle_best_pocket_success_2a_approx,oracle_best_model_idx,exception_type
posebusters_benchmark,7RSV_7IQ,oracle_pocket_crop_s5_t200,ok,176.416,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7RSV_7IQ/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,25.81223306499593,,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7RSV_7IQ/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.842192530632019,0.9395620822906494,0.8178501129150391,False,529.0,A:529,10.073886884264532,20.0,20.0,10.0,0.0,,no_valid_sample_rmsd,5.0,,,,,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,7SUC_COM,oracle_pocket_crop_s5_t200,exception,56.087,,,,,,,,,,,,,,,,,,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
posebusters_benchmark,7TB0_UD1,oracle_pocket_crop_s5_t200,ok,280.761,,,,,,,,,,,,,,,,,,ok,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7TB0_UD1/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_3.cif,3.0,26.132249275444376,26.09051118849727,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7TB0_UD1/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_3.npz,0.8132711052894592,0.8858058452606201,0.7951374053955078,False,840.0,"A:420,B:420",2.0847716379098755,39.0,39.0,10.0,94.0,"A:164:2.62,A:306:2.72,A:328:2.78,A:127:2.78,A:166:2.81,A:126:2.82,A:165:2.84,A:94:2.87,A:123:2.98,A:22:3.09,A:125:3.12,A:124:3.19",1.3461558123012562,False,False,25.766019095461957,False,4.0,
posebusters_benchmark,7TS6_KMI,oracle_pocket_crop_s5_t200,ok,279.354,,,,,,,,,,,,,,,,,,ok,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7TS6_KMI/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_2.cif,2.0,14.164108991738924,10.226896746300765,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7TS6_KMI/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_2.npz,0.15641933679580688,0.2136649489402771,0.14210791885852814,False,832.0,"A:418,B:414",26.6398518081483,17.0,17.0,10.0,62.0,"B:286:2.66,B:281:2.73,B:261:3.25,B:172:3.56,B:280:3.62,B:278:3.66,B:282:3.71,B:259:3.84,B:283:3.91,B:279:3.95,B:372:4.11,B:260:5.18",13.9719211854267,False,False,6.562340623232723,False,0.0,
posebusters_benchmark,7UJ5_DGL,oracle_pocket_crop_s5_t200,ok,174.382,,,,,,,,,,,,,,,,,,ok,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7UJ5_DGL/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_1.cif,1.0,3.1478651293281716,3.1358704395243713,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7UJ5_DGL/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_1.npz,0.7780402302742004,0.8754569292068481,0.7536860704421997,False,512.0,"A:256,B:256",1.1456402658339933,10.0,10.0,10.0,68.0,"B:73:2.60,B:9:2.62,B:40:2.69,B:41:2.78,B:183:2.92,B:8:2.98,B:72:3.04,B:71:3.21,B:117:3.30,B:39:3.37,B:184:3.60,B:182:3.63",0.6577402495660044,False,False,3.0305870998572133,False,3.0,
posebusters_benchmark,7VKZ_NOJ,oracle_pocket_crop_s5_t200,ok,174.977,,,,,,,,,,,,,,,,,,ok,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7VKZ_NOJ/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_3.cif,3.0,3.642317709171496,3.605776129747411,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7VKZ_NOJ/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_3.npz,0.734229564666748,0.9238721132278442,0.6868188977241516,False,704.0,A:704,1.9892819543981484,11.0,11.0,10.0,61.0,"A:372:2.58,A:96:2.68,A:95:2.72,A:93:2.89,A:46:2.89,A:343:2.89,A:169:2.92,A:269:3.19,A:391:3.35,A:170:3.44,A:94:3.55,A:303:3.61",2.0138927428818447,False,False,3.587404507739925,False,1.0,
posebusters_benchmark,7VYJ_CA0,oracle_pocket_crop_s5_t200,ok,175.054,,,,,,,,,,,,,,,,,,ok,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7VYJ_CA0/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_1.cif,1.0,7.670281847712848,7.67061119003738,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7VYJ_CA0/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_1.npz,0.8002514243125916,0.932655394077301,0.7671504020690918,False,675.0,A:675,2.1142071798901014,26.0,26.0,10.0,90.0,"A:203:2.76,A:157:2.83,A:308:2.93,A:155:2.93,A:186:2.94,A:332:2.95,A:156:2.98,A:132:3.05,A:304:3.07,A:136:3.22,A:189:3.34,A:331:3.34",1.5290441271892354,False,False,7.553208275058678,False,0.0,
posebusters_benchmark,7WKL_CAQ,oracle_pocket_crop_s5_t200,ok,176.201,,,,,,,,,,,,,,,,,,ok,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7WKL_CAQ/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_3.cif,3.0,2.4538507375746748,2.5424246828953723,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7WKL_CAQ/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_3.npz,0.8772314786911011,0.9248518347740173,0.8653263449668884,False,678.0,"A:339,B:339",1.31256374542978,8.0,8.0,10.0,61.0,"B:293:2.87,B:23:3.23,B:167:3.28,B:296:3.35,B:193:3.50,B:63:3.51,B:189:3.54,B:27:3.55,A:237:3.76,B:8:4.32,B:62:4.63,B:222:5.37",1.5904777371840755,False,False,2.5424246828953723,False,3.0,
posebusters_benchmark,7WUX_6OI,oracle_pocket_crop_s5_t200,ok,180.211,,,,,,,,,,,,,,,,,,ok,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7WUX_6OI/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_4.cif,4.0,38.629146344586836,8.040109965754104,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7WUX_6OI/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_4.npz,0.831709086894989,0.9069672226905823,0.8128945231437683,False,396.0,"A:198,B:198",22.709274388550583,17.0,17.0,10.0,20.0,"A:39:3.06,A:99:3.14,A:125:3.62,A:144:4.17,A:37:5.25,A:98:5.80,A:124:6.25,A:41:6.46,A:147:6.94,A:38:6.99,A:152:7.00,A:149:7.10",0.9289728776744349,False,False,7.8782190490101485,False,0.0,
posebusters_benchmark,7XJN_NSD,oracle_pocket_crop_s5_t200,ok,83.555,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7XJN_NSD/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,51.3178584001625,,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7XJN_NSD/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.415659636259079,0.8997533917427063,0.29463618993759155,False,319.0,A:319,6.532149044298214,9.0,9.0,10.0,0.0,,no_valid_sample_rmsd,5.0,,,,,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,7XRL_FWK,oracle_pocket_crop_s5_t200,ok,289.815,,,,,,,,,,,,,,,,,,ok,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7XRL_FWK/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,7.218953525545054,5.936076467383146,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7XRL_FWK/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.739302933216095,0.777218222618103,0.7298240661621094,False,867.0,"A:552,B:179,C:136",10.31266204613621,19.0,19.0,10.0,70.0,"A:221:2.81,A:298:3.05,A:300:3.08,A:260:3.12,A:259:3.31,A:299:3.40,A:301:3.42,A:223:3.53,A:225:3.55,A:258:3.70,A:224:3.85,A:263:3.88",3.101703856722277,False,False,5.294556460741542,False,2.0,
posebusters_benchmark,7ZCC_OGA,oracle_pocket_crop_s5_t200,ok,86.726,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7ZCC_OGA/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,40.981282319814625,,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7ZCC_OGA/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.6490852236747742,0.8522595167160034,0.5982916355133057,False,325.0,A:325,5.298314377823855,10.0,10.0,10.0,0.0,,no_valid_sample_rmsd,5.0,,,,,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,7ZDY_6MJ,oracle_pocket_crop_s5_t200,ok,273.99,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7ZDY_6MJ/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,47.60100723143831,,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7ZDY_6MJ/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.4763489365577698,0.9617919921875,0.354988157749176,False,761.0,W:761,7.134853540412251,11.0,11.0,10.0,2.0,"W:602:4.70,W:601:8.33",no_valid_sample_rmsd,5.0,,,,,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,7ZZW_KKW,oracle_pocket_crop_s5_t200,ok,109.249,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7ZZW_KKW/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,54.091301366899714,,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7ZZW_KKW/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.8410522937774658,0.9715081453323364,0.8084383010864258,False,367.0,A:367,3.8072010456241605,29.0,29.0,10.0,0.0,,no_valid_sample_rmsd,5.0,,,,,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,8AQL_PLG,oracle_pocket_crop_s5_t200,ok,282.575,,,,,,,,,,,,,,,,,,ok,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/8AQL_PLG/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_1.cif,1.0,3.644872145865098,3.6639204621727415,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/8AQL_PLG/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_1.npz,0.9105963706970215,0.9362683892250061,0.9041783213615417,False,914.0,"A:453,B:461",2.1422512132283984,20.0,20.0,10.0,87.0,"A:53:2.67,B:216:2.68,B:107:2.75,B:109:2.77,B:191:2.83,B:41:2.84,B:219:2.89,A:274:2.92,B:381:2.95,B:108:3.14,B:136:3.18,A:63:3.25",0.4099800915504634,False,False,3.5417742965236334,False,0.0,
posebusters_benchmark,8CI0_8EL,oracle_pocket_crop_s5_t200,ok,177.458,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/8CI0_8EL/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,100.70704166846153,,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/8CI0_8EL/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.7727862596511841,0.9481245875358582,0.7289516925811768,False,666.0,A:666,0.6037538099072959,26.0,26.0,10.0,0.0,,no_valid_sample_rmsd,5.0,,,,,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,8F4J_PHO,oracle_pocket_crop_s5_t200,exception,63.066,,,,,,,,,,,,,,,,,,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
posebusters_benchmark,8FV9_80J,oracle_pocket_crop_s5_t200,exception,47.635,,,,,,,,,,,,,,,,,,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
posebusters_benchmark,8G0V_YHT,oracle_pocket_crop_s5_t200,ok,174.393,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/8G0V_YHT/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,65.05174349097547,,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/8G0V_YHT/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.8185535073280334,0.8561292290687561,0.8091595768928528,False,665.0,A:665,12.323975072481115,26.0,26.0,10.0,0.0,,no_valid_sample_rmsd,5.0,,,,,,,,,,,,,,,,,,,,,,,,
