dataset,mol_id,gpu,pid,log_path,tag,command,start_time
posebusters_benchmark,7BLA_WCS,6,3050287,logs/diffdock_default_s10_t20_posebusters_benchmark_7BLA_WCS.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7BLA_WCS --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045180.5181038
dockgen,3o02_2_JN3_0,7,3050518,logs/diffdock_default_s10_t20_dockgen_3o02_2_JN3_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 3o02_2_JN3_0 --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045195.5345666
astex_diverse,1W1P_GIO,0,3050673,logs/diffdock_default_s10_t20_astex_diverse_1W1P_GIO.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1W1P_GIO --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045205.5462987
posebusters_benchmark,7BLG_GAL,2,3050835,logs/diffdock_default_s10_t20_posebusters_benchmark_7BLG_GAL.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7BLG_GAL --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045215.5583248
dockgen,3o7j_1_2AL_0,3,3051004,logs/diffdock_default_s10_t20_dockgen_3o7j_1_2AL_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 3o7j_1_2AL_0 --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045225.5698211
astex_diverse,1W2G_THM,4,3051198,logs/diffdock_default_s10_t20_astex_diverse_1W2G_THM.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1W2G_THM --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045240.586657
posebusters_benchmark,7BMI_U4B,6,3051336,logs/diffdock_default_s10_t20_posebusters_benchmark_7BMI_U4B.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7BMI_U4B --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045250.598442
dockgen,3q14_1_PCR_3,7,3051471,logs/diffdock_default_s10_t20_dockgen_3q14_1_PCR_3.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 3q14_1_PCR_3 --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045260.610409
astex_diverse,1X8X_TYR,0,3051640,logs/diffdock_default_s10_t20_astex_diverse_1X8X_TYR.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1X8X_TYR --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045270.622302
posebusters_benchmark,7BNH_BEZ,2,3051888,logs/diffdock_default_s10_t20_posebusters_benchmark_7BNH_BEZ.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7BNH_BEZ --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045290.6440082
dockgen,3qrc_2_GU4-YYJ_0,3,3051889,logs/diffdock_default_s10_t20_dockgen_3qrc_2_GU4-YYJ_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 3qrc_2_GU4-YYJ_0 --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045290.645293
astex_diverse,1XM6_5RM,4,3052180,logs/diffdock_default_s10_t20_astex_diverse_1XM6_5RM.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1XM6_5RM --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045305.662332
posebusters_benchmark,7BTT_F8R,6,3052284,logs/diffdock_default_s10_t20_posebusters_benchmark_7BTT_F8R.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7BTT_F8R --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045315.673925
dockgen,3s5x_1_BMA-MAN-MAN-MAN-MAN_0,7,3052485,logs/diffdock_default_s10_t20_dockgen_3s5x_1_BMA-MAN-MAN-MAN-MAN_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 3s5x_1_BMA-MAN-MAN-MAN-MAN_0 --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045325.6854584
astex_diverse,1XOQ_ROF,0,3052771,logs/diffdock_default_s10_t20_astex_diverse_1XOQ_ROF.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1XOQ_ROF --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045350.711581
posebusters_benchmark,7C0U_FGO,2,3052910,logs/diffdock_default_s10_t20_posebusters_benchmark_7C0U_FGO.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7C0U_FGO --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045355.718139
dockgen,3s6a_1_ANP_0,3,3053033,logs/diffdock_default_s10_t20_dockgen_3s6a_1_ANP_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 3s6a_1_ANP_0 --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045360.7248235
astex_diverse,1XOZ_CIA,4,3053158,logs/diffdock_default_s10_t20_astex_diverse_1XOZ_CIA.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1XOZ_CIA --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045365.7318642
posebusters_benchmark,7C3U_AZG,6,3053535,logs/diffdock_default_s10_t20_posebusters_benchmark_7C3U_AZG.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7C3U_AZG --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045400.7690396
dockgen,3se5_1_ANP_2,7,3053536,logs/diffdock_default_s10_t20_dockgen_3se5_1_ANP_2.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 3se5_1_ANP_2 --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045400.7703567
astex_diverse,1Y6B_AAX,0,3053770,logs/diffdock_default_s10_t20_astex_diverse_1Y6B_AAX.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1Y6B_AAX --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045410.7819774
posebusters_benchmark,7C6P_SQH,2,3053771,logs/diffdock_default_s10_t20_posebusters_benchmark_7C6P_SQH.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7C6P_SQH --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045410.7829614
dockgen,3sr6_1_MTE_1,3,3054133,logs/diffdock_default_s10_t20_dockgen_3sr6_1_MTE_1.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 3sr6_1_MTE_1 --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045440.8150396
astex_diverse,1YGC_905,4,3054251,logs/diffdock_default_s10_t20_astex_diverse_1YGC_905.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1YGC_905 --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045445.8214648
posebusters_benchmark,7C8Q_DSG,6,3054367,logs/diffdock_default_s10_t20_posebusters_benchmark_7C8Q_DSG.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7C8Q_DSG --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045450.8283675
dockgen,3ub7_1_ACM_1,7,3054491,logs/diffdock_default_s10_t20_dockgen_3ub7_1_ACM_1.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 3ub7_1_ACM_1 --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045455.834891
astex_diverse,1YQY_915,0,3054829,logs/diffdock_default_s10_t20_astex_diverse_1YQY_915.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1YQY_915 --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045490.8724766
posebusters_benchmark,7CD9_FVR,2,3054917,logs/diffdock_default_s10_t20_posebusters_benchmark_7CD9_FVR.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7CD9_FVR --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045495.878983
dockgen,3ub9_1_NHY_1,3,3054918,logs/diffdock_default_s10_t20_dockgen_3ub9_1_NHY_1.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 3ub9_1_NHY_1 --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045495.8799832
astex_diverse,1YV3_BIT,4,3055116,logs/diffdock_default_s10_t20_astex_diverse_1YV3_BIT.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1YV3_BIT --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045500.8869262
posebusters_benchmark,7CIJ_G0C,6,3055451,logs/diffdock_default_s10_t20_posebusters_benchmark_7CIJ_G0C.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7CIJ_G0C --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045530.918778
dockgen,3uni_1_SAL_0,7,3055569,logs/diffdock_default_s10_t20_dockgen_3uni_1_SAL_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 3uni_1_SAL_0 --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045535.925201
astex_diverse,1YVF_PH7,0,3055732,logs/diffdock_default_s10_t20_astex_diverse_1YVF_PH7.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1YVF_PH7 --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045545.9367762
posebusters_benchmark,7CL8_TES,2,3055830,logs/diffdock_default_s10_t20_posebusters_benchmark_7CL8_TES.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7CL8_TES --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045550.9383607
dockgen,3wrb_1_GDE_0,3,3055964,logs/diffdock_default_s10_t20_dockgen_3wrb_1_GDE_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 3wrb_1_GDE_0 --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045560.9495883
astex_diverse,1YWR_LI9,4,3056248,logs/diffdock_default_s10_t20_astex_diverse_1YWR_LI9.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1YWR_LI9 --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045585.971611
posebusters_benchmark,7CNQ_G8X,6,3056362,logs/diffdock_default_s10_t20_posebusters_benchmark_7CNQ_G8X.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7CNQ_G8X --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045590.9781334
dockgen,3wvc_1_FEG_0,7,3056527,logs/diffdock_default_s10_t20_dockgen_3wvc_1_FEG_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 3wvc_1_FEG_0 --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045600.9895842
astex_diverse,1Z95_198,0,3056660,logs/diffdock_default_s10_t20_astex_diverse_1Z95_198.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 1Z95_198 --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045611.0006907
posebusters_benchmark,7CNS_PMV,2,3056875,logs/diffdock_default_s10_t20_posebusters_benchmark_7CNS_PMV.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7CNS_PMV --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045631.0222373
dockgen,3zec_1_ANP_0,3,3057029,logs/diffdock_default_s10_t20_dockgen_3zec_1_ANP_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 3zec_1_ANP_0 --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045641.0336194
astex_diverse,2BM2_PM2,4,3057156,logs/diffdock_default_s10_t20_astex_diverse_2BM2_PM2.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 2BM2_PM2 --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045646.0404627
posebusters_benchmark,7CTM_BDP,6,3057275,logs/diffdock_default_s10_t20_posebusters_benchmark_7CTM_BDP.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7CTM_BDP --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045651.047554
dockgen,3zjx_1_BOG_0,7,3057541,logs/diffdock_default_s10_t20_dockgen_3zjx_1_BOG_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 3zjx_1_BOG_0 --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045681.0788128
astex_diverse,2BR1_PFP,0,3057659,logs/diffdock_default_s10_t20_astex_diverse_2BR1_PFP.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 2BR1_PFP --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045686.085235
posebusters_benchmark,7CUO_PHB,2,3057822,logs/diffdock_default_s10_t20_posebusters_benchmark_7CUO_PHB.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7CUO_PHB --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045696.0971427
dockgen,3zqu_1_FNR_5,3,3057953,logs/diffdock_default_s10_t20_dockgen_3zqu_1_FNR_5.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 3zqu_1_FNR_5 --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045701.1002293
astex_diverse,2BSM_BSM,4,3058175,logs/diffdock_default_s10_t20_astex_diverse_2BSM_BSM.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset astex_diverse --case-id 2BSM_BSM --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045716.117459
posebusters_benchmark,7D0P_1VU,6,3058334,logs/diffdock_default_s10_t20_posebusters_benchmark_7D0P_1VU.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7D0P_1VU --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045726.1241727
dockgen,3zzs_1_TRP_3,7,3058439,logs/diffdock_default_s10_t20_dockgen_3zzs_1_TRP_3.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 3zzs_1_TRP_3 --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045736.1358366
posebusters_benchmark,7D5C_GV6,0,3058689,logs/diffdock_default_s10_t20_posebusters_benchmark_7D5C_GV6.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7D5C_GV6 --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045756.1577785
dockgen,4b4v_1_L34_0,2,3058690,logs/diffdock_default_s10_t20_dockgen_4b4v_1_L34_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 4b4v_1_L34_0 --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045756.1593616
posebusters_benchmark,7D6O_MTE,3,3058982,logs/diffdock_default_s10_t20_posebusters_benchmark_7D6O_MTE.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7D6O_MTE --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045771.1764083
dockgen,4bc9_1_CNV-FAD_0,4,3059101,logs/diffdock_default_s10_t20_dockgen_4bc9_1_CNV-FAD_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 4bc9_1_CNV-FAD_0 --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045776.1832445
posebusters_benchmark,7D8Q_GZF,6,3059299,logs/diffdock_default_s10_t20_posebusters_benchmark_7D8Q_GZF.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7D8Q_GZF --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045796.2052324
dockgen,4cdn_2_FAD_0,7,3059417,logs/diffdock_default_s10_t20_dockgen_4cdn_2_FAD_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 4cdn_2_FAD_0 --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045801.2118375
posebusters_benchmark,7D9L_GSF,0,3059584,logs/diffdock_default_s10_t20_posebusters_benchmark_7D9L_GSF.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7D9L_GSF --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045811.2236273
dockgen,4fyv_1_DCP_2,2,3059870,logs/diffdock_default_s10_t20_dockgen_4fyv_1_DCP_2.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 4fyv_1_DCP_2 --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045836.2503462
posebusters_benchmark,7DIN_MPO,3,3060045,logs/diffdock_default_s10_t20_posebusters_benchmark_7DIN_MPO.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7DIN_MPO --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045851.266236
dockgen,4fyw_1_CTP_4,4,3060132,logs/diffdock_default_s10_t20_dockgen_4fyw_1_CTP_4.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 4fyw_1_CTP_4 --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045856.2730708
posebusters_benchmark,7DKT_GLF,6,3060252,logs/diffdock_default_s10_t20_posebusters_benchmark_7DKT_GLF.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7DKT_GLF --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045861.279818
dockgen,4gk9_1_BMA-MAN-MAN-MAN-MAN_3,7,3060428,logs/diffdock_default_s10_t20_dockgen_4gk9_1_BMA-MAN-MAN-MAN-MAN_3.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 4gk9_1_BMA-MAN-MAN-MAN-MAN_3 --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045871.2913024
posebusters_benchmark,7DQL_4CL,0,3060640,logs/diffdock_default_s10_t20_posebusters_benchmark_7DQL_4CL.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7DQL_4CL --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045886.3078835
dockgen,4h2f_1_ADN_0,2,3060754,logs/diffdock_default_s10_t20_dockgen_4h2f_1_ADN_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 4h2f_1_ADN_0 --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045891.3142881
posebusters_benchmark,7DUA_HJ0,3,3060962,logs/diffdock_default_s10_t20_posebusters_benchmark_7DUA_HJ0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7DUA_HJ0 --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045906.3303514
dockgen,4idk_1_1FE_0,4,3061056,logs/diffdock_default_s10_t20_dockgen_4idk_1_1FE_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 4idk_1_1FE_0 --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045916.3376117
posebusters_benchmark,7E2S_BLA,6,3061183,logs/diffdock_default_s10_t20_posebusters_benchmark_7E2S_BLA.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7E2S_BLA --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045921.344277
dockgen,4kgx_1_CTP_5,7,3061396,logs/diffdock_default_s10_t20_dockgen_4kgx_1_CTP_5.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 4kgx_1_CTP_5 --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045936.36073
posebusters_benchmark,7E4L_MDN,0,3061595,logs/diffdock_default_s10_t20_posebusters_benchmark_7E4L_MDN.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7E4L_MDN --gpu 0 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045951.3771968
dockgen,4mig_1_G3F_2,2,3061732,logs/diffdock_default_s10_t20_dockgen_4mig_1_G3F_2.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 4mig_1_G3F_2 --gpu 2 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045956.3836172
posebusters_benchmark,7EBG_J0L,3,3061935,logs/diffdock_default_s10_t20_posebusters_benchmark_7EBG_J0L.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7EBG_J0L --gpu 3 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045966.3957443
dockgen,4mo2_2_FDA_0,4,3062050,logs/diffdock_default_s10_t20_dockgen_4mo2_2_FDA_0.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 4mo2_2_FDA_0 --gpu 4 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045971.4024444
posebusters_benchmark,7ECR_SIN,6,3062269,logs/diffdock_default_s10_t20_posebusters_benchmark_7ECR_SIN.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset posebusters_benchmark --case-id 7ECR_SIN --gpu 6 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779045991.424043
dockgen,4mos_1_GAF_1,7,3062424,logs/diffdock_default_s10_t20_dockgen_4mos_1_GAF_1.log,default_s10_t20,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/68_run_posebench_diffdock_case.py --dataset dockgen --case-id 4mos_1_GAF_1 --gpu 7 --tag default_s10_t20 --samples 10 --steps 20 --timeout 10800,1779046001.4356897
