confidence_json,dataset,gpu,input_json,ligand_file,ligand_heavy_atoms,ligand_smiles,matched_ca,matched_chains,model,mol_id,n_protein_chains,native_ligand_heavy_atoms,output_dir,pocket_ca_rmsd_after_fit,pocket_cutoff_a,pocket_matched_ca,pred_ligand_heavy_atoms,prediction_cif,protein_lengths,protein_pdb,protenix_iptm,protenix_plddt,protenix_ptm,protenix_ranking_score,receptor_ca_rmsd_after_fit,returncode,runtime_sec,status,tag,top_pocket_rmsd_approx,top_pocket_success_2a_approx,top_rmsd_approx,top_success_2a_approx,status_json,stderr_tail,stdout_tail,exception,exception_type,failure_class
results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7JUD_MMA/full_base_c1_s20_n1/output/7JUD_MMA/seed_101/predictions/7JUD_MMA_seed_101_summary_confidence_sample_0.json,posebusters_benchmark,5,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7JUD_MMA/full_base_c1_s20_n1/inputs/7JUD_MMA.json,external/PoseBench/data/posebusters_benchmark_set/7JUD_MMA/7JUD_MMA_ligand.sdf,13.0,CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,254.0,"A:122,B:132",protenix_base_default_v0.5.0,7JUD_MMA,2.0,13.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7JUD_MMA/full_base_c1_s20_n1,9.335207003678322,10.0,30.0,13.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7JUD_MMA/full_base_c1_s20_n1/output/7JUD_MMA/seed_101/predictions/7JUD_MMA_seed_101_sample_0.cif,A:122;B:132,external/PoseBench/data/posebusters_benchmark_set/7JUD_MMA/7JUD_MMA_protein.pdb,0.08381620049476624,31.01852798461914,0.17415447533130646,0.10188385844230652,18.13704844777685,0.0,68.345,ok,full_base_c1_s20_n1,23.35479692365044,False,28.311456543875273,False,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7JUD_MMA/full_base_c1_s20_n1/run_status.json,,,,,ok
results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7JXX_VP7/full_base_c1_s20_n1/output/7JXX_VP7/seed_101/predictions/7JXX_VP7_seed_101_summary_confidence_sample_0.json,posebusters_benchmark,7,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7JXX_VP7/full_base_c1_s20_n1/inputs/7JXX_VP7.json,external/PoseBench/data/posebusters_benchmark_set/7JXX_VP7/7JXX_VP7_ligand.sdf,25.0,CC(C)(O)C#Cc1ccc2[nH]c3c(c2c1)-c1nc(N)ncc1CCC3,288.0,A:288,protenix_base_default_v0.5.0,7JXX_VP7,1.0,25.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7JXX_VP7/full_base_c1_s20_n1,12.838518073481833,10.0,74.0,25.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7JXX_VP7/full_base_c1_s20_n1/output/7JXX_VP7/seed_101/predictions/7JXX_VP7_seed_101_sample_0.cif,A:288,external/PoseBench/data/posebusters_benchmark_set/7JXX_VP7/7JXX_VP7_protein.pdb,0.2221059799194336,31.56585693359375,0.1918732225894928,0.21605943143367767,19.823820752531006,0.0,77.114,ok,full_base_c1_s20_n1,12.113234377937184,False,12.88452280074651,False,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7JXX_VP7/full_base_c1_s20_n1/run_status.json,,,,,ok
results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7JY3_VUD/full_base_c1_s20_n1/output/7JY3_VUD/seed_101/predictions/7JY3_VUD_seed_101_summary_confidence_sample_0.json,posebusters_benchmark,5,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7JY3_VUD/full_base_c1_s20_n1/inputs/7JY3_VUD.json,external/PoseBench/data/posebusters_benchmark_set/7JY3_VUD/7JY3_VUD_ligand.sdf,27.0,C[C@H](Oc1cc2cc(F)ccc2nc1N)c1[nH]c(=O)ccc1-n1cccn1,574.0,"A:141,B:146,C:141,D:146",protenix_base_default_v0.5.0,7JY3_VUD,4.0,27.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7JY3_VUD/full_base_c1_s20_n1,20.19059293057416,10.0,59.0,27.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7JY3_VUD/full_base_c1_s20_n1/output/7JY3_VUD/seed_101/predictions/7JY3_VUD_seed_101_sample_0.cif,A:141;B:146;C:141;D:146,external/PoseBench/data/posebusters_benchmark_set/7JY3_VUD/7JY3_VUD_protein.pdb,0.12229648977518082,38.89549255371094,0.20610807836055756,0.13905881345272064,22.111676249518712,0.0,87.152,ok,full_base_c1_s20_n1,10.455643343466704,False,24.991517512086453,False,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7JY3_VUD/full_base_c1_s20_n1/run_status.json,,,,,ok
results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7K0V_VQP/full_base_c1_s20_n1/output/7K0V_VQP/seed_101/predictions/7K0V_VQP_seed_101_summary_confidence_sample_0.json,posebusters_benchmark,7,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7K0V_VQP/full_base_c1_s20_n1/inputs/7K0V_VQP.json,external/PoseBench/data/posebusters_benchmark_set/7K0V_VQP/7K0V_VQP_ligand.sdf,32.0,Cc1cc(F)c(NC(=O)NCCC(C)(C)C)cc1Nc1ccc2ncn(C)c(=O)c2c1F,1064.0,"A:262,B:264,C:267,D:271",protenix_base_default_v0.5.0,7K0V_VQP,4.0,32.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7K0V_VQP/full_base_c1_s20_n1,14.8031431638063,10.0,85.0,32.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7K0V_VQP/full_base_c1_s20_n1/output/7K0V_VQP/seed_101/predictions/7K0V_VQP_seed_101_sample_0.cif,A:262;B:264;C:267;D:271,external/PoseBench/data/posebusters_benchmark_set/7K0V_VQP/7K0V_VQP_protein.pdb,0.15317048132419586,34.52399444580078,0.18866543471813202,0.16026946902275085,32.49362015927214,0.0,103.87,ok,full_base_c1_s20_n1,19.302211705471667,False,28.45852174392679,False,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7K0V_VQP/full_base_c1_s20_n1/run_status.json,,,,,ok
results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7K41_VUA/full_base_c1_s20_n1/output/7K41_VUA/seed_101/predictions/7K41_VUA_seed_101_summary_confidence_sample_0.json,posebusters_benchmark,5,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7K41_VUA/full_base_c1_s20_n1/inputs/7K41_VUA.json,external/PoseBench/data/posebusters_benchmark_set/7K41_VUA/7K41_VUA_ligand.sdf,22.0,CC1CCN(c2ccnc(NCCc3ccccc3)n2)CC1,590.0,A:590,protenix_base_default_v0.5.0,7K41_VUA,1.0,22.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7K41_VUA/full_base_c1_s20_n1,12.813515989880472,10.0,61.0,22.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7K41_VUA/full_base_c1_s20_n1/output/7K41_VUA/seed_101/predictions/7K41_VUA_seed_101_sample_0.cif,A:590,external/PoseBench/data/posebusters_benchmark_set/7K41_VUA/7K41_VUA_protein.pdb,0.26654496788978577,30.844202041625977,0.18678444623947144,0.2505928575992584,23.453758192748936,0.0,81.265,ok,full_base_c1_s20_n1,7.446739086270424,False,14.667069052697789,False,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7K41_VUA/full_base_c1_s20_n1/run_status.json,,,,,ok
,posebusters_benchmark,6,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KB1_WBJ/full_base_c1_s20_n1/inputs/7KB1_WBJ.json,external/PoseBench/data/posebusters_benchmark_set/7KB1_WBJ/7KB1_WBJ_ligand.sdf,22.0,C=C/C(=N\Cc1c(COP(=O)(O)O)cnc(C)c1O)C(=O)O,,,protenix_base_default_v0.5.0,7KB1_WBJ,4.0,,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KB1_WBJ/full_base_c1_s20_n1,,,,,,A:428;B:428;C:428;D:428,external/PoseBench/data/posebusters_benchmark_set/7KB1_WBJ/7KB1_WBJ_protein.pdb,,,,,,0.0,148.115,failed_no_prediction_cif,full_base_c1_s20_n1,,,,,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KB1_WBJ/full_base_c1_s20_n1/run_status.json,"x/lib/python3.10/site-packages/runner/inference.py"", line 312, in infer_predict
    prediction = runner.predict(data)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/torch/utils/_contextlib.py"", line 115, in decorate_context
    return func(*args, **kwargs)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/runner/inference.py"", line 152, in predict
    prediction, _, _ = self.model(
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1532, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1541, in _call_impl
    return forward_call(*args, **kwargs)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/protenix/model/protenix.py"", line 722, in forward
    pred_dict, log_dict, time_tracker = self.main_inference_loop(
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/protenix/model/protenix.py"", line 338, in main_inference_loop
    pred_dict, log_dict, time_tracker = self._main_inference_loop(
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/protenix/model/protenix.py"", line 460, in _main_inference_loop
    ) = self.run_confidence_head(
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/protenix/model/protenix.py"", line 303, in run_confidence_head
    return autocasting_disable_decorator(self.configs.skip_amp.confidence_head)(
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/protenix/utils/torch_utils.py"", line 219, in new_func
    return func(
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1532, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1541, in _call_impl
    return forward_call(*args, **kwargs)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/protenix/model/modules/confidence.py"", line 211, in forward
    self.memory_efficient_forward(
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/protenix/model/modules/confidence.py"", line 301, in memory_efficient_forward
    s_single, z_pair = self.pairformer_stack(
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1532, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1541, in _call_impl
    return forward_call(*args, **kwargs)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/protenix/model/modules/pairformer.py"", line 309, in forward
    s, z = checkpoint_blocks(
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/protenix/openfold_local/utils/checkpointing.py"", line 86, in checkpoint_blocks
    return exec(blocks, args)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/protenix/openfold_local/utils/checkpointing.py"", line 73, in exec
    a = wrap(block(*a))
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1532, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1541, in _call_impl
    return forward_call(*args, **kwargs)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/protenix/model/modules/pairformer.py"", line 154, in forward
    z += self.pair_transition(z)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1532, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1541, in _call_impl
    return forward_call(*args, **kwargs)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/protenix/model/modules/primitives.py"", line 219, in forward
    b = self.linear_no_bias_b(y)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1532, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1541, in _call_impl
    return forward_call(*args, **kwargs)
  File ""<REMOTE_PROJECT_ROOT>/envs/protenix/lib/python3.10/site-packages/protenix/model/modules/primitives.py"", line 94, in forward
    return F.linear(input, self.weight, self.bias)
torch.cuda.OutOfMemoryError: CUDA out of memory. Tried to allocate 5.74 GiB. GPU 


100%|██████████| 1/1 [01:22<00:00, 82.18s/it]
100%|██████████| 1/1 [01:22<00:00, 82.18s/it]
","Try to find the ccd cache data in the code directory for inference.
[2026-06-11 19:41:01,564] [INFO] [real_accelerator.py:219:get_accelerator] Setting ds_accelerator to cuda (auto detect)
train scheduler 16.0
inference scheduler 16.0
Diffusion Module has 16.0
",,,gpu_oom
results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KC5_BJZ/full_base_c1_s20_n1/output/7KC5_BJZ/seed_101/predictions/7KC5_BJZ_seed_101_summary_confidence_sample_0.json,posebusters_benchmark,5,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KC5_BJZ/full_base_c1_s20_n1/inputs/7KC5_BJZ.json,external/PoseBench/data/posebusters_benchmark_set/7KC5_BJZ/7KC5_BJZ_ligand.sdf,37.0,CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12CN(c1ccc(C(=O)O)cn1)C[C@H]2c1ccc(C#N)cc1,182.0,A:182,protenix_base_default_v0.5.0,7KC5_BJZ,2.0,37.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KC5_BJZ/full_base_c1_s20_n1,,10.0,0.0,37.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KC5_BJZ/full_base_c1_s20_n1/output/7KC5_BJZ/seed_101/predictions/7KC5_BJZ_seed_101_sample_0.cif,A:182;C:182,external/PoseBench/data/posebusters_benchmark_set/7KC5_BJZ/7KC5_BJZ_protein.pdb,0.16972319781780243,38.3292121887207,0.2439781129360199,0.1845741868019104,18.308637113840167,0.0,83.366,ok,full_base_c1_s20_n1,,False,35.219083066588716,False,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KC5_BJZ/full_base_c1_s20_n1/run_status.json,,,,,ok
results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KFO_IAC/full_base_c1_s20_n1/output/7KFO_IAC/seed_101/predictions/7KFO_IAC_seed_101_summary_confidence_sample_0.json,posebusters_benchmark,7,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KFO_IAC/full_base_c1_s20_n1/inputs/7KFO_IAC.json,external/PoseBench/data/posebusters_benchmark_set/7KFO_IAC/7KFO_IAC_ligand.sdf,13.0,O=C(O)Cc1c[nH]c2ccccc12,134.0,A:134,protenix_base_default_v0.5.0,7KFO_IAC,1.0,13.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KFO_IAC/full_base_c1_s20_n1,5.030265291755606,10.0,46.0,13.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KFO_IAC/full_base_c1_s20_n1/output/7KFO_IAC/seed_101/predictions/7KFO_IAC_seed_101_sample_0.cif,A:134,external/PoseBench/data/posebusters_benchmark_set/7KFO_IAC/7KFO_IAC_protein.pdb,0.20156869292259216,55.6872673034668,0.41467103362083435,0.24418917298316956,9.423722632944338,0.0,71.003,ok,full_base_c1_s20_n1,10.03677931894356,False,10.0584713768526,False,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KFO_IAC/full_base_c1_s20_n1/run_status.json,,,,,ok
results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KLX_WOV/full_base_c1_s20_n1/output/7KLX_WOV/seed_101/predictions/7KLX_WOV_seed_101_summary_confidence_sample_0.json,posebusters_benchmark,5,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KLX_WOV/full_base_c1_s20_n1/inputs/7KLX_WOV.json,external/PoseBench/data/posebusters_benchmark_set/7KLX_WOV/7KLX_WOV_ligand.sdf,17.0,Cc1ccc(C)n1-c1ccc(O)cc1C(=O)O,278.0,A:278,protenix_base_default_v0.5.0,7KLX_WOV,1.0,17.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KLX_WOV/full_base_c1_s20_n1,10.554159915359254,10.0,34.0,17.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KLX_WOV/full_base_c1_s20_n1/output/7KLX_WOV/seed_101/predictions/7KLX_WOV_seed_101_sample_0.cif,A:278,external/PoseBench/data/posebusters_benchmark_set/7KLX_WOV/7KLX_WOV_protein.pdb,0.1990842968225479,30.103853225708008,0.20346231758594513,0.1999599039554596,19.813505376283572,0.0,75.472,ok,full_base_c1_s20_n1,5.785293820595414,False,15.561643072019503,False,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KLX_WOV/full_base_c1_s20_n1/run_status.json,,,,,ok
results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KM8_WPD/full_base_c1_s20_n1/output/7KM8_WPD/seed_101/predictions/7KM8_WPD_seed_101_summary_confidence_sample_0.json,posebusters_benchmark,7,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KM8_WPD/full_base_c1_s20_n1/inputs/7KM8_WPD.json,external/PoseBench/data/posebusters_benchmark_set/7KM8_WPD/7KM8_WPD_ligand.sdf,29.0,CCc1nc(N)nc(N)c1OCCCOc1cccc(C[C@@H](C(=O)O)C(F)F)c1,316.0,"A:158,B:158",protenix_base_default_v0.5.0,7KM8_WPD,2.0,29.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KM8_WPD/full_base_c1_s20_n1,16.76455369349536,10.0,80.0,29.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KM8_WPD/full_base_c1_s20_n1/output/7KM8_WPD/seed_101/predictions/7KM8_WPD_seed_101_sample_0.cif,A:158;B:158,external/PoseBench/data/posebusters_benchmark_set/7KM8_WPD/7KM8_WPD_protein.pdb,0.1289536952972412,31.265247344970703,0.19928699731826782,0.143020361661911,21.976703814315417,0.0,79.127,ok,full_base_c1_s20_n1,15.445599769516416,False,12.936526441006599,False,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KM8_WPD/full_base_c1_s20_n1/run_status.json,,,,,ok
results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KP6_WTP/full_base_c1_s20_n1/output/7KP6_WTP/seed_101/predictions/7KP6_WTP_seed_101_summary_confidence_sample_0.json,posebusters_benchmark,5,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KP6_WTP/full_base_c1_s20_n1/inputs/7KP6_WTP.json,external/PoseBench/data/posebusters_benchmark_set/7KP6_WTP/7KP6_WTP_ligand.sdf,28.0,CN1CCN(c2ccc(Nc3ncc(Cl)c(NC[C@H]4CCCO4)n3)cc2)CC1,533.0,"A:268,B:265",protenix_base_default_v0.5.0,7KP6_WTP,2.0,28.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KP6_WTP/full_base_c1_s20_n1,15.27889259191612,10.0,57.0,28.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KP6_WTP/full_base_c1_s20_n1/output/7KP6_WTP/seed_101/predictions/7KP6_WTP_seed_101_sample_0.cif,A:268;B:265,external/PoseBench/data/posebusters_benchmark_set/7KP6_WTP/7KP6_WTP_protein.pdb,0.12581416964530945,30.87233543395996,0.17907454073429108,0.13646624982357025,27.165048192612602,0.0,83.559,ok,full_base_c1_s20_n1,20.589969725491457,False,22.790891705600295,False,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KP6_WTP/full_base_c1_s20_n1/run_status.json,,,,,ok
results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KQU_YOF/full_base_c1_s20_n1/output/7KQU_YOF/seed_101/predictions/7KQU_YOF_seed_101_summary_confidence_sample_0.json,posebusters_benchmark,7,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KQU_YOF/full_base_c1_s20_n1/inputs/7KQU_YOF.json,external/PoseBench/data/posebusters_benchmark_set/7KQU_YOF/7KQU_YOF_ligand.sdf,14.0,N[C@@H](Cc1ccc(O)c(F)c1)C(=O)O,602.0,"A:301,B:301",protenix_base_default_v0.5.0,7KQU_YOF,2.0,14.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KQU_YOF/full_base_c1_s20_n1,13.148426543815312,10.0,58.0,14.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KQU_YOF/full_base_c1_s20_n1/output/7KQU_YOF/seed_101/predictions/7KQU_YOF_seed_101_sample_0.cif,A:301;B:301,external/PoseBench/data/posebusters_benchmark_set/7KQU_YOF/7KQU_YOF_protein.pdb,0.1511826068162918,32.96002960205078,0.24634556472301483,0.1702152043581009,23.18851765100052,0.0,82.814,ok,full_base_c1_s20_n1,11.255709592477062,False,17.1438613388738,False,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KQU_YOF/full_base_c1_s20_n1/run_status.json,,,,,ok
results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KRU_ATP/full_base_c1_s20_n1/output/7KRU_ATP/seed_101/predictions/7KRU_ATP_seed_101_summary_confidence_sample_0.json,posebusters_benchmark,5,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KRU_ATP/full_base_c1_s20_n1/inputs/7KRU_ATP.json,external/PoseBench/data/posebusters_benchmark_set/7KRU_ATP/7KRU_ATP_ligand.sdf,31.0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,1076.0,"B:538,A:538",protenix_base_default_v0.5.0,7KRU_ATP,2.0,31.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KRU_ATP/full_base_c1_s20_n1,16.710868038338383,10.0,98.0,31.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KRU_ATP/full_base_c1_s20_n1/output/7KRU_ATP/seed_101/predictions/7KRU_ATP_seed_101_sample_0.cif,B:541;A:538,external/PoseBench/data/posebusters_benchmark_set/7KRU_ATP/7KRU_ATP_protein.pdb,0.1636868566274643,38.22248458862305,0.26388445496559143,0.18372637033462524,33.73103243008259,0.0,113.528,ok,full_base_c1_s20_n1,23.285880718809082,False,26.56093175161899,False,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KRU_ATP/full_base_c1_s20_n1/run_status.json,,,,,ok
results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KZ9_XN7/full_base_c1_s20_n1/output/7KZ9_XN7/seed_101/predictions/7KZ9_XN7_seed_101_summary_confidence_sample_0.json,posebusters_benchmark,7,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KZ9_XN7/full_base_c1_s20_n1/inputs/7KZ9_XN7.json,external/PoseBench/data/posebusters_benchmark_set/7KZ9_XN7/7KZ9_XN7_ligand.sdf,11.0,O=C(CNCCO)NCCO,955.0,"A:478,B:477",protenix_base_default_v0.5.0,7KZ9_XN7,2.0,11.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KZ9_XN7/full_base_c1_s20_n1,15.915925557389471,10.0,66.0,11.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KZ9_XN7/full_base_c1_s20_n1/output/7KZ9_XN7/seed_101/predictions/7KZ9_XN7_seed_101_sample_0.cif,A:478;B:477,external/PoseBench/data/posebusters_benchmark_set/7KZ9_XN7/7KZ9_XN7_protein.pdb,0.140554279088974,33.44636917114258,0.2188136726617813,0.1562061607837677,28.75629007539779,0.0,97.307,ok,full_base_c1_s20_n1,13.49914743695448,False,27.429458797565363,False,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7KZ9_XN7/full_base_c1_s20_n1/run_status.json,,,,,ok
results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7L00_XCJ/full_base_c1_s20_n1/output/7L00_XCJ/seed_101/predictions/7L00_XCJ_seed_101_summary_confidence_sample_0.json,posebusters_benchmark,5,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7L00_XCJ/full_base_c1_s20_n1/inputs/7L00_XCJ.json,external/PoseBench/data/posebusters_benchmark_set/7L00_XCJ/7L00_XCJ_ligand.sdf,27.0,CS(=O)(=O)c1ccc2nc(NC(=O)Cc3csc(-n4cccc4)n3)sc2c1,1251.0,"A:310,B:311,C:315,D:315",protenix_base_default_v0.5.0,7L00_XCJ,4.0,27.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7L00_XCJ/full_base_c1_s20_n1,13.206632583140252,10.0,82.0,27.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7L00_XCJ/full_base_c1_s20_n1/output/7L00_XCJ/seed_101/predictions/7L00_XCJ_seed_101_sample_0.cif,A:310;B:311;C:315;D:315,external/PoseBench/data/posebusters_benchmark_set/7L00_XCJ/7L00_XCJ_protein.pdb,0.16653133928775787,36.085044860839844,0.23516367375850677,0.18025779724121094,26.945938523364266,0.0,117.252,ok,full_base_c1_s20_n1,22.144276673666862,False,31.843163192770792,False,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7L00_XCJ/full_base_c1_s20_n1/run_status.json,,,,,ok
results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7L03_F9F/full_base_c1_s20_n1/output/7L03_F9F/seed_101/predictions/7L03_F9F_seed_101_summary_confidence_sample_0.json,posebusters_benchmark,7,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7L03_F9F/full_base_c1_s20_n1/inputs/7L03_F9F.json,external/PoseBench/data/posebusters_benchmark_set/7L03_F9F/7L03_F9F_ligand.sdf,22.0,O=P(O)(O)OCCNS(=O)(=O)c1ccc(OC(F)(F)F)cc1,662.0,"A:268,B:394",protenix_base_default_v0.5.0,7L03_F9F,2.0,22.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7L03_F9F/full_base_c1_s20_n1,17.878524078528585,10.0,90.0,22.0,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7L03_F9F/full_base_c1_s20_n1/output/7L03_F9F/seed_101/predictions/7L03_F9F_seed_101_sample_0.cif,A:268;B:394,external/PoseBench/data/posebusters_benchmark_set/7L03_F9F/7L03_F9F_protein.pdb,0.16774852573871613,36.980106353759766,0.2225525677204132,0.17870934307575226,22.621310554566396,0.0,82.347,ok,full_base_c1_s20_n1,15.228205280375597,False,17.956851476534478,False,results/posebench_702_predictions/protenix_gpu/posebusters_benchmark/7L03_F9F/full_base_c1_s20_n1/run_status.json,,,,,ok
