_group_id,memory_bin,ligand_novel,protein_novel,temporal_recent,temporal_2024,joint_low_ligand_protein_ood,joint_low_ligand_protein_temporal_ood,failure_label
af3_no_template|8ad7__1__1.A__1.J|1.J,high,False,False,False,False,False,False,0
af3_no_template|8ajv__1__1.B_1.C__1.N_1.S|1.N,high,False,False,True,False,False,False,0
af3_no_template|8ajw__1__1.B_1.C__1.I_1.J|1.I,high,False,False,True,False,False,False,0
af3_no_template|8ajw__1__1.B_1.C__1.I_1.J|1.J,high,False,False,True,False,False,False,0
af3_no_template|8ak5__1__1.A__1.C_1.E_1.F_1.G|1.C,high,False,False,True,False,False,False,0
af3_no_template|8ak5__1__1.A__1.C_1.E_1.F_1.G|1.E,mid,True,True,True,False,False,False,1
af3_no_template|8ak7__1__1.A__1.C_1.E_1.G|1.C,high,False,False,True,False,False,False,0
af3_no_template|8ak8__1__1.A__1.C_1.F_1.L|1.C,high,False,False,True,False,False,False,0
af3_no_template|8akd__1__1.A__1.C_1.E|1.E,mid,True,True,True,False,False,False,1
af3_no_template|8am2__1__1.A__1.D|1.D,mid,True,True,True,False,False,False,1
af3_no_template|8am8__1__1.A__1.C_1.J|1.J,mid,True,True,True,True,False,False,0
af3_no_template|8apw__1__1.A_2.A__2.C|2.C,mid,True,False,True,False,False,False,0
af3_no_template|8aqf__1__1.A__1.B|1.B,mid,True,True,True,False,False,False,0
af3_no_template|8arj__1__1.A__1.B|1.B,mid,True,True,False,False,False,False,0
af3_no_template|8atb__1__1.A__1.C|1.C,mid,True,True,True,False,False,False,0
af3_no_template|8au8__1__1.A_1.B__1.C_1.D_1.H|1.C,high,False,False,True,False,False,False,0
af3_no_template|8aue__1__1.A__1.C_1.D|1.D,mid,True,False,True,False,False,False,1
af3_no_template|8aui__1__1.A_1.B__1.C_1.D_1.G|1.C,high,False,False,True,False,False,False,0
af3_no_template|8aui__1__1.A_1.B__1.C_1.D_1.G|1.D,mid,True,False,True,False,False,False,1
af3_no_template|8aui__1__1.A_1.B__1.C_1.D_1.G|1.G,mid,True,False,True,False,False,False,1
af3_no_template|8auj__1__1.A__1.C_1.D|1.D,mid,True,False,True,False,False,False,1
af3_no_template|8av1__1__1.B__1.J_1.M|1.M,mid,True,True,True,False,False,False,0
af3_no_template|8aw1__1__1.A__1.C|1.C,high,False,False,True,False,False,False,0
af3_no_template|8axp__1__1.A__1.C|1.C,mid,True,True,False,False,False,False,1
af3_no_template|8ay6__1__1.A_1.B__1.C|1.C,high,True,False,True,False,False,False,0
af3_no_template|8aya__1__1.A_1.B__1.C|1.C,high,True,False,True,False,False,False,0
af3_no_template|8azd__1__1.A__1.C|1.C,high,False,False,True,False,False,False,0
af3_no_template|8azi__1__1.A__1.C|1.C,high,False,False,True,True,False,False,0
af3_no_template|8azl__1__1.A__1.C|1.C,high,False,False,True,True,False,False,0
af3_no_template|8b08__1__1.B__1.E|1.E,high,False,False,True,False,False,False,0
af3_no_template|8b25__1__1.A_1.B__1.J|1.J,low,True,True,False,False,True,False,1
af3_no_template|8b72__1__1.A_1.B__1.F_1.G|1.F,mid,True,False,False,False,False,False,1
af3_no_template|8b80__1__1.A__1.F_1.G|1.F,high,False,False,False,False,False,False,0
af3_no_template|8b9h__1__1.A__1.B|1.B,mid,True,True,True,False,False,False,0
af3_no_template|8bab__1__1.A__1.H_1.I|1.I,mid,True,True,True,False,False,False,0
af3_no_template|8baj__1__1.A__1.B|1.B,high,False,False,False,False,False,False,0
af3_no_template|8bam__1__1.A__1.C_1.D|1.C,high,False,False,True,False,False,False,0
af3_no_template|8bgx__1__1.A_1.D__1.E_1.F_1.I|1.F,mid,True,True,True,False,False,False,1
af3_no_template|8bgy__1__1.A_1.B__1.E_1.F|1.F,mid,True,True,True,False,False,False,1
af3_no_template|8bgz__1__1.A_1.B__1.F|1.F,mid,True,True,True,False,False,False,1
af3_no_template|8bh0__1__1.A_1.D__1.J|1.J,mid,True,True,True,False,False,False,1
af3_no_template|8bhg__1__1.B_1.C__1.K|1.K,mid,True,True,True,False,False,False,0
af3_no_template|8bid__1__1.C_2.A__2.F_2.G|2.F,mid,True,True,True,False,False,False,1
af3_no_template|8bih__1__1.A_1.L__1.N|1.N,mid,True,True,True,False,False,False,1
af3_no_template|8bir__1__1.A_1.B__1.D|1.D,mid,True,True,True,False,False,False,0
af3_no_template|8bji__1__1.A_1.B__1.C_1.D|1.C,high,False,False,True,False,False,False,0
af3_no_template|8bl0__1__1.A__1.C_1.E|1.C,high,False,False,True,False,False,False,0
af3_no_template|8bl1__1__1.A__1.C_1.E|1.C,high,False,False,True,False,False,False,0
af3_no_template|8blz__1__1.A__1.B_1.D|1.B,high,False,False,True,False,False,False,0
af3_no_template|8br0__1__1.A_1.B__1.E_1.F_1.G|1.E,high,False,False,True,False,False,False,0
af3_no_template|8br0__1__1.A_1.B__1.E_1.F_1.G|1.F,high,False,False,True,False,False,False,0
af3_no_template|8bsg__1__1.A__1.B|1.B,high,False,False,True,False,False,False,0
af3_no_template|8bst__1__1.A__1.R|1.R,high,False,False,True,False,False,False,0
af3_no_template|8bsu__1__1.A_1.D__1.I_1.OA_1.SA|1.I,high,False,False,True,False,False,False,0
af3_no_template|8bsu__1__1.A_1.D__1.I_1.OA_1.SA|1.OA,high,False,False,True,False,False,False,0
af3_no_template|8bxx__1__1.A__1.E_1.F|1.E,high,False,False,True,False,False,False,0
af3_no_template|8c1f__1__1.A__1.B_1.C_1.D_1.J|1.B,high,False,False,True,True,False,False,0
af3_no_template|8c3g__1__1.C__1.AA|1.AA,mid,True,True,True,True,False,False,0
af3_no_template|8c3i__1__1.B__1.D|1.D,high,False,False,True,True,False,False,0
af3_no_template|8c3n__1__1.A__1.C_1.D|1.C,high,False,False,True,False,False,False,0
af3_no_template|8c3u__1__1.A__1.C|1.C,low,True,True,True,False,True,True,1
af3_no_template|8c47__1__1.B__1.E_1.F|1.E,high,False,False,True,True,False,False,0
af3_no_template|8c4w__1__1.A__1.J_1.K_1.P|1.K,mid,True,True,True,False,False,False,1
af3_no_template|8c6f__1__1.A__1.B_1.C|1.B,high,False,False,True,False,False,False,0
af3_no_template|8c6s__1__1.A__1.C|1.C,mid,True,True,True,False,False,False,1
af3_no_template|8c74__1__1.A__1.C|1.C,mid,True,True,True,False,False,False,1
af3_no_template|8c7r__1__1.A__1.C_1.D|1.C,mid,True,True,True,False,False,False,0
af3_no_template|8c7r__1__1.A__1.C_1.D|1.D,high,False,True,True,False,False,False,0
af3_no_template|8cey__1__1.A__1.D|1.D,mid,True,False,True,True,False,False,1
af3_no_template|8cfb__1__1.A__1.L|1.L,low,True,True,True,True,True,True,1
af3_no_template|8cfk__1__1.A_1.D__1.H_1.I|1.H,low,True,True,True,True,True,True,1
af3_no_template|8cfo__1__1.A_1.D__1.E_1.F_1.K|1.E,high,False,False,True,True,False,False,0
af3_no_template|8cfo__1__1.A_1.D__1.E_1.F_1.K|1.F,high,True,False,True,True,False,False,0
af3_no_template|8cg0__1__1.D__1.IA|1.IA,low,True,True,True,True,True,True,1
af3_no_template|8ci0__1__1.A_1.B__1.D_1.E|1.E,high,False,False,True,False,False,False,0
af3_no_template|8cij__1__1.A__1.B|1.B,mid,True,True,True,False,False,False,0
af3_no_template|8cji__1__1.A__1.B_1.C|1.C,mid,True,False,True,True,False,False,0
af3_no_template|8cjj__1__1.A__1.B_1.C|1.C,mid,True,False,True,True,False,False,1
af3_no_template|8cjk__1__1.A__1.B_1.C|1.C,mid,True,True,True,True,False,False,0
af3_no_template|8clq__1__1.A__1.E|1.E,low,True,True,True,True,True,True,1
af3_no_template|8cnm__1__1.A_1.B__1.F_1.N_1.S|1.N,high,False,False,True,True,False,False,0
af3_no_template|8cno__1__1.A_1.B__1.C_1.E_1.F|1.C,high,False,False,True,True,False,False,0
af3_no_template|8coq__1__1.A__1.C_1.D|1.D,mid,True,True,True,True,False,False,1
af3_no_template|8cou__1__1.A__1.V|1.V,mid,True,False,True,True,False,False,0
af3_no_template|8cp4__1__2.A__2.H_2.I|2.I,mid,False,True,True,True,False,False,1
af3_no_template|8cp7__1__1.A__1.B|1.B,high,False,False,True,False,False,False,0
af3_no_template|8cpb__1__1.B__1.H|1.H,high,False,False,True,False,False,False,0
af3_no_template|8cq8__1__1.A__1.C_1.D_1.E|1.E,high,False,False,True,True,False,False,0
af3_no_template|8cqv__1__1.A_1.B__1.K_1.P|1.K,high,False,False,True,True,False,False,0
af3_no_template|8cu7__1__1.A__1.C|1.C,mid,True,False,False,False,False,False,0
af3_no_template|8cvf__1__1.A__1.D_1.E_1.F_1.G|1.D,high,False,False,True,False,False,False,0
af3_no_template|8d19__1__1.A__1.C_1.D|1.D,high,False,False,True,False,False,False,0
af3_no_template|8d3e__1__1.A__1.C_1.D|1.C,high,False,False,True,False,False,False,0
af3_no_template|8d3h__1__1.A__1.C_1.D|1.C,high,False,False,True,False,False,False,0
af3_no_template|8d3j__1__1.A__1.D_1.E_1.F|1.D,high,False,False,True,False,False,False,0
af3_no_template|8d6e__1__1.A__1.D|1.D,mid,True,True,False,False,False,False,0
af3_no_template|8d6m__1__1.A__1.C|1.C,high,False,False,False,False,False,False,0
af3_no_template|8d6t__1__1.A__1.C|1.C,high,False,False,False,False,False,False,1
af3_no_template|8deg__1__1.A__1.B|1.B,mid,True,True,False,False,False,False,1
af3_no_template|8dil__1__1.A_1.B__1.K_1.L_1.M|1.L,high,False,False,False,False,False,False,0
af3_no_template|8dkp__1__1.A__1.C_1.D|1.C,high,False,False,False,False,False,False,0
af3_no_template|8dkp__1__1.A__1.C_1.D|1.D,high,False,False,False,False,False,False,0
af3_no_template|8dkq__1__1.A__1.C_1.D|1.C,high,False,False,False,False,False,False,0
af3_no_template|8dkt__1__1.A_1.B__1.D_1.E|1.D,high,False,False,True,False,False,False,0
af3_no_template|8dq8__1__1.B__1.F_1.G|1.F,high,False,False,True,False,False,False,0
af3_no_template|8dsc__1__1.B__1.L|1.L,mid,True,True,True,False,False,False,1
af3_no_template|8dse__1__1.A_1.B__1.C_1.G|1.G,mid,True,False,True,False,False,False,1
af3_no_template|8dsh__1__1.A_1.B__1.C|1.C,high,False,False,True,False,False,False,1
af3_no_template|8dsh__1__1.A_1.B__1.E_1.F|1.F,mid,True,True,True,False,False,False,1
af3_no_template|8dt5__1__1.B__1.I_1.M_1.O|1.O,high,True,False,False,False,False,False,1
af3_no_template|8dxk__1__1.A_1.B__1.C|1.C,high,True,False,True,False,False,False,0
af3_no_template|8e0t__1__1.C__1.F|1.F,high,False,False,False,False,False,False,1
af3_no_template|8e1h__1__1.A__1.C_1.E_1.F|1.C,high,False,False,False,False,False,False,0
af3_no_template|8e1x__1__1.A__1.C|1.C,mid,True,False,False,False,False,False,0
af3_no_template|8e5i__1__1.A__1.B_1.E|1.B,high,False,False,True,False,False,False,0
af3_no_template|8e9e__1__1.A_1.B__1.I_1.J_1.K|1.I,high,False,False,False,False,False,False,0
af3_no_template|8ea6__1__1.A_1.B__1.C|1.C,low,True,True,True,False,True,True,1
af3_no_template|8eef__1__1.A__1.C_1.D|1.C,mid,True,True,True,False,False,False,1
af3_no_template|8egf__1__1.A__1.B_1.C|1.B,high,False,False,True,False,False,False,0
af3_no_template|8et0__1__1.B__1.L|1.L,high,False,False,True,False,False,False,0
af3_no_template|8etd__1__1.B__1.E_1.F|1.F,high,False,False,False,False,False,False,0
af3_no_template|8etl__1__1.A__1.C|1.C,low,True,True,True,False,True,True,0
af3_no_template|8ex1__1__1.A__1.B|1.B,mid,True,True,True,False,False,False,0
af3_no_template|8ex2__1__1.A__1.B|1.B,mid,True,True,True,False,False,False,0
af3_no_template|8eym__1__1.A_1.B__1.C_1.E|1.C,low,True,True,True,False,True,True,0
af3_no_template|8eym__1__1.A_1.B__1.C_1.E|1.E,low,True,True,True,False,True,True,0
af3_no_template|8f1z__1__1.A__1.B|1.B,mid,True,True,True,False,False,False,0
af3_no_template|8f4s__1__1.A__1.D_1.E|1.D,low,True,True,True,False,True,True,1
af3_no_template|8f5w__1__1.A_1.B__1.S_1.T|1.S,high,False,False,True,False,False,False,0
af3_no_template|8f5w__1__1.A_1.B__1.S_1.T|1.T,high,True,False,True,False,False,False,0
af3_no_template|8f61__1__1.A_1.B__1.Q_1.R|1.Q,high,False,False,True,False,False,False,0
af3_no_template|8f8k__1__1.A__1.F_1.G_1.I_1.J_1.K|1.F,mid,True,True,True,False,False,False,1
af3_no_template|8fb1__1__1.A__1.D|1.D,high,True,False,True,False,False,False,0
af3_no_template|8fdb__1__1.A_1.B__1.D_1.F_1.H|1.D,low,False,True,True,False,False,False,1
af3_no_template|8fdb__1__1.A_1.B__1.D_1.F_1.H|1.H,low,False,True,True,False,False,False,1
af3_no_template|8fdx__1__1.A__1.B_1.C|1.B,high,False,False,True,False,False,False,0
af3_no_template|8fdz__1__1.A__1.B_1.C|1.B,high,False,False,True,False,False,False,0
af3_no_template|8fe9__1__1.A__1.B|1.B,mid,True,False,True,False,False,False,0
af3_no_template|8fh5__1__1.A__1.B_1.C|1.B,high,False,False,True,False,False,False,0
af3_no_template|8fh9__1__1.A__1.B_1.C|1.B,high,False,False,True,False,False,False,0
af3_no_template|8fjt__1__1.A_1.B__1.C_1.E|1.E,mid,True,False,True,False,False,False,1
af3_no_template|8fju__1__1.A_1.B__1.C_1.D|1.C,high,False,False,True,False,False,False,0
af3_no_template|8fju__1__1.A_1.B__1.C_1.D|1.D,mid,True,False,True,False,False,False,0
af3_no_template|8fjx__1__1.A__1.B_1.C|1.C,high,False,False,True,False,False,False,0
af3_no_template|8fjy__1__1.A__1.B_1.C|1.B,high,False,False,True,False,False,False,0
af3_no_template|8fly__1__1.A__1.K|1.K,high,True,False,True,False,False,False,0
af3_no_template|8fp5__1__1.A__1.C_1.D|1.C,high,False,False,True,False,False,False,0
af3_no_template|8fqx__1__1.A__1.B_1.C|1.C,high,True,False,True,False,False,False,1
af3_no_template|8fve__1__1.A_2.A_2.B__2.E_2.I|2.E,high,True,False,True,False,False,False,0
af3_no_template|8g3e__1__1.A__1.C|1.C,mid,True,False,True,False,False,False,1
af3_no_template|8g4a__1__1.A_1.B__1.C|1.C,low,True,True,True,True,True,True,0
af3_no_template|8g62__1__1.A__1.F_1.J_1.L|1.F,low,True,True,True,False,True,True,1
af3_no_template|8g68__1__1.A__1.C|1.C,low,True,True,True,False,True,True,1
af3_no_template|8g69__1__1.A__1.C|1.C,low,True,True,True,False,True,True,1
af3_no_template|8gb4__1__1.A__1.E_1.F_1.G|1.F,high,False,False,True,True,False,False,0
af3_no_template|8gds__1__1.A__1.E|1.E,mid,True,True,True,False,False,False,1
af3_no_template|8gem__1__1.A__1.B|1.B,mid,True,False,True,False,False,False,1
af3_no_template|8gev__1__1.A__1.B|1.B,mid,True,False,True,False,False,False,0
af3_no_template|8gfs__1__1.A__1.B|1.B,mid,True,True,True,False,False,False,1
af3_no_template|8gjb__1__1.B__1.G_1.H|1.G,high,False,False,True,True,False,False,0
af3_no_template|8gkf__1__1.A__1.J|1.J,mid,True,False,True,True,False,False,0
af3_no_template|8gm5__1__1.A__1.D|1.D,mid,True,False,True,False,False,False,0
af3_no_template|8gne__1__1.A__1.E|1.E,high,False,False,True,False,False,False,1
af3_no_template|8gpc__1__1.A__1.C_1.D_1.E|1.E,high,False,False,True,False,False,False,0
af3_no_template|8gpe__1__1.A__1.C_1.D_1.E|1.E,high,False,False,True,False,False,False,0
af3_no_template|8gtg__1__1.A__1.C|1.C,mid,True,True,True,False,False,False,0
af3_no_template|8gti__1__1.A__1.H|1.H,mid,True,True,True,False,False,False,1
af3_no_template|8gtm__1__1.A__1.C|1.C,mid,True,True,True,False,False,False,0
af3_no_template|8gu1__1__1.A_1.B__1.D|1.D,low,True,True,True,False,True,True,1
af3_no_template|8gyd__1__1.A_1.B__1.K|1.K,low,True,True,True,False,True,True,1
af3_no_template|8gyj__1__1.A_1.B__1.D_1.I|1.I,mid,True,True,True,False,False,False,1
af3_no_template|8h59__1__1.A__1.B|1.B,mid,True,False,True,False,False,False,1
af3_no_template|8hi5__1__1.A__1.B_1.C|1.B,mid,True,True,True,False,False,False,0
af3_no_template|8hi6__1__1.A__1.B_1.C|1.B,mid,True,True,True,False,False,False,0
af3_no_template|8hlj__1__1.A__1.C|1.C,high,False,False,True,True,False,False,0
af3_no_template|8hms__1__1.A__1.E|1.E,high,False,False,True,False,False,False,1
af3_no_template|8ho5__1__1.A__1.B|1.B,low,True,True,True,False,True,True,1
af3_no_template|8hp4__1__1.A_1.B__1.C_1.D|1.C,high,False,False,True,True,False,False,0
af3_no_template|8hrp__1__1.A_1.D__1.I_1.J|1.I,high,False,False,True,False,False,False,0
af3_no_template|8hu6__1__1.D__1.K_1.L|1.L,mid,False,True,True,False,False,False,1
af3_no_template|8huu__1__1.A__1.C|1.C,mid,True,False,True,False,False,False,0
af3_no_template|8hxu__1__1.A__1.C_1.D_1.E|1.E,mid,True,True,True,False,False,False,1
af3_no_template|8i19__1__1.A__1.C_1.D_1.E|1.C,high,False,False,True,False,False,False,0
af3_no_template|8i4i__1__1.A__1.C|1.C,high,False,False,True,False,False,False,0
af3_no_template|8ivs__1__1.A_1.B__1.C|1.C,low,True,True,True,False,True,True,1
af3_no_template|8ivt__1__1.A_1.B__1.F|1.F,low,True,True,True,False,True,True,1
af3_no_template|8iw3__1__1.A_1.B__1.C|1.C,low,True,True,True,False,True,True,1
af3_no_template|8j40__1__1.A_2.A__1.D|1.D,mid,True,False,True,True,False,False,1
af3_no_template|8j79__1__1.B__1.R_1.W_1.X|1.R,high,False,False,True,False,False,False,0
af3_no_template|8j7j__1__1.A_1.B__1.C|1.C,low,True,True,True,False,True,True,1
af3_no_template|8jb3__1__1.A__1.B|1.B,low,False,True,True,True,False,False,1
af3_no_template|8jdb__1__1.A__1.B_1.C|1.C,mid,False,True,True,False,False,False,0
af3_no_template|8jdo__1__1.A__1.B_1.C|1.B,mid,True,True,True,False,False,False,0
af3_no_template|8jdp__1__1.A__1.B_1.C|1.C,mid,True,True,True,False,False,False,0
af3_no_template|8jdr__1__1.A__1.B_1.C|1.C,mid,True,True,True,False,False,False,0
af3_no_template|8jdy__1__1.A__1.B_1.C_1.D|1.D,mid,False,True,True,False,False,False,0
af3_no_template|8jdz__1__1.A__1.B_1.C_1.D|1.D,mid,False,True,True,False,False,False,0
af3_no_template|8jjn__1__1.A__1.D_1.E|1.D,low,True,True,True,True,True,True,0
af3_no_template|8jjs__1__1.A__1.C_1.D|1.C,high,False,False,True,False,False,False,0
af3_no_template|8jjt__1__1.A__1.D|1.D,low,True,True,True,True,True,True,0
af3_no_template|8jk8__1__1.A__1.B_1.C_1.D|1.D,mid,False,True,True,True,False,False,0
af3_no_template|8jm8__1__1.A__1.C_1.I|1.I,high,False,False,True,True,False,False,0
af3_no_template|8jmp__1__1.A__1.D|1.D,mid,True,True,True,False,False,False,1
af3_no_template|8jot__1__1.A__1.B|1.B,mid,True,True,True,True,False,False,1
af3_no_template|8jpz__1__1.B__1.N_1.P|1.N,high,False,False,True,False,False,False,0
af3_no_template|8k5y__1__1.A__1.H|1.H,mid,True,True,True,False,False,False,1
af3_no_template|8k9y__1__1.A__1.C_1.E|1.C,high,False,False,True,False,False,False,0
af3_no_template|8ke1__1__2.A__2.B_2.C_2.D_2.E|2.B,high,False,False,True,False,False,False,0
af3_no_template|8ke2__1__2.A__2.B_2.C_2.D_2.E|2.D,high,False,False,True,False,False,False,0
af3_no_template|8ke4__1__2.A__2.B_2.C_2.D_2.E|2.B,high,False,False,True,False,False,False,0
af3_no_template|8oiz__1__1.B__1.J|1.J,high,False,False,True,False,False,False,0
af3_no_template|8ome__1__1.A_1.D__1.E|1.E,low,True,True,True,False,True,True,0
af3_no_template|8opu__1__1.A_1.C_1.D__1.IA|1.IA,low,True,True,True,True,True,True,1
af3_no_template|8oq2__1__1.B__1.H_1.I|1.H,high,False,False,True,True,False,False,0
af3_no_template|8oqn__1__1.A_1.D__1.I|1.I,low,True,True,True,True,True,True,1
af3_no_template|8oqp__1__1.D__1.PA|1.PA,low,True,True,True,True,True,True,1
af3_no_template|8oqt__1__1.D__1.KA_1.LA|1.KA,low,True,True,True,True,True,True,1
af3_no_template|8oqt__1__1.D__1.KA_1.LA|1.LA,low,True,True,True,True,True,True,1
af3_no_template|8oqv__1__1.B__1.Q|1.Q,low,True,True,True,True,True,True,1
af3_no_template|8orc__1__1.B__1.J|1.J,mid,True,False,True,True,False,False,1
af3_no_template|8ou2__1__1.A__1.C|1.C,mid,True,False,True,True,False,False,0
af3_no_template|8ou3__1__1.A_1.C__1.E|1.E,high,False,False,True,False,False,False,0
af3_no_template|8oum__1__1.A__1.F_1.G|1.F,high,False,False,True,True,False,False,0
af3_no_template|8ovr__1__1.A__1.B|1.B,low,True,True,True,False,True,True,1
af3_no_template|8p0m__1__1.C__1.L|1.L,mid,True,True,True,True,False,False,1
af3_no_template|8p1e__1__1.D_1.E__1.P|1.P,mid,True,True,True,True,False,False,0
af3_no_template|8p1p__1__1.A__1.E|1.E,low,True,True,True,True,True,True,1
af3_no_template|8p4z__1__1.A__1.C|1.C,mid,True,False,True,False,False,False,0
af3_no_template|8pf8__1__1.B__1.T_1.X|1.T,mid,True,True,True,True,False,False,1
af3_no_template|8pfl__1__1.A__1.C|1.C,low,True,True,True,True,True,True,1
af3_no_template|8plb__1__1.A__1.D|1.D,low,True,True,True,True,True,True,1
af3_no_template|8plu__1__1.A__1.D|1.D,low,True,True,True,True,True,True,1
af3_no_template|8pp8__1__1.A__1.D|1.D,high,False,False,True,True,False,False,0
af3_no_template|8pp9__1__1.A__1.C_1.D_1.H|1.C,high,False,False,True,True,False,False,0
af3_no_template|8pp9__1__1.A__1.C_1.D_1.H|1.D,high,False,False,True,True,False,False,0
af3_no_template|8pq9__1__1.A__1.C|1.C,mid,True,True,True,False,False,False,0
af3_no_template|8pqa__1__1.A__1.C|1.C,mid,True,True,True,False,False,False,0
af3_no_template|8pqf__1__1.A__1.C|1.C,mid,True,False,True,False,False,False,0
af3_no_template|8pqr__1__1.A_1.B_1.C__1.E|1.E,mid,False,True,True,True,False,False,0
af3_no_template|8pxt__1__1.C__1.L|1.L,mid,False,True,True,True,False,False,0
af3_no_template|8q5v__1__1.A_1.B__1.P_1.Q|1.P,high,False,False,True,True,False,False,0
af3_no_template|8q9v__1__2.A__2.C_2.D_2.E|2.C,mid,True,False,True,True,False,False,1
af3_no_template|8qg1__1__1.D__1.S_1.T|1.S,high,False,False,True,True,False,False,0
af3_no_template|8qic__1__1.B__1.F_1.J|1.F,mid,True,False,True,True,False,False,1
af3_no_template|8qkb__1__1.D__1.CA_1.HA|1.CA,high,False,False,True,False,False,False,0
af3_no_template|8qmf__1__1.A_1.B__1.M_1.R_1.S|1.M,high,False,False,True,True,False,False,0
af3_no_template|8qnh__1__1.A__1.B|1.B,low,True,True,True,False,True,True,1
af3_no_template|8qqy__1__1.A__1.B|1.B,mid,True,False,True,False,False,False,0
af3_no_template|8qtg__1__1.A__1.B|1.B,low,True,True,True,True,True,True,1
af3_no_template|8qth__1__1.A__1.B|1.B,low,True,True,True,True,True,True,1
af3_no_template|8qtj__1__1.A__1.E|1.E,low,True,True,True,True,True,True,1
af3_no_template|8qtl__1__1.A_1.B__1.G|1.G,mid,True,True,True,True,False,False,1
af3_no_template|8qyq__1__1.A__1.H|1.H,mid,True,True,True,False,False,False,1
af3_no_template|8qyw__1__1.A_2.A__1.C_1.E|1.C,high,False,False,True,True,False,False,0
af3_no_template|8r1n__1__1.A__1.C|1.C,mid,True,True,True,True,False,False,0
af3_no_template|8r1p__1__1.A_1.B__1.C|1.C,mid,True,True,True,True,False,False,0
af3_no_template|8r3d__1__1.B_1.E__1.J|1.J,high,False,False,True,True,False,False,0
af3_no_template|8r3o__1__1.A_1.B__1.E_1.F_1.G|1.E,high,False,False,True,True,False,False,0
af3_no_template|8rb6__1__1.A__1.C_1.D|1.C,high,False,False,True,True,False,False,0
af3_no_template|8rkq__1__1.A__1.E|1.E,low,True,True,True,True,True,True,1
af3_no_template|8s8x__1__1.A__1.C_1.E_1.F_1.I|1.I,high,False,False,True,True,False,False,0
af3_no_template|8se5__1__1.A_1.B__1.H|1.H,low,True,True,True,False,True,True,1
af3_no_template|8sft__1__1.A__1.E_1.F|1.F,low,True,True,True,True,True,True,1
af3_no_template|8sge__1__1.A__1.H|1.H,mid,True,False,True,True,False,False,0
af3_no_template|8sip__1__1.A_1.B__1.C|1.C,mid,True,True,True,True,False,False,0
af3_no_template|8skn__1__1.A__1.C|1.C,low,True,True,True,False,True,True,1
af3_no_template|8su1__1__1.A__1.C_1.D_1.E_1.F|1.F,high,False,False,True,False,False,False,0
af3_no_template|8sv9__1__1.A__1.C|1.C,mid,True,True,True,True,False,False,0
af3_no_template|8sz3__1__1.A_2.B__1.G|1.G,mid,True,True,True,False,False,False,1
af3_no_template|8t4o__1__1.A_1.B__1.C_1.D|1.D,high,False,False,True,True,False,False,0
af3_no_template|8tjc__1__1.A__1.K|1.K,mid,True,False,True,False,False,False,1
af3_no_template|8ts9__1__1.A__1.C|1.C,low,True,True,True,False,True,True,1
af3_no_template|8tsa__1__1.A__1.C|1.C,low,True,True,True,False,True,True,1
af3_no_template|8tsd__1__1.A__1.C|1.C,low,True,True,True,False,True,True,1
af3_no_template|8tti__1__1.A__1.E|1.E,high,False,False,True,False,False,False,0
af3_no_template|8uak__1__1.A__1.B|1.B,mid,True,True,True,True,False,False,0
af3_no_template|8uk6__1__1.A__1.C|1.C,low,True,True,True,True,True,True,1
af3_no_template|8un3__1__1.A__1.E_1.F_1.H|1.F,high,False,False,True,False,False,False,0
af3_no_template|8ux7__1__1.B__1.I|1.I,high,False,False,True,False,False,False,1
af3_no_template|8v2k__1__1.C_1.D__1.N|1.N,high,False,False,True,False,False,False,0
af3_no_template|8v8j__1__1.A__1.F|1.F,low,True,True,True,True,True,True,1
af3_no_template|8v8m__1__1.A__1.F_1.G|1.F,low,True,True,True,True,True,True,1
af3_no_template|8v8m__1__1.A__1.F_1.G|1.G,low,True,True,True,True,True,True,1
af3_no_template|8vw1__1__1.A__1.B_1.C|1.B,high,False,False,True,True,False,False,0
af3_no_template|8w0m__1__1.C__1.F|1.F,high,False,False,True,True,False,False,0
af3_no_template|8wjy__1__1.A__1.B|1.B,mid,True,True,True,False,False,False,0
af3_no_template|8wmy__1__1.A__1.C_1.D_1.E|1.C,mid,False,True,True,False,False,False,0
af3_no_template|8wr2__1__1.A__1.E_1.F|1.F,mid,True,False,True,True,False,False,1
af3_no_template|8wsm__1__1.A__1.D|1.D,low,True,True,True,False,True,True,1
af3_no_template|8wsw__1__1.A__1.E|1.E,mid,True,True,True,False,False,False,0
af3_no_template|8x1a__1__1.A__1.B|1.B,high,False,False,True,True,False,False,0
af3_no_template|8x6r__1__1.A__1.G_1.H_1.I|1.G,high,False,False,True,True,False,False,0
af3_no_template|8yhw__1__1.A__1.E_1.F|1.E,high,False,False,True,True,False,False,0
boltz|5s9l__1__1.A__1.H_1.I|1.H,high,True,False,False,False,False,False,1
boltz|5s9y__1__1.A__1.K|1.K,low,True,True,False,False,True,False,1
boltz|5s9z__1__1.A_1.B__1.R|1.R,mid,True,False,False,False,False,False,1
boltz|5sb2__1__1.A__1.G|1.G,mid,True,True,False,False,False,False,0
boltz|5scm__1__1.A__1.F_1.G_1.H_1.I|1.I,high,False,False,False,False,False,False,0
boltz|5scn__1__1.A__1.B_1.C|1.C,high,False,False,False,False,False,False,0
boltz|5se0__1__1.A__1.G|1.G,mid,True,True,False,False,False,False,0
boltz|5sea__1__1.A__1.G|1.G,mid,True,True,False,False,False,False,0
boltz|5see__1__1.A__1.E|1.E,mid,True,True,False,False,False,False,0
